Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
BOYLE CC,Community centres,530 CHARLOTTE ST,LONDON,N5W 4A4,"8,522.00",Square feet,126,0.00000,"80,600.36768",kWh,"9,524.02850",Cubic Meter,,,,,,,,,,,,,,,,,,,"21,274.56913",21.33532,0.00000,
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,LONDON,N6J 2W4,0.00,Square feet,168,35.66000,"5,164.00581",kWh,,,,,,,,,,,,,,,,,,,,,209.39011,0.00000,144.81228,
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LN,LONDON,N6A 3L1,280.00,Square feet,168,259.78000,"24,584.77029",kWh,,,,,,,,,,,,,,,,,,,,,996.86327,87.80275,94.63689,
BULK WATER DISPENSING STNS,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z2,200.00,Square feet,168,0.00000,"11,069.96031",kWh,,,,,,,,,,,,,,,,,,,,,448.86475,55.34980,0.00000,
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,LONDON,N6K 2A3,"8,290.00",Square feet,126,0.00000,"110,816.92786",kWh,"21,655.00590",Cubic Meter,,,,,,,,,,,,,,,,,,,"45,434.94363",41.12925,0.00000,
BYRON CC & POOL,Indoor swimming pools,1308 NORMAN AVE,LONDON,N6K 2A3,"1,540.00",Square feet,168,0.00000,"18,873.97877",kWh,,,,,,,,,,,,,,,,,,,,,765.30209,12.25583,0.00000,
BYRON CC-TENNIS COURTS,Community centres,1308 NORMAN AVE,LONDON,N6K 2A3,"1,540.00",Square feet,168,0.00000,"1,992.90000",kWh,,,,,,,,,,,,,,,,,,,,,80.80811,1.29409,0.00000,
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,LONDON,N6K 1Y2,540.00,Square feet,168,1537.20000,"199,299.40633",kWh,,,,,,,,,,,,,,,,,,,,,"8,081.19233",369.07297,129.65093,
CAMPBELL MEMORIAL PARK,Other,380 DUNDAS ST,LONDON,N6B 1V7,"2,000.00",Square feet,168,0.00000,"1,241.12394",kWh,,,,,,,,,,,,,,,,,,,,,50.32509,0.62056,0.00000,
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,LONDON,N6G 2Y9,"51,248.00",Square feet,126,0.00000,"1,629,908.27677",kWh,"188,086.72037",Cubic Meter,,,,,,,,,,,,,,,,,,,"421,691.35268",70.80963,0.00000,
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,LONDON,N5Y 3T5,"52,390.00",Square feet,126,0.00000,"884,955.94331",kWh,"96,729.16537",Cubic Meter,,,,,,,,,,,,,,,,,,,"218,761.96533",36.51407,0.00000,
CARLING HEIGHTS OCC - SHED,Other,656 ELIZABETH ST,LONDON,N5Y 6L3,"2,000.00",Square feet,126,0.00000,"5,489.68912",kWh,"8,040.62040",Cubic Meter,,,,,,,,,,,,,,,,,,,"15,424.40994",45.47180,0.00000,
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,LONDON,N5Y 6L3,"38,090.00",Square feet,126,0.00000,"941,291.61733",kWh,"105,379.82370",Cubic Meter,,,,,,,,,,,,,,,,,,,"237,401.43244",54.11512,0.00000,
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,LONDON,N6H 1A6,850.00,Square feet,70,0.00000,"3,794.98439",kWh,,,,,,,,,,,,,,,,,,,,,153.87903,4.46469,0.00000,
CENTENNIAL HALL District Cooling,Auditoriums,550 WELLINGTON ST,LONDON,N6A 3P9,"50,050.00",Square feet,70,0.00000,,,,,,,,,,,,,,,,,,,803.32000,Giga Joule,No,0.00000,"2,741.82756",1.35104,0.00000,
CENTENNIAL HALL,Auditoriums,550 WELLINGTON ST,LONDON,N6A 3P9,"50,050.00",Square feet,168,0.00000,"496,238.64584",kWh,"6,343.57225",Cubic Meter,,,,,,,,,,,"1,970.00000",Giga Joule,No,0.00000,,,,,"148,932.43149",22.19538,0.00000,
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,LONDON,N5Z 3K2,100.00,Square feet,126,40.49000,"47,363.85848",kWh,,,,,,,,,,,,,,,,,,,,,"1,920.50973",473.63858,"1,169.76682",
CITY HALL,"Administrative offices and related facilities, including municipal council chambers",300 DUFFERIN AVE,LONDON,N6B 1Z2,"174,990.00",Square feet,126,0.00000,"2,339,772.78266",kWh,,,,,,,,,,,,,"7,025.45000",Giga Joule,No,0.00000,"2,840.77000",Giga Joule,No,0.00000,"521,166.11940",25.88953,0.00000,
CITY OWNED PROPERTIES,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z2,"5,000.00",Square feet,168,0.00000,"3,401.51435",kWh,,,,,,,,,,,,,,,,,,,,,137.92460,0.68030,0.00000,
CITY WIDE SPORTS PARK,Other,1610 COMMISSIONERS RD E,LONDON,N6M 1E8,"5,069.00",Square feet,126,0.00000,"170,491.54051",kWh,,,,,,,,,,,,,,,,,,,,,"6,913.09098",33.63416,0.00000,
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,LONDON,N6K 4T1,"19,312.00",Square feet,168,0.00000,"147,500.77759",kWh,"108,344.24324",Cubic Meter,,,,,,,,,,,,,,,,,,,"210,819.41310",67.26177,0.00000,
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,LONDON,N5W 6H1,"3,040.00",Square feet,168,1465.95000,"247,710.71932",kWh,,,,,,,,,,,,,,,,,,,,,"10,044.17425",81.48379,168.97624,
COAL TAR,Other,75 HORTON ST,LONDON,N6J 1E8,300.00,Square feet,168,0.00000,"27,490.33771",kWh,,,,,,,,,,,,,,,,,,,,,"1,114.67821",91.63446,0.00000,
COLBORNE BUILDING (OLD SOUTH ST HOSPITAL),Other,391 SOUTH STREET,LONDON,N6B 1B8,"26,225.00",Square feet,168,0.00000,0.25000,kWh,,,,,,,,,,,,,,,,,,,,,0.01014,0.00001,0.00000,
CRESTWOOD PUMP STN,Facilities related to the pumping of water,999 GABOR ST,LONDON,N6K4V5,0.00,Square feet,168,71.19000,"17,688.29897",kWh,,,,,,,,,,,,,,,,,,,,,717.22515,0.00000,248.46606,
DEARNESS HOME,Other,710 SOUTHDALE RD E,LONDON,N6E 1R8,"186,664.00",Square feet,168,0.00000,"3,744,437.85000",kWh,,,,,,,,,,,,,,,,,,,,,"151,829.46594",20.05978,0.00000,
DEARNESS NG TRANSP,Other,710 SOUTHDALE RD E,LONDON,N6E 1R8,"186,664.00",Square feet,168,0.00000,,,"603,581.32971",Cubic Meter,,,,,,,,,,,,,,,,,,,"1,141,147.15865",34.36510,0.00000,
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,LONDON,N6E 3X1,0.00,,126,0.14000,"208,357.47161",kWh,,,,,,,,,,,,,,,,,,,,,"8,448.47876",0.00000,"1,488,267.65437",
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,LONDON,N5W 5P4,"6,682.00",Square feet,126,0.00000,"101,732.69751",kWh,"29,957.71063",Cubic Meter,,,,,,,,,,,,,,,,,,,"60,763.91400",62.87288,0.00000,
EAST LIONS PARK-POOL,Other,1731 CHURCHILL AVE,LONDON,N5W 5P4,"3,700.00",Square feet,168,0.00000,12.93068,kWh,,,,,,,,,,,,,,,,,,,,,0.52431,0.00349,0.00000,
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,LONDON,N5W 1B1,"2,340.00",Square feet,168,496.03000,"84,634.08419",kWh,,,,,,,,,,,,,,,,,,,,,"3,431.74285",36.16841,170.62291,
ED BLAKE PK,Other,449 BARKER ST,LONDON,N5Y 5B2,"1,045.00",Square feet,60,0.00000,"11,284.32290",kWh,,,,,,,,,,,,,,,,,,,,,457.55673,10.79840,0.00000,
ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers","520 WELLINGTON ST UN 1,2,3",LONDON,N6A 3R2,"2,819.00",Square feet,126,0.00000,"26,654.34182",kWh,,,,,,,,,,,,,,,,,,,,,"1,080.78025",9.45525,0.00000,
EP WILLIAMS ESTATE,Cultural facilities,101 WINDERMERE RD,LONDON,N6G 2J4,"9,330.00",Square feet,168,0.00000,"22,272.38879",kWh,"9,925.56690",Cubic Meter,,,,,,,,,,,,,,,,,,,"19,668.64559",13.69337,0.00000,
EUSTON ST FAN HOUSE PUMP STN,Facilities related to the pumping of sewage,157 WINSTON AVE,LONDON,N6J 1R7,520.00,Square feet,126,8.53000,"46,417.39875",kWh,,,,,,,,,,,,,,,,,,,,,"1,882.13268",89.26423,"5,441.66457",
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,LONDON,N6E 1L3,"57,100.00",Square feet,168,0.00000,"716,508.22411",kWh,"66,287.46194",Cubic Meter,,,,,,,,,,,,,,,,,,,"154,377.84077",24.88610,0.00000,
FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"11,335.00",Square feet,168,0.00000,"243,688.20578",kWh,,,,,,,,,,,,,,,,,,,,,"9,881.06937",21.49874,0.00000,
FANSHAWE GOLF COURSE-MTCE BLDG,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"2,800.00",Square feet,168,0.00000,"41,657.48638",kWh,,,,,,,,,,,,,,,,,,,,,"1,689.12776",14.87767,0.00000,
FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"1,760.00",Square feet,168,0.00000,"2,044.52729",kWh,,,,,,,,,,,,,,,,,,,,,82.90149,1.16166,0.00000,
FANSHAWE GOLF COURSE-SPREADER PUMP ,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"2,800.00",Square feet,168,0.00000,"58,131.60000",kWh,,,,,,,,,,,,,,,,,,,,,"2,357.12012",20.76129,0.00000,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,LONDON,N5X 3Y7,0.00,Square feet,126,1.10000,"73,524.41637",kWh,,,,,,,,,,,,,,,,,,,,,"2,981.26804",0.00000,"66,840.37852",
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,LONDON,N6C 1T4,"38,573.00",Square feet,168,0.00000,"610,142.78639",kWh,"32,772.36206",Cubic Meter,,,,,,,,,,,,,,,,,,,"86,700.38227",24.84744,0.00000,
FIDO PARK FIELD HOUSE,Other,733 WINDERMERE RD,LONDON,N5X 3P1,647.00,Square feet,168,0.00000,"1,901.38067",kWh,,,,,,,,,,,,,,,,,,,,,77.09718,2.93876,0.00000,
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,LONDON,N6B 1L7,"32,937.00",Square feet,168,0.00000,"355,623.37146",kWh,"41,988.86624",Cubic Meter,,,,,,,,,,,,,,,,,,,"93,805.10068",24.34562,0.00000,
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,LONDON,N5W 2M7,"24,700.00",Square feet,168,0.00000,"400,252.36364",kWh,"53,386.96662",Cubic Meter,,,,,,,,,,,,,,,,,,,"117,164.27337",39.17559,0.00000,
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,LONDON,N6K 1B7,"8,052.00",Square feet,168,0.00000,"71,279.51007",kWh,"19,191.71519",Cubic Meter,,,,,,,,,,,,,,,,,,,"39,174.61648",34.18341,0.00000,
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,LONDON,N6A 3Z8,"4,418.00",Square feet,168,0.00000,"65,163.17753",kWh,"8,141.24433",Cubic Meter,,,,,,,,,,,,,,,,,,,"18,034.29287",34.33375,0.00000,
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,LONDON,N5Z 5E6,"8,120.00",Square feet,168,0.00000,"84,706.55997",kWh,"11,800.84370",Cubic Meter,,,,,,,,,,,,,,,,,,,"25,745.67531",25.87725,0.00000,
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,LONDON,N6H 1T9,"9,666.00",Square feet,168,0.00000,"79,700.34976",kWh,"18,361.86824",Cubic Meter,,,,,,,,,,,,,,,,,,,"37,947.13365",28.43433,0.00000,
FIRE HALL # 07,Fire stations and associated offices and facilities,1295 WEBSTER ST,LONDON,N5V 3P8,"6,594.00",Square feet,168,0.00000,"73,977.99011",kWh,"14,342.35571",Cubic Meter,,,,,,,,,,,,,,,,,,,"30,115.70448",34.33505,0.00000,
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,LONDON,N6G 1H5,"6,594.00",Square feet,168,0.00000,"56,721.42515",kWh,"14,427.17356",Cubic Meter,,,,,,,,,,,,,,,,,,,"29,576.34422",31.85475,0.00000,
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,LONDON,N6C 4R2,"15,388.00",Square feet,168,0.00000,"126,336.87871",kWh,"18,266.79542",Cubic Meter,,,,,,,,,,,,,,,,,,,"39,658.40438",20.82612,0.00000,
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,LONDON,N5V 4Z7,"9,063.00",Square feet,168,0.00000,"115,338.91449",kWh,"23,551.62824",Cubic Meter,,,,,,,,,,,,,,,,,,,"49,204.10654",40.34430,0.00000,
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,LONDON,N6P 1N4,"10,187.00",Square feet,168,0.00000,"99,781.11777",kWh,"20,982.56143",Cubic Meter,,,,,,,,,,,,,,,,,,,"43,716.12194",31.68539,0.00000,
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,"12,000.00",Square feet,168,0.00000,"258,185.20303",kWh,"34,162.37637",Cubic Meter,,,,,,,,,,,,,,,,,,,"75,057.20476",51.77128,0.00000,
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,100.00,Square feet,168,0.00000,309.33666,kWh,,,,,,,,,,,,,,,,,,,,,12.54298,3.09337,0.00000,
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,LONDON,N5X 1L5,"4,400.00",Square feet,168,0.00000,"27,827.20150",kWh,"4,579.39285",Cubic Meter,,,,,,,,,,,,,,,,,,,"9,786.26113",17.38545,0.00000,
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK RD,LONDON,N6H 5K2,"8,429.00",Square feet,168,0.00000,"63,964.32602",kWh,"7,258.38654",Cubic Meter,,,,,,,,,,,,,,,,,,,"16,316.52706",16.74040,0.00000,
FORKS OF THE THAMES MUSEUM & SPL P,Other,1 DUNDAS ST,LONDON,N6A 5L7,"1,760.00",Square feet,168,0.00000,"34,390.56658",kWh,"2,044.15369",Cubic Meter,,,,,,,,,,,,,,,,,,,"5,259.20085",31.88374,0.00000,
GIBBONS PARK-POOL-SPLASH PAD,Other,2A GROSVENOR ST,LONDON,N6A 1Y4,"3,746.00",Square feet,168,0.00000,"35,167.55148",kWh,"13,006.89108",Cubic Meter,,,,,,,,,,,,,,,,,,,"26,017.15333",46.28988,0.00000,
GLANWORTH PARK-FIELD HOUSE,Other,6536 BRADISH RD,LONDON,N6N 1N6,"2,165.00",Square feet,126,0.00000,"2,129.66367",kWh,,,,,,,,,,,,,,,,,,,,,86.35360,0.98368,0.00000,
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,LONDON,N5Z 3G2,"29,370.00",Square feet,168,0.00000,"420,367.43771",kWh,"56,133.35382",Cubic Meter,,,,,,,,,,,,,,,,,,,"123,172.29319",34.62513,0.00000,
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,LONDON,N5V 4T2,0.00,Square feet,168,3.58000,"1,621.33579",kWh,,,,,,,,,,,,,,,,,,,,,65.74192,0.00000,452.88709,
GREENWAY PARK #2,Other,5 GREENSIDE AVE,LONDON,N6J 2X5,"1,001.00",Square feet,168,0.00000,121.26405,kWh,,,,,,,,,,,,,,,,,,,,,4.91701,0.12114,0.00000,
GREENWAY PCC,Facilities related to the treatment of sewage,,,,"35,952.00",Square feet,70,40369.00000,"23,746,715.14581",kWh,"472,145.42707",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,LONDON,N6G 1G5,"9,220.00",Square feet,126,0.00000,"48,023.80158",kWh,"11,425.85116",Cubic Meter,,,,,,,,,,,,,,,,,,,"23,549.29181",18.37909,0.00000,
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,LONDON,N5Z 1G2,"8,622.00",Square feet,168,0.00000,"83,935.90134",kWh,"15,294.07821",Cubic Meter,,,,,,,,,,,,,,,,,,,"32,318.83014",28.58710,0.00000,
HAMLYN PARK-EQUIPMENT BLDG,Other,101 DENNIS AVE,LONDON,N6P 1B5,"1,266.00",Square feet,168,0.00000,744.31000,kWh,,,,,,,,,,,,,,,,,,,,,30.18028,0.58792,0.00000,
HARRIS PARK,Other,531 RIDOUT ST N,LONDON,N6A 2P9,800.00,Square feet,168,0.00000,"29,154.19000",kWh,,,,,,,,,,,,,,,,,,,,,"1,182.14410",36.44274,0.00000,
HAZELDON PUMP STN,Facilities related to the treatment of sewage,32 1/2 HAMPTON CRES,LONDON,N6H 2N8,0.00,Square feet,168,50.07000,"11,032.30750",kWh,,,,,,,,,,,,,,,,,,,,,447.33800,0.00000,220.33768,
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,LONDON,N6H 5H4,625.00,Square feet,168,622.70700,"68,875.79185",kWh,,,,,,,,,,,,,,,,,,,,,"2,792.77561",110.20127,110.60706,
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,LONDON,N5Y 2V4,256.00,Square feet,168,106.04000,"18,987.71814",kWh,,,,,,,,,,,,,,,,,,,,,769.91400,74.17077,179.06185,
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,"1,313.00",Square feet,168,371.81000,"82,689.00000",kWh,8.91300,Cubic Meter,,,,,,,,,,,,,,,,,,,"3,369.72473",63.04930,222.65062,
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,"1,313.00",Square feet,168,2895.33000,"167,941.00000",kWh,,,,,,,,,,,,,,,,,,,,,"6,809.67167",127.90632,58.00410,
IVEY PARK-PAVILLION,Other,331 THAMES ST,LONDON,N6A 5N8,"1,350.00",Square feet,70,0.00000,"9,879.46242",kWh,,,,,,,,,,,,,,,,,,,,,400.59244,7.31812,0.00000,
J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",267 DUNDAS ST,LONDON,N6A 1H2,"26,110.00",Square feet,168,0.00000,"269,784.21818",kWh,"17,466.34231",Cubic Meter,,,,,,,,,,,317.36000,Giga Joule,No,"1,365.00000",,,,,"62,780.45200",20.81839,0.00000,
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,500.00,Square feet,126,0.00000,"1,740.02683",kWh,,,,,,,,,,,,,,,,,,,,,70.55461,3.48005,0.00000,
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,"56,520.00",Square feet,168,0.00000,"1,077,800.35901",kWh,"112,138.54006",Cubic Meter,,,,,,,,,,,,,,,,,,,"255,714.80054",40.15541,0.00000,
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,"1,253.00",Square feet,126,0.00000,"6,412.53026",kWh,,,,,,,,,,,,,,,,,,,,,260.01528,5.11774,0.00000,
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,LONDON,N6H 1B4,"17,200.00",Square feet,168,0.00000,"248,800.41542",kWh,"22,152.11604",Cubic Meter,,,,,,,,,,,,,,,,,,,"51,969.74794",28.15280,0.00000,
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,"1,425.00",Square feet,168,0.00000,"2,395.80007",kWh,,,,,,,,,,,,,,,,,,,,,97.14490,1.68126,0.00000,
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,"2,850.00",Square feet,126,0.00000,"2,994.80764",kWh,,,,,,,,,,,,,,,,,,,,,121.43346,1.05081,0.00000,
LABATT PARK-NSTNDS - JANITORS RM,Other,25 WILSON ST,LONDON,N6H 1X2,"5,740.00",Square feet,168,0.00000,"41,556.38976",kWh,,,,,,,,,,,,,,,,,,,,,"1,685.02849",7.23979,0.00000,
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,"17,736.00",Square feet,126,0.00000,"243,871.32577",kWh,,,,,,,,,,,,,,,,,,,,,"9,888.49452",13.75007,0.00000,
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,"38,519.00",Square feet,126,0.00000,"601,870.91708",kWh,,,,,,,,,,,,,,,,,,,,,"24,404.66195",15.62530,0.00000,
