Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,year
25 WILSON AVE,0.0,168,LONDON,,,,,"2,395.80007",,,0.00000,1.68126,,,97.14490,,LABATT PARK-CLUB HOUSE,Other,N6H 1X2,,,,"1,425.00",Square feet,,kWh,,,,,,,,,2015
25 WILSON,0.0,126,LONDON,,,,,"2,994.80764",,,0.00000,1.05081,,,121.43346,,LABATT PARK-ENTRANCE SSTNDS,Other,N6H 1X2,,,,"2,850.00",Square feet,,kWh,,,,,,,,,2015
25 WILSON ST,0.0,168,LONDON,,,,,"41,556.38976",,,0.00000,7.23979,,,"1,685.02849",,LABATT PARK-NSTNDS - JANITORS RM,Other,N6H 1X2,,,,"5,740.00",Square feet,,kWh,,,,,,,,,2015
25 WILSON AVE,0.0,126,LONDON,,,,,"243,871.32577",,,0.00000,13.75007,,,"9,888.49452",,LABATT PARK-SSTND,Other,N6H 1X2,,,,"17,736.00",Square feet,,kWh,,,,,,,,,2015
7112  BEATTIE ST,0.0,126,LONDON,,,,,"601,870.91708",,,0.00000,15.62530,,,"24,404.66195",,LAMBETH ARENA,Indoor ice rinks,N6P 1A2,,,,"38,519.00",Square feet,,kWh,,,,,,,,,2015
7112 BEATTIE ST,0.0,168,LONDON,,,,,897.90000,,,0.00000,41.81600,,,"130,800.46587","69,164.38717",LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,N6P 1A2,,,,"17,600.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
4200 CAMPBELL,0.0,168,LONDON,,,,,"7,937.58206",,,0.00000,12.36383,,,321.85308,,LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,N6P 1S7,,,,642.00,Square feet,,kWh,,,,,,,,,2015
3502 MANNING DR,0.0,168,LONDON,,,,,"374,825.35195",,,0.00000,308.91434,,,"68,484.09781","28,184.13121",LANDFILL-W12-A,Other,N6L 1K6,,,,"2,183.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
65 TWEED CRES,0.0,168,LONDON,,,,,13.64000,,,0.00000,0.12400,,,0.55307,,LITTLE LEAGUE PARK,Other,N5X 1Z5,,,,110.00,Square feet,,kWh,,,,,,,,,2015
80 TECUMSEH AVE W,8.53,168,LONDON,,,,,"1,092.35387",,,128.06024,0.00000,,,44.29276,,MANOR PARK PUMP STN,Facilities related to the pumping of sewage,N6C 1S1,,,,0.00,Square feet,,kWh,,,,,,,,,2015
640 ADELAIDE ST N,0.0,168,LONDON,,,,,"4,210.31767",,,0.00000,3.66115,,,170.71996,,MCMAHEN PARK,Other,N6B 2G4,,,,"1,150.00",Square feet,,kWh,,,,,,,,,2015
640 ADELAIDE ST N,0.0,60,LONDON,,,,,"2,715.60000",,,0.00000,2.36139,,,110.11215,,MCMAHEN PARK-PKG LOT-POLE BASE,Other,N6B 2G4,,,,"1,150.00",Square feet,,kWh,,,,,,,,,2015
199 WONDERLAND RD S,0.0,168,LONDON,,,,,"21,055.55258",,,0.00000,16.42194,,,"15,007.36942","7,486.19843",MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,,,,"6,127.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
3155 MEADOWGATE BLVD,0.0,126,LONDON,,,,,"1,427.40846",,,0.00000,2.01043,,,57.87856,,MEADOWGATE PARK,Other,N6M 1L5,,,,710.00,Square feet,,kWh,,,,,,,,,2015
119 SHERWOOD FOREST SQ,0.0,168,LONDON,,,,,"408,363.62571",,,0.00000,35.00831,,,"99,744.49959","43,999.25067",MEDWAY ARENA & SPLASH,Indoor ice rinks,N6G 2C3,,,,"25,022.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1424 CORLEY DR,4418.18,168,LONDON,,,,,"662,088.31006",,,149.85544,0.00000,,,"26,846.35680",,MEDWAY PUMP STN,Facilities related to the pumping of sewage,N6G 2K4,,,,0.00,Square feet,,kWh,,,,,,,,,2015
450 NELSON AVE,0.0,168,LONDON,,,,,"3,203.89606",,,0.00000,3.55988,,,129.91158,,MEREDITH PARK-FIELD HOUSE,Other,N6B 1A8,,,,900.00,Square feet,,kWh,,,,,,,,,2015
75 CLIFTONVALE AVE,0.0,126,LONDON,,,,,"1,314.41000",,,0.00000,1.46046,,,53.29670,,MURRAY PARK-FIELD HOUSE,Other,N6J 1J6,,,,900.00,Square feet,,kWh,,,,,,,,,2015
799 HOMEVIEW RD,0.0,126,LONDON,,,,,"1,859,394.01703",,,0.00000,40.02502,,,"282,623.75397","109,608.63532",NICHOLS ARENA,Indoor ice rinks,N6C 5S6,,,,"75,560.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1345 CHEAPSIDE ST,0.0,168,LONDON,,,,,"644,040.00000",,,0.00000,24.64838,,,"153,585.16184","67,422.40956",NORTH LONDON OCC,Community centres,N5V 3N9,,,,"55,200.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1050 VICTORIA,0.0,168,LONDON,,,,,"39,606.55839",,,0.00000,61.52485,,,"13,057.13714","6,056.81100",NORTHEAST RECREATION CENTRE-POOL,Other,N5Y 1L2,,,,"1,690.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
15 MCLEAN DR,0.0,168,LONDON,,,,,"18,498.30451",,,0.00000,12.01189,,,750.06925,,NORTHRIDGE POOL,Other,N5X 1Y3,,,,"1,540.00",Square feet,,kWh,,,,,,,,,2015
19 1/2 BENSON CRES,221.21,168,LONDON,,,,,"28,772.15353",,,130.06715,95.90718,,,"1,166.65328",,NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,N5X 2B1,,,,300.00,Square feet,,kWh,,,,,,,,,2015
825 VALETTA ST,0.0,126,LONDON,,,,,"4,263.31547",,,0.00000,3.00233,,,172.86892,,OAKRDG PK-FLDHS-WADDING PL,Other,N6H 2Z2,,,,"1,420.00",Square feet,,kWh,,,,,,,,,2015
825 VALETTA,0.0,126,LONDON,,,,,"351,999.60981",,,0.00000,32.46231,,,"124,836.76056","58,480.00710",OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,N6H 2Z2,,,,"29,989.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1450 OXFORD ST W,0.0,80,LONDON,,,,,"142,856.89051",,,0.00000,142.85689,,,"5,792.56120",,OXFORD ENVIRO DEPOT,Other,N6H 1W2,,,,"1,000.00",Square feet,,kWh,,,,,,,,,2015
1570 OXFORD ST W,0.0,168,LONDON,,,,,,,,0.00000,16.65898,,,"20,048.39777","10,604.10000",OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,,,,"6,765.00",Square feet,,,Cubic Meter,,,,,,,,2015
1570 OXFORD ST W,3266.385,168,LONDON,,,,,"2,819,929.26774",,,863.31809,450.82802,,,"114,342.49195",,OXFORD PCP,Facilities related to the treatment of sewage,N6H 1W2,,,,"6,255.00",Square feet,,kWh,,,,,,,,,2015
1570 OXFORD ST W,0.0,168,LONDON,,,,,"48,811.14050",,,0.00000,2.88039,,,"1,979.19413",,OXFORD ST W SALT SHED,Other,N6H 1W2,,,,"16,946.00",Square feet,,kWh,,,,,,,,,2015
31 1/2 PAARDEBURG CRES,54.8,168,LONDON,,,,,"8,940.71568",,,163.15175,89.40716,,,362.52814,,PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,N5Y 1B9,,,,100.00,Square feet,,kWh,,,,,,,,,2015
58 PITCARNIE CRES,9054.0,168,LONDON,,,,,"6,228.99191",,,0.68798,62.28992,,,252.57316,,PITCARNIE PUMP STN,Facilities related to the pumping of sewage,N6G 4N3,,,,100.00,Square feet,,kWh,,,,,,,,,2015
520 WELLINGTON ST UN 11 &12,0.0,168,LONDON,,,,,"35,283.11452",,,0.00000,12.51618,,,"1,430.65973",,PLANNING/DEV - RENTAL,Other,N6A 4L9,,,,"2,819.00",Square feet,,kWh,,,,,,,,,2015
1121 COMMISSIONERS RD E,347.52,168,LONDON,,,,,"52,773.60000",,,151.85773,51.73882,,,"2,139.86393",,POND MILLS PUMP STN 1,Facilities related to the pumping of sewage,N5Z 4L9,,,,"1,020.00",Square feet,,kWh,,,,,,,,,2015
1121 COMMISSIONERS RD E,1428.28,168,LONDON,,,,,"345,044.36000",,,241.58033,338.27878,,,"13,990.85871",,POND MILLS PUMP STN,Facilities related to the pumping of sewage,N5Z 4L9,,,,"1,020.00",Square feet,,kWh,,,,,,,,,2015
1139 HAMILTON RD,8519.1,70,LONDON,,,,,"4,642,684.44097",,,646.51173,461.66791,,,"342,133.06203","81,391.77813",POTTERSBURG PCP,Facilities related to the pumping of water,N5W 1B1,,,,"11,930.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
824 DUNDAS ST,0.0,168,LONDON,,,,,"307,645.71429",,,0.00000,26.54495,,,"64,892.77144","27,725.38053",PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,,,,"22,690.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
2120 KAINS RD,228.92,168,LONDON,,,,,"200,994.78696",,,878.01322,52.89336,,,"8,149.93662",,RIVER BEND PUMP STN,Facilities related to the pumping of water,N6K 0C1,,,,"3,800.00",Square feet,,kWh,,,,,,,,,2015
2115 RIVER RD,0.0,168,LONDON,,,,,"76,322.54906",,,0.00000,34.55650,,,"17,180.74870","7,450.45003",RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,N5W 6C4,,,,"4,500.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
2115 RIVER RD,0.0,70,LONDON,,,,,"12,303.50764",,,0.00000,5.12646,,,498.88263,,RIVER RD GOLF COURSE-MTCE BLDG,Other,N5W 6C4,,,,"2,400.00",Square feet,,kWh,,,,,,,,,2015
645 SPRINGBANK DR,0.0,168,LONDON,,,,,"50,841.74561",,,0.00000,22.09199,,,"17,540.57033","8,187.25176",ROSE GARDEN - OFFICE/STORAGE,Other,N6K 4T1,,,,"6,240.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
750 WHETTER AVE,0.0,168,LONDON,,,,,"1,927.41162",,,0.00000,2.15113,,,78.15269,,ROWNTREE PARK SPLASH PAD,Other,N6C 2C3,,,,896.00,Square feet,,kWh,,,,,,,,,2015
1251 SANDFORD,123.5,168,LONDON,,,,,"24,989.51569",,,202.34426,249.89516,,,"1,013.27488",,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,,,,100.00,Square feet,,kWh,,,,,,,,,2015
28 CLARKE RD,0.0,126,LONDON,,,,,"27,291.86138",,,0.00000,27.84884,,,"1,106.63040",,SE 3,Other,N5W 5W5,,,,980.00,Square feet,,kWh,,,,,,,,,2015
50 SYCAMORE ST,0.0,168,LONDON,,,,,"290,544.00000",,,0.00000,21.50127,,,"55,841.24861","23,304.58123",SILVERWOOD ARENA,Indoor ice rinks,N5Z 1K8,,,,"25,032.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
50 SYCAMORE ST,0.0,168,LONDON,,,,,"3,150.09941",,,0.00000,0.84680,,,127.73023,,SILVERWOOD BATH HOUSE-SNORKLE,Other,N5Z 1K8,,,,"3,720.00",Square feet,,kWh,,,,,,,,,2015
287 SOUTH LEAKSDALE CIR,0.0,126,LONDON,,,,,"3,131.74395",,,0.00000,2.98261,,,126.98595,,SOUTH LEAKSDALE,Other,N6M 1K3,,,,"1,050.00",Square feet,,kWh,,,,,,,,,2015
1119 JALNA BLVD,0.0,126,LONDON,,,,,"257,144.00000",,,0.00000,37.13363,,,"159,291.37287","78,738.26934",SOUTH LONDON CC,Community centres,N6E 3B3,,,,"29,460.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
565 BRADLEY AVE,0.0,168,LONDON,,,,,"837,208.22581",,,0.00000,114.54509,,,"254,161.49726","116,476.90323",SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,,,,"18,116.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
10 HAZELWOOD AVE,0.0,168,LONDON,,,,,"59,073.68155",,,0.00000,12.74238,,,"2,395.31964",,SOUTHCREST POOL,Other,N6J 3K1,,,,"4,636.00",Square feet,,kWh,,,,,,,,,2015
237 DEVERON CRES,0.0,168,LONDON,,,,,"16,282.02910",,,0.00000,14.30758,,,660.20372,,SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,N5Z 4J7,,,,"1,138.00",Square feet,,kWh,,,,,,,,,2015
100 DENNIS AVE,95.26,168,LONDON,,,,,"172,184.18593",,,"1,807.51822",269.03779,,,"6,981.72437",,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,,,,640.00,Square feet,,kWh,,,,,,,,,2015
682 SOUTHDALE RD W,0.0,168,LONDON,,,,,"32,605.14768",,,0.00000,18.80343,,,"1,322.07353",,SOUTHWEST OPT PARK 1-2,Other,N6K 4W7,,,,"1,734.00",Square feet,,kWh,,,,,,,,,2015
3938 WEST GRAHAM PL,94.51,126,LONDON,,,,,"99,475.82672",,,"1,052.54287",231.33913,,,"4,033.54582",,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,,,,430.00,Square feet,,kWh,,,,,,,,,2015
205 WONDERLAND RD S,0.0,168,LONDON,,,,,"36,029.49274",,,0.00000,36.77259,,,"10,882.26878","4,983.18542",SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,,,,"2,420.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1085 COMMISSIONERS RD W,0.0,168,LONDON,,,,,"36,362.81402",,,0.00000,36.32649,,,"1,474.43938",,SPRINGBANK PARK WASHROOM,Other,N6K 1C6,,,,"1,001.00",Square feet,,kWh,,,,,,,,,2015
1085 COMMISSIONERS RD W,0.0,70,LONDON,,,,,"4,986.67683",,,0.00000,5.73841,,,202.19977,,SPRINGBANK PARK-CONCESSION,Other,N6K 1C6,,,,869.00,Square feet,,kWh,,,,,,,,,2015
1097 SPRINGBANK DR,0.0,168,LONDON,,,,,"2,106.25707",,,0.00000,10.33120,,,"2,969.25231","1,525.33937",SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,,,,"1,773.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
1085 COMMISSIONERS RD W,0.0,168,LONDON,,,,,"10,630.21389",,,0.00000,6.50166,,,431.03391,,SPRINGBANK PARK-FLINT SHELTER,Other,N6K 1C6,,,,"1,635.00",Square feet,,kWh,,,,,,,,,2015
1085 COMMISSIONERS RD W,0.0,168,LONDON,,,,,588.36211,,,0.00000,0.35985,,,23.85691,,SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,N6K 1C6,,,,"1,635.00",Square feet,,kWh,,,,,,,,,2015
1085 COMMISSIONERS RD W,0.0,168,LONDON,,,,,"113,850.61564",,,0.00000,20.72649,,,"4,616.41476",,SPRINGBANK PARK-PUMP HOUSE,Other,N6K 1C6,,,,"5,493.00",Square feet,,kWh,,,,,,,,,2015
883 SPRINGBANK DR,0.0,168,LONDON,,,,,"1,518.40000",,,0.00000,0.47317,,,61.56808,,SPRINGBANK PMP HSE  FCV #8-12,Other,N6K 1A5,,,,"3,209.00",Square feet,,kWh,,,,,,,,,2015
844 COMMISSIONERS RD W,4392.0,168,LONDON,,,,,"715,283.97382",,,162.86065,0.00000,,,"29,003.33457",,SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,N6K 1C2,,,,0.00,Square feet,,kWh,,,,,,,,,2015
15 TOMMY HUNTER WAY,0.0,168,LONDON,,,,,"4,258.60772",,,0.00000,7.65937,,,172.67803,,ST JULIEN PARK-FIELD HOUSE,Other,N5Z 2T4,,,,556.00,Square feet,,kWh,,,,,,,,,2015
10 BECHER ST,68.7,168,LONDON,,,,,"10,044.25018",,,150.58867,0.00000,,,460.85463,28.34000,STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,N6C 1B1,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2015
1207 ADELAIDE ST N,0.0,70,LONDON,,,,,"74,984.81379",,,0.00000,27.64927,,,"3,040.48423",,STONEYBROOK RECREATION,Other,N5X 1J9,,,,"2,712.00",Square feet,,kWh,,,,,,,,,2015
1220 ADELAIDE ST N,0.0,168,LONDON,,,,,"13,860.53393",,,0.00000,5.68055,,,562.01693,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,"2,440.00",Square feet,,kWh,,,,,,,,,2015
1958 STORYBOOK LN,0.0,168,LONDON,,,,,"10,590.10607",,,0.00000,10.08582,,,429.40762,,STORYBOOK -CONCESSION-PIECES OF 8,Other,N6K 4Y6,,,,"1,050.00",Square feet,,kWh,,,,,,,,,2015
1958 STORYBOOK LN,0.0,168,LONDON,,,,,26.20000,,,0.00000,0.00183,,,1.06236,,STORYBOOK PLAYWORLD,Other,N6K 4Y6,,,,"14,300.00",Square feet,,kWh,,,,,,,,,2015
1221 SANDFORD ST,0.0,126,LONDON,,,,,"30,549.46952",,,0.00000,16.97193,,,"1,238.71989",,STRONACH - STADIUM/CONCESSION,Other,N5V 2J8,,,,"1,800.00",Square feet,,kWh,,,,,,,,,2015
1221 SANDFORD,0.0,168,LONDON,,,,,"1,477,417.05168",,,0.00000,36.74466,,,"298,392.96140","126,141.56827",STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,N5V 2J8,,,,"76,692.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
135 OPTIMIST PK DR,112.76,168,LONDON,,,,,"39,216.30158",,,347.78558,62.74608,,,"1,590.14260",,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,,,,625.00,Square feet,,kWh,,,,,,,,,2015
18 MACKELLAR AVE,144.78,168,LONDON,,,,,"24,631.96959",,,170.13379,0.00000,,,998.77710,,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,,,,0.00,Square feet,,kWh,,,,,,,,,2015
6664 PACK RD,138.28,70,LONDON,,,,,"67,696.83510",,,489.56346,345.39202,,,"2,744.97127",,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,,,,196.00,Square feet,,kWh,,,,,,,,,2015
652 ELIZABETH ST,0.0,168,LONDON,,,,,"40,641.76816",,,0.00000,23.05891,,,"61,363.62964","31,585.12347",T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,,,,"16,320.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
850 SUNNINGHILL AVE,0.0,168,LONDON,,,,,"22,108.52747",,,0.00000,23.27213,,,896.45657,,THAMES GC-SNK B 10TH/PARK LT,Other,N6H 3L9,,,,950.00,Square feet,,kWh,,,,,,,,,2015
850 SUNNINGHILL AVE,0.0,168,LONDON,,,,,"119,465.10000",,,0.00000,125.75274,,,"4,844.07087",,THAMES GOLF COURSE-IRRIGATION PUMP,Other,N6H 3L9,,,,950.00,Square feet,,kWh,,,,,,,,,2015
850 SUNNINGHILL AVE,0.0,168,LONDON,,,,,"250,487.00704",,,0.00000,19.95912,,,"10,156.74716",,THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,N6H 3L9,,,,"12,550.00",Square feet,,kWh,,,,,,,,,2015
850 SUNNINGHILL AVE,0.0,168,LONDON,,,,,"19,687.81719",,,0.00000,4.68758,,,798.30161,,THAMES GOLF COURSE-MTCE BLDG,Other,N6H 3L9,,,,"4,200.00",Square feet,,kWh,,,,,,,,,2015
15 RIDOUT ST,0.0,168,LONDON,,,,,"34,472.30421",,,0.00000,6.54869,,,"1,397.78299",,THAMES PARK - BALL DIAMOND LIGHT,Other,N6Z 4H6,,,,"5,264.00",Square feet,,kWh,,,,,,,,,2015
15 RIDOUT ST,0.0,168,LONDON,,,,,"1,350.07057",,,0.00000,1.19159,,,54.74266,,THAMES PARK-FIELD HOUSE,Other,N6Z 4H6,,,,"1,133.00",Square feet,,kWh,,,,,,,,,2015
15 RIDOUT ST,0.0,70,LONDON,,,,,"111,408.19500",,,0.00000,190.93419,,,"163,496.57959","84,088.08300",THAMES PARK-POOL,Other,N6Z 4H6,,,,"5,264.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
696 WELLINGTON RD,0.0,168,LONDON,,,,,"35,409.48563",,,0.00000,34.51075,,,"16,010.19124","7,708.76932",TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,,,,"3,400.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
2264 TRAFALGAR ST,544.37,168,LONDON,,,,,"86,854.48630",,,159.55046,54.28405,,,"3,521.77571",,TRAFALGAR PUMP STN,Facilities related to the treatment of sewage,N5V 4Z8,,,,"1,600.00",Square feet,,kWh,,,,,,,,,2015
SEVERAL LOCATIONS,0.0,168,LONDON,,,,,"735,264.51000",,,0.00000,"1,866.15358",,,"29,813.50535",,TRAFFIC SIGNALS MTCE,Other,N6B 1Z2,,,,394.00,Square feet,,kWh,,,,,,,,,2015
54 PRICE ST,0.0,168,LONDON,,,,,"25,809.65520",,,0.00000,20.38677,,,"1,046.52990",,VAUXHALL PARK-FIELD HOUSE,Other,N5Z 2H9,,,,"1,266.00",Square feet,,kWh,,,,,,,,,2015
54 PRICE ST,4912.9,168,LONDON,,,,,"2,277,774.87774",,,559.32127,0.00000,,,"175,990.19219","44,234.51926",VAUXHALL PCP,Facilities related to the treatment of sewage,N5Z 2H9,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2015
580 CLARENCE ST,0.0,168,LONDON,,,,,"93,114.81212",,,0.00000,32.31529,,,"34,034.33343","16,004.59214",VICTORIA PARK BANDSHELL-ELEC RM,Other,N6A 3N1,,,,"8,145.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
27 VICTORIA ST,23.68,168,LONDON,,,,,"6,640.17759",,,280.41291,0.00000,,,269.24592,,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,,,,0.00,Square feet,,kWh,,,,,,,,,2015
1570 OXFORD ST W,0.0,168,LONDON,,,,,"7,008.00000",,,0.00000,7.00800,,,284.16038,,WEATHER STATION,Other,N6H 1W2,,,,"1,000.00",Square feet,,kWh,,,,,,,,,2015
3129 POMEROY LN,61.42,168,LONDON,,,,,"37,379.69089",,,608.59152,0.00000,,,"1,515.67171",,WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 0B6,,,,0.00,Square feet,,kWh,,,,,,,,,2015
650 OSGOODE DR,0.0,168,LONDON,,,,,"41,688.01807",,,0.00000,198.66939,,,"57,996.38382","29,781.66400",WESTMINSTER OPT PK POOL,Other,N6E 2G2,,,,"1,803.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
784 VISCOUNT RD,0.0,168,LONDON,,,,,4.58078,,,0.00000,0.00343,,,0.18574,,WESTMOUNT LIONS PARK,Other,N6J 4G1,,,,"1,335.00",Square feet,,kWh,,,,,,,,,2015
603 WONDERLAND RD S,613.3,168,LONDON,,,,,"75,218.30306",,,122.64520,56.34330,,,"3,049.95175",,WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,N6J 4G7,,,,"1,335.00",Square feet,,kWh,,,,,,,,,2015
603 WONDERLAND RD S,1402.27,168,LONDON,,,,,"326,856.00000",,,233.09063,267.03922,,,"13,253.35709",,WESTMOUNT RD S PUMP STN WSTM,Facilities related to the pumping of water,N6J 4G7,,,,"1,224.00",Square feet,,kWh,,,,,,,,,2015
2080 WICKERSON RD,361.8,70,LONDON,,,,,"102,655.83193",,,283.73641,91.65699,,,"4,162.48867",,WICKERSON PUMP STN,Facilities related to the pumping of water,N6K 5C4,,,,"1,120.00",Square feet,,kWh,,,,,,,,,2015
1554 WILTON GROVE,0.0,70,LONDON,,,,,"35,380.78779",,,0.00000,4.71757,,,"13,519.73125","6,392.11810",WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6N 1M4,,,,"21,900.00",Square feet,,kWh,Cubic Meter,,,,,,,,2015
745 WINDERMERE RD,0.0,70,LONDON,,,,,"41,470.65000",,,0.00000,4.44487,,,"1,681.55192",,WINDERMERE FIELDS-SOCCER LIGHTIN,Other,N5X 3P1,,,,"9,330.00",Square feet,,kWh,,,,,,,,,2015
745 WINDERMERE RD,0.0,168,LONDON,,,,,"17,926.47650",,,0.00000,1.92138,,,726.88277,,WINDERMERE RD BASEBALL & SOCCER,Other,N5X 3P1,,,,"9,330.00",Square feet,,kWh,,,,,,,,,2015
654 ELIZABETH ST,0.0,168,LONDON,,,,,"34,588.52792",,,0.00000,5.12423,,,"1,402.49563",,WOLSELY OPS GARAGE(NG shared T-BLOCK),Other,N5Y 6L3,,,,"6,750.00",Square feet,,kWh,,,,,,,,,2015
285 WONDERLAND RD S,0.0,168,LONDON,,,,,"24,729.64226",,,0.00000,4.16956,,,"1,002.73753",,WONDERLAND GARDENS,Other,N6K 3T3,,,,"5,931.00",Square feet,,kWh,,,,,,,,,2015
4695 DINGMAN DR,8554.64,168,LONDON,,,,,"1,648,150.02455",,,192.66153,0.00000,,,"66,829.18720",,WONDERLAND PUMP STN,Facilities related to the pumping of sewage,N6L 1H4,,,,0.00,Square feet,,kWh,,,,,,,,,2015
663 BATHURST ST,,50,LONDON,,,,,"1,703,250.88717",,,0.0,0.0,,,0.0,"149,343.19201",AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,,,,"2,117.22",Square meters,,kWh,Cubic Meter,,,,,,,,2013
300 DUFFERIN AVE,,126,LONDON,,,"2,940.66480","3,791.61432","2,551,993.70279",,,0.0,0.0,,,0.0,,CITY HALL,"Administrative offices and related facilities, including municipal council chambers",N6B 1Z2,,No,No,"16,257.50",Square meters,Giga Joule,kWh,,,,,,,Giga Joule,,2013
"520 WELLINGTON ST UN 1,2,3",,60,LONDON,,,,,"21,751.91759",,,0.0,0.0,,,0.0,,ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",N6A 3R2,,,,261.90,Square meters,,kWh,,,,,,,,,2013
267 DUNDAS ST,,70,LONDON,,,"1,851.12560","1,396.57127","286,063.89556",,,0.0,0.0,,,0.0,"7,773.09771",J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,,No,No,"2,425.76",Square meters,Giga Joule,kWh,Cubic Meter,,,,,,Giga Joule,,2013
1570 OXFORD ST W,,80,LONDON,,,,,"13,396.94000",,,0.0,0.0,,,0.0,"23,134.47452",OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",N6H 1W2,,,,628.50,Square meters,,kWh,Cubic Meter,,,,,,,,2013
824 DUNDAS ST,,70,LONDON,,,,,"336,642.30000",,,0.0,0.0,,,0.0,"30,839.96720",PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,,,,"2,108.02",Square meters,,kWh,Cubic Meter,,,,,,,,2013
652 ELIZABETH ST,,70,LONDON,,,,,"38,942.61111",,,0.0,0.0,,,0.0,"40,212.63485",T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,,,,"1,516.21",Square meters,,kWh,Cubic Meter,,,,,,,,2013
