Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
ED BLAKE PK,Other,449 BARKER ST,LONDON,N5Y 5B2,97.09,Square meters,168,,"5,938.07080",kWh,,,,,,,,,,,,,,,,,,,,,,,,
FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"1,053.08",Square meters,168,,"228,179.02968",kWh,,,,,,,,,,,,,,,,,,,,,,,,
FANSHAWE GOLF COURSE-MTCE BLDG,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,260.13,Square meters,168,,"39,585.41637",kWh,,,,,,,,,,,,,,,,,,,,,,,,
FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,163.51,Square meters,168,,"2,481.95585",kWh,,,,,,,,,,,,,,,,,,,,,,,,
FIDO PARK FIELD HOUSE,Other,733 WINDERMERE RD,LONDON,N5X 3P1,60.11,Square meters,168,,"3,118.56500",kWh,,,,,,,,,,,,,,,,,,,,,,,,
FORKS OF THE THAMES MUSEUM & SPL P,Other,1 DUNDAS ST,LONDON,N6A 5L7,163.51,Square meters,168,,"52,664.30838",kWh,"3,233.84868",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
GIBBONS PARK-POOL-SPLASH PAD,Other,2A GROSVENOR ST,LONDON,N6A 1Y4,348.02,Square meters,168,,"35,940.40875",kWh,"5,515.52143",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
GLANWORTH PARK-FIELD HOUSE,Other,6536 BRADISH RD,LONDON,N6N 1N6,201.14,Square meters,168,,"3,037.15407",kWh,,,,,,,,,,,,,,,,,,,,,,,,
GREENWAY PARK #2,Other,5 GREENSIDE AVE,LONDON,N6J 2X5,93.00,Square meters,168,,61.57903,kWh,,,,,,,,,,,,,,,,,,,,,,,,
HAMLYN PARK-EQUIPMENT BLDG,Other,101 DENNIS AVE,LONDON,N6P 1B5,117.62,Square meters,168,,"1,849.88126",kWh,,,,,,,,,,,,,,,,,,,,,,,,
HARRIS PARK,Other,531 RIDOUT ST N,LONDON,N6A 2P9,74.32,Square meters,168,,"24,696.31417",kWh,,,,,,,,,,,,,,,,,,,,,,,,
IVEY PARK-PAVILLION,Other,331 THAMES ST,LONDON,N6A 5N8,125.42,Square meters,168,,"8,074.91121",kWh,,,,,,,,,,,,,,,,,,,,,,,,
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,46.45,Square meters,168,,"3,033.84355",kWh,,,,,,,,,,,,,,,,,,,,,,,,
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,116.41,Square meters,168,,"4,418.63708",kWh,,,,,,,,,,,,,,,,,,,,,,,,
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,132.39,Square meters,168,,"1,690.69907",kWh,,,,,,,,,,,,,,,,,,,,,,,,
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,264.78,Square meters,168,,"4,168.97545",kWh,,,,,,,,,,,,,,,,,,,,,,,,
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,"1,647.77",Square meters,168,,"255,161.81766",kWh,,,,,,,,,,,,,,,,,,,,,,,,
LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,4200 CAMPBELL,LONDON,N6P 1S7,59.65,Square meters,168,,"5,954.86333",kWh,,,,,,,,,,,,,,,,,,,,,,,,
LANDFILL-W12-A,Other,3502 MANNING DR,LONDON,N6L 1K6,202.81,Square meters,168,,"303,893.69553",kWh,"28,724.60554",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
LITTLE LEAGUE PARK,Other,65 TWEED CRES,LONDON,N5X 1Z5,10.22,Square meters,168,,13.51000,kWh,,,,,,,,,,,,,,,,,,,,,,,,
MCMAHEN PARK,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,106.84,Square meters,168,,"6,045.03177",kWh,,,,,,,,,,,,,,,,,,,,,,,,
MEREDITH PARK-FIELD HOUSE,Other,450 NELSON AVE,LONDON,N6B 1A8,83.61,Square meters,168,,"2,563.05750",kWh,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY PARK-FIELD HOUSE,Other,75 CLIFTONVALE AVE,LONDON,N6J 1J6,83.61,Square meters,168,,647.96000,kWh,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST RECREATION CENTRE-POOL,Other,1050 VICTORIA,LONDON,N5Y 1L2,157.01,Square meters,168,,"32,499.91875",kWh,"6,269.35639",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
NORTHRIDGE POOL,Other,15 MCLEAN DR,LONDON,N5X 1Y3,143.07,Square meters,168,,"20,426.73645",kWh,,,,,,,,,,,,,,,,,,,,,,,,
OAKRDG PK-FLDHS-WADDING PL,Other,825 VALETTA ST,LONDON,N6H 2Z2,131.93,Square meters,168,,"6,211.90120",kWh,,,,,,,,,,,,,,,,,,,,,,,,
OXFORD ENVIRO DEPOT,Other,1450 OXFORD ST W,LONDON,N6H 1W2,92.91,Square meters,168,,"92,918.52314",kWh,,,,,,,,,,,,,,,,,,,,,,,,
OXFORD ST W SALT SHED,Other,1570 OXFORD ST W,LONDON,N6H 1W2,"1,574.37",Square meters,168,,"55,417.21675",kWh,,,,,,,,,,,,,,,,,,,,,,,,
PLANNING/DEV - RENTAL,Other,520 WELLINGTON ST UN 11 &12,LONDON,N6A 4L9,261.90,Square meters,168,,"38,299.58617",kWh,,,,,,,,,,,,,,,,,,,,,,,,
RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,2115 RIVER RD,LONDON,N5W 6C4,418.07,Square meters,168,,"84,667.52402",kWh,"8,657.09093",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
RIVER RD GOLF COURSE-MTCE BLDG,Other,2115 RIVER RD,LONDON,N5W 6C4,222.97,Square meters,168,,"14,884.74366",kWh,,,,,,,,,,,,,,,,,,,,,,,,
ROWNTREE PARK SPLASH PAD,Other,750 WHETTER AVE,LONDON,N6C 2C3,83.24,Square meters,168,,"1,269.57787",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SE 3,Other,28 CLARKE RD,LONDON,N5W 5W5,91.05,Square meters,168,,"34,139.14032",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SILVERWOOD BATH HOUSE-SNORKLE,Other,50 SYCAMORE ST,LONDON,N5Z 1K8,345.61,Square meters,168,,"6,925.64790",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHCREST POOL,Other,10 HAZELWOOD AVE,LONDON,N6J 3K1,430.71,Square meters,168,,"67,614.39311",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,237 DEVERON CRES,LONDON,N5Z 4J7,105.73,Square meters,168,,"15,267.79191",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST OPT PARK 1-2,Other,682 SOUTHDALE RD W,LONDON,N6K 4W7,161.10,Square meters,168,,"33,771.81924",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PARK WASHROOM,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,93.00,Square meters,168,,"38,263.29234",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PARK-CONCESSION,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,80.73,Square meters,168,,"10,821.67581",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PARK-FLINT SHELTER,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,151.90,Square meters,168,,"7,786.26571",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PARK-PUMP HOUSE,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,510.33,Square meters,168,,"86,342.86429",kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C7,151.90,Square meters,168,,499.88105,kWh,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGBANK PMP HSE  FCV #8-12,Other,883 SPRINGBANK DR,LONDON,N6K 1A5,298.13,Square meters,168,,"1,543.14000",kWh,,,,,,,,,,,,,,,,,,,,,,,,
ST JULIEN PARK-FIELD HOUSE,Other,15 TOMMY HUNTER WAY,LONDON,N5Z 2T4,51.66,Square meters,168,,"2,638.19362",kWh,,,,,,,,,,,,,,,,,,,,,,,,
STONEYBROOK RECREATION,Other,1207 ADELAIDE ST N,LONDON,N5X 1J9,251.96,Square meters,168,,"79,979.13844",kWh,,,,,,,,,,,,,,,,,,,,,,,,
STORYBOOK -CONCESSION-PIECES OF 8,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,97.55,Square meters,168,,"6,685.61240",kWh,,,,,,,,,,,,,,,,,,,,,,,,
STORYBOOK PLAYWORLD,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,"1,328.55",Square meters,168,,"3,010.56000",kWh,,,,,,,,,,,,,,,,,,,,,,,,
STRONACH - STADIUM/CONCESSION,Other,1221 SANDFORD ST,LONDON,N5V 2J8,167.23,Square meters,168,,"20,291.97677",kWh,,,,,,,,,,,,,,,,,,,,,,,,
THAMES GC-SNK B 10TH/PARK LT,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,88.26,Square meters,168,,"39,855.82204",kWh,,,,,,,,,,,,,,,,,,,,,,,,
THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,"1,165.96",Square meters,168,,"277,850.25200",kWh,,,,,,,,,,,,,,,,,,,,,,,,
THAMES GOLF COURSE-MTCE BLDG,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,390.20,Square meters,168,,"24,314.55164",kWh,,,,,,,,,,,,,,,,,,,,,,,,
THAMES PARK-FIELD HOUSE,Other,15 RIDOUT ST,LONDON,N6A 4H6,105.26,Square meters,168,,"12,586.01840",kWh,,,,,,,,,,,,,,,,,,,,,,,,
THAMES PARK-POOL,Other,15 RIDOUT ST,LONDON,N6A 4H6,489.05,Square meters,168,,"90,500.23000",kWh,"29,183.84200",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
VAUXHALL PARK-FIELD HOUSE,Other,54 PRICE ST,LONDON,N5Z 2H9,117.62,Square meters,168,,"25,891.76660",kWh,,,,,,,,,,,,,,,,,,,,,,,,
VICTORIA PARK BANDSHELL-ELEC RM,Other,580 CLARENCE ST,LONDON,N6A 3N1,756.71,Square meters,168,,"131,622.32840",kWh,"21,197.07636",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
WESTMINSTER OPT PK POOL,Other,650 OSGOODE DR,LONDON,N6E 2G2,167.51,Square meters,168,,"29,886.83636",kWh,"16,018.73591",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
WOLSELY OPS GARAGE(NG shared T-BLOCK),"Storage facilities where equipment or vehicles are maintained, repaired or stored",654 ELIZABETH ST,LONDON,N5Y 6L3,627.11,Square meters,168,,"1,887.27283",kWh,,,,,,,,,,,,,,,,,,,,,,,,
WONDERLAND GARDENS,Other,285 WONDERLAND RD S,LONDON,N6K 3T3,551.02,Square meters,168,,"28,786.85474",kWh,,,,,,,,,,,,,,,,,,,,,,,,
ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1153 ADELAIDE ST N,LONDON,N5Y 2N4,"2,386.27",Square meters,168,,"366,997.77704",kWh,"125,989.93334",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3901 WEST GRAHAM PL,LONDON,N6P 1G4,76.65,Square meters,168,,"57,498.06852",kWh,,,,,,,,,,,,,,,,,,,,,,,,
AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,"2,117.22",Square meters,50,,"1,703,250.88717",kWh,"149,343.19201",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,576.01,Square meters,50,,"21,742.31260",kWh,"13,295.57694",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,152.64,Square meters,50,,216.53371,kWh,"117,502.48526",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,576.01,Square meters,50,,"39,422.91223",kWh,"17,983.60295",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,557.43,Square meters,50,,,,"7,942.93948",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,LONDON,N6H 1A6,78.97,Square meters,168,,"11,044.51217",kWh,"2,257.44265",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,LONDON,N6E 1L3,"5,304.89",Square meters,126,,"678,624.32230",kWh,"76,452.64491",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,LONDON,N6K 3T3,569.23,Square meters,60,,"25,596.97181",kWh,"8,931.20959",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1570 OXFORD ST W,LONDON,N6H 1W2,628.50,Square meters,80,,"13,396.94000",kWh,"23,134.47452",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",645 SPRINGBANK DR,LONDON,N6K 4T1,579.73,Square meters,70,,"53,504.70290",kWh,"7,125.82529",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,LONDON,N5Y 2N4,226.69,Square meters,70,,"17,022.30409",kWh,,,,,,,,,,,,,,,,,,,,,,,,
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,LONDON,N6N 1M4,"2,034.63",Square meters,70,,"23,814.73097",kWh,"6,013.92990",Cubic Meter,,,,,,,,,,,,,,,,,,,,,,
