Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",267 DUNDAS ST,LONDON,N6A 1H2,"26,110.00",Square feet,70,,"273,187.39561",kWh,"17,413.78685",Cubic Meter,,,,,,,,,,,"1,039.07000",Giga Joule,No,,"1,374.43000",Giga Joule,No,,"110,097.52075",33.03640,0.00000,
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,500.00,Square feet,168,,"2,442.25961",kWh,,,,,,,,,,,,,,,,,,,,,97.71725,4.88452,0.00000,
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,"56,520.00",Square feet,126,,"1,068,379.93452",kWh,"129,745.30561",Cubic Meter,,,,,,,,,,,,,,,,,,,"288,046.92747",43.29944,0.00000,
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,"1,253.00",Square feet,168,,"5,917.19332",kWh,,,,,,,,,,,,,,,,,,,,,236.75282,4.72242,0.00000,
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,LONDON,N6H 1B4,"17,200.00",Square feet,126,,"256,701.55195",kWh,"23,877.34564",Cubic Meter,,,,,,,,,,,,,,,,,,,"55,414.04015",29.67818,0.00000,
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,"1,425.00",Square feet,168,,"1,809.06226",kWh,,,,,,,,,,,,,,,,,,,,,72.38239,1.26952,0.00000,
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,"2,850.00",Square feet,168,,"2,978.79903",kWh,,,,,,,,,,,,,,,,,,,,,119.18473,1.04519,0.00000,
LABATT PARK-NSTNDS - JANITORS RM,Other,25 WILSON ST,LONDON,N6H 1X2,"5,740.00",Square feet,126,,"38,225.11839",kWh,,,,,,,,,,,,,,,,,,,,,"1,529.42521",6.65943,0.00000,
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,"17,736.00",Square feet,168,,"264,670.50126",kWh,,,,,,,,,,,,,,,,,,,,,"10,589.73143",14.92278,0.00000,
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,"38,519.00",Square feet,126,,"628,404.67616",kWh,,,,,,,,,,,,,,,,,,,,,"25,143.09950",16.31415,0.00000,
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,LONDON,N6P 1A2,"17,600.00",Square feet,126,,897.90000,kWh,"75,456.81646",Cubic Meter,,,,,,,,,,,,,,,,,,,"142,696.62041",45.61569,0.00000,
LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,4200 CAMPBELL,LONDON,N6P 1S7,642.00,Square feet,168,,"5,881.37419",kWh,,,,,,,,,,,,,,,,,,,,,235.31966,9.16102,0.00000,
LANDFILL-W12-A,Other,3502 MANNING DR,LONDON,N6L 1K6,"2,183.00",Square feet,168,,"393,599.63461",kWh,"31,875.13610",Cubic Meter,,,,,,,,,,,,,,,,,,,"76,012.30792",335.48395,0.00000,
LITTLE LEAGUE PARK,Other,65 TWEED CRES,LONDON,N5X 1Z5,110.00,Square feet,168,,12.92000,kWh,,,,,,,,,,,,,,,,,,,,,0.51694,0.11745,0.00000,
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,LONDON,N6C 1S1,0.00,Square feet,168,6.87000,"1,565.85484",kWh,,,,,,,,,,,,,,,,,,,,,62.65142,0.00000,227.92647,
MCMAHEN PARK,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,168,,"5,211.87000",kWh,,,,,,,,,,,,,,,,,,,,,208.53213,4.53206,0.00000,
MCMAHEN PARK-PKG LOT-POLE BASE,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,168,,"2,715.60000",kWh,,,,,,,,,,,,,,,,,,,,,108.65387,2.36139,0.00000,
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,LONDON,N6K 3T3,"6,127.00",Square feet,60,,"27,040.89497",kWh,"8,034.56226",Cubic Meter,,,,,,,,,,,,,,,,,,,"16,272.29359",18.35000,0.00000,
MEADOWGATE PARK,Other,3155 MEADOWGATE BLVD,LONDON,N6M 1L5,710.00,Square feet,168,,90.56903,kWh,,,,,,,,,,,,,,,,,,,,,3.62376,0.12756,0.00000,
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,LONDON,N6G 2C3,"25,022.00",Square feet,126,,"458,420.65449",kWh,"51,562.06566",Cubic Meter,,,,,,,,,,,,,,,,,,,"115,826.50232",40.22104,0.00000,
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,LONDON,N6G 2K4,0.00,Square feet,168,4426.69000,"715,463.46903",kWh,,,,,,,,,,,,,,,,,,,,,"28,626.40886",0.00000,161.62493,
MEREDITH PARK-FIELD HOUSE,Other,450 NELSON AVE,LONDON,N6B 1A8,900.00,Square feet,168,,564.55637,kWh,,,,,,,,,,,,,,,,,,,,,22.58846,0.62728,0.00000,
MURRAY PARK-FIELD HOUSE,Other,75 CLIFTONVALE AVE,LONDON,N6J 1J6,900.00,Square feet,168,,"1,039.99000",kWh,,,,,,,,,,,,,,,,,,,,,41.61104,1.15554,0.00000,
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,LONDON,N6C 5S6,"75,560.00",Square feet,126,,"1,939,361.09516",kWh,"123,978.89741",Cubic Meter,,,,,,,,,,,,,,,,,,,"311,993.62766",43.10457,0.00000,
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,LONDON,N5V 3N9,"55,200.00",Square feet,126,,"627,840.00000",kWh,"72,588.90450",Cubic Meter,,,,,,,,,,,,,,,,,,,"162,359.04898",25.34961,0.00000,
NORTHEAST RECREATION CENTRE-POOL,Other,1050 VICTORIA,LONDON,N5Y 1L2,"1,690.00",Square feet,168,,"29,273.82125",kWh,"7,772.45561",Cubic Meter,,,,,,,,,,,,,,,,,,,"15,866.08929",66.19985,0.00000,
NORTHRIDGE POOL,Other,15 MCLEAN DR,LONDON,N5X 1Y3,"1,540.00",Square feet,168,,"22,607.13228",kWh,,,,,,,,,,,,,,,,,,,,,904.53397,14.67996,0.00000,
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,LONDON,N5X 2B1,0.00,Square feet,168,282.44000,"35,725.73869",kWh,,,,,,,,,,,,,,,,,,,,,"1,429.42253",0.00000,126.48966,
OAKRDG PK-FLDHS-WADDING PL,Other,825 VALETTA ST,LONDON,N6H 2Z2,"1,420.00",Square feet,168,,"4,606.27000",kWh,,,,,,,,,,,,,,,,,,,,,184.30147,3.24385,0.00000,
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA,LONDON,N6H 2Z2,"29,989.00",Square feet,126,,"378,146.62549",kWh,"63,591.38268",Cubic Meter,,,,,,,,,,,,,,,,,,,"135,357.60970",35.14561,0.00000,
OXFORD ENVIRO DEPOT,Other,1450 OXFORD ST W,LONDON,N6H 1W2,"1,000.00",Square feet,126,,"142,425.76514",kWh,,,,,,,,,,,,,,,,,,,,,"5,698.59729",142.42577,0.00000,
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1570 OXFORD ST W,LONDON,N6H 1W2,"6,765.00",Square feet,80,,,,"15,573.48000",Cubic Meter,,,,,,,,,,,,,,,,,,,"29,443.64177",24.46585,0.00000,
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,LONDON,N6H 1W2,0.00,Square feet,168,3490.49000,"3,281,115.67584",kWh,,,,,,,,,,,,,,,,,,,,,"131,280.71931",0.00000,940.01578,
OXFORD ST W SALT SHED,Other,1570 OXFORD ST W,LONDON,N6H 1W2,"16,946.00",Square feet,168,,"51,356.22239",kWh,,,,,,,,,,,,,,,,,,,,,"2,054.81381",3.03058,0.00000,
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,LONDON,N5Y 1B9,0.00,Square feet,168,68.44000,"10,635.91352",kWh,,,,,,,,,,,,,,,,,,,,,425.55354,0.00000,155.40493,
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,LONDON,N6G 4N3,0.00,Square feet,168,10.69000,"6,349.36527",kWh,,,,,,,,,,,,,,,,,,,,,254.04445,0.00000,593.95372,
PLANNING/DEV - RENTAL,Other,520 WELLINGTON ST UN 11 &12,LONDON,N6A 4L9,"2,819.00",Square feet,168,,"31,353.64031",kWh,,,,,,,,,,,,,,,,,,,,,"1,254.49050",11.12226,0.00000,
POND MILLS PUMP STN 1,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,0.00,,168,368.60000,"56,152.00000",kWh,,,,,,,,,,,,,,,,,,,,,"2,246.69767",0.00000,152.33858,
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,0.00,Square feet,168,1403.10000,"317,577.77269",kWh,,,,,,,,,,,,,,,,,,,,,"12,706.60426",0.00000,226.34008,
POTTERSBURG PCP,Facilities related to the pumping of water,1139 HAMILTON RD,LONDON,N5W 1B1,0.00,Square feet,168,9449.85000,"4,620,365.87303",kWh,"76,040.85103",Cubic Meter,,,,,,,,,,,,,,,,,,,"328,630.34501",0.00000,574.45474,
PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",824 DUNDAS ST,LONDON,N5W 5R1,"22,690.00",Square feet,70,,"328,827.42857",kWh,"29,187.93853",Cubic Meter,,,,,,,,,,,,,,,,,,,"68,340.21891",28.16352,0.00000,
RIVER BEND PUMP STN,Facilities related to the pumping of water,2120 KAINS RD,LONDON,N6K 0C1,0.00,Square feet,168,256.47000,"207,710.35159",kWh,,,,,,,,,,,,,,,,,,,,,"8,310.69888",0.00000,809.88167,
RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,2115 RIVER RD,LONDON,N5W 6C4,"4,500.00",Square feet,168,,"73,839.58499",kWh,"8,035.38531",Cubic Meter,,,,,,,,,,,,,,,,,,,"18,146.31206",35.38619,0.00000,
RIVER RD GOLF COURSE-MTCE BLDG,Other,2115 RIVER RD,LONDON,N5W 6C4,"2,400.00",Square feet,168,,"12,860.56425",kWh,,,,,,,,,,,,,,,,,,,,,514.56404,5.35857,0.00000,
ROSE GARDEN - OFFICE/STORAGE,Other,645 SPRINGBANK DR,LONDON,N6K 4T1,"6,240.00",Square feet,70,,"52,366.46310",kWh,"8,450.94442",Cubic Meter,,,,,,,,,,,,,,,,,,,"18,072.81825",22.78545,0.00000,
ROWNTREE PARK SPLASH PAD,Other,750 WHETTER AVE,LONDON,N6C 2C3,896.00,Square feet,168,,"2,028.30560",kWh,,,,,,,,,,,,,,,,,,,,,81.15454,2.26373,0.00000,
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,LONDON,N5V 3Y1,0.00,Square feet,168,121.58000,"27,322.61803",kWh,,,,,,,,,,,,,,,,,,,,,"1,093.20527",0.00000,224.72954,
SE 3,Other,28 CLARKE RD,LONDON,N5W 5W5,980.00,Square feet,168,,"30,945.08097",kWh,,,,,,,,,,,,,,,,,,,,,"1,238.14363",31.57661,0.00000,
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,LONDON,N5Z 1K8,"25,032.00",Square feet,126,,"260,461.93548",kWh,"29,511.54562",Cubic Meter,,,,,,,,,,,,,,,,,,,"66,216.66747",22.93481,0.00000,
SILVERWOOD BATH HOUSE-SNORKLE,Other,50 SYCAMORE ST,LONDON,N5Z 1K8,"3,720.00",Square feet,168,,"3,817.60981",kWh,,,,,,,,,,,,,,,,,,,,,152.74639,1.02624,0.00000,
SOUTH LEAKSDALE,Other,287 SOUTH LEAKSDALE CIR,LONDON,N6M 1K3,"1,050.00",Square feet,168,,"2,975.01903",kWh,,,,,,,,,,,,,,,,,,,,,119.03349,2.83335,0.00000,
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,LONDON,N6E 3B3,"29,460.00",Square feet,126,,"175,950.00000",kWh,"34,837.15466",Cubic Meter,,,,,,,,,,,,,,,,,,,"72,904.00065",18.54011,0.00000,
SOUTH LONDON POOL - TVDSB,Indoor swimming pools,565 BRADLEY AVE,LONDON,N63 3Z8,"18,116.00",Square feet,126,,"850,159.48387",kWh,"130,256.77419",Cubic Meter,,,,,,,,,,,,,,,,,,,"280,282.70533",123.34397,0.00000,
SOUTHCREST POOL,Other,10 HAZELWOOD AVE,LONDON,N6J 3K1,"4,636.00",Square feet,168,,"63,204.35458",kWh,,,,,,,,,,,,,,,,,,,,,"2,528.86943",13.63338,0.00000,
SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,237 DEVERON CRES,LONDON,N5Z 4J7,"1,138.00",Square feet,168,,"11,624.24318",kWh,,,,,,,,,,,,,,,,,,,,,465.09759,10.21462,0.00000,
SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,100 DENNIS AVE,LONDON,N6P 1B5,0.00,Square feet,168,102.56500,"181,325.85501",kWh,,,,,,,,,,,,,,,,,,,,,"7,255.02878",0.00000,"1,767.91162",
SOUTHWEST OPT PARK 1-2,Other,682 SOUTHDALE RD W,LONDON,N6K 4W7,"1,734.00",Square feet,168,,"34,636.54515",kWh,,,,,,,,,,,,,,,,,,,,,"1,385.84281",19.97494,0.00000,
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,LONDON,N6P 1G3,0.00,Square feet,168,96.74000,"104,702.15413",kWh,,,,,,,,,,,,,,,,,,,,,"4,189.23789",0.00000,"1,082.30467",
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,LONDON,N6K 3T3,"2,420.00",Square feet,126,,"31,286.91755",kWh,"5,672.45172",Cubic Meter,,,,,,,,,,,,,,,,,,,"11,976.31123",37.83986,0.00000,
SPRINGBANK PARK WASHROOM,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,"1,001.00",Square feet,168,,"41,015.72099",kWh,,,,,,,,,,,,,,,,,,,,,"1,641.08001",40.97475,0.00000,
SPRINGBANK PARK-CONCESSION,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,869.00,Square feet,168,,"5,317.89091",kWh,,,,,,,,,,,,,,,,,,,,,212.77413,6.11955,0.00000,
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 SPRINGBANK DR,LONDON,N6K 1C5,"1,773.00",Square feet,70,,"1,886.50142",kWh,"2,122.70803",Cubic Meter,,,,,,,,,,,,,,,,,,,"4,088.72992",13.78803,0.00000,
SPRINGBANK PARK-FLINT SHELTER,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"1,635.00",Square feet,168,,"7,561.63324",kWh,,,,,,,,,,,,,,,,,,,,,302.54851,4.62485,0.00000,
SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C7,"1,635.00",Square feet,168,,590.41523,kWh,,,,,,,,,,,,,,,,,,,,,23.62310,0.36111,0.00000,
SPRINGBANK PARK-PUMP HOUSE,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,"5,493.00",Square feet,168,,"103,187.93246",kWh,,,,,,,,,,,,,,,,,,,,,"4,128.65237",18.78535,0.00000,
SPRINGBANK PMP HSE  FCV #8-12,Other,883 SPRINGBANK DR,LONDON,N6K 1A5,"3,209.00",Square feet,168,,"1,518.40000",kWh,,,,,,,,,,,,,,,,,,,,,60.75270,0.47317,0.00000,
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,LONDON,N6K 1C2,0.00,Square feet,168,3824.90000,"765,622.00021",kWh,,,,,,,,,,,,,,,,,,,,,"30,633.30185",0.00000,200.16785,
ST JULIEN PARK-FIELD HOUSE,Other,15 TOMMY HUNTER WAY,LONDON,N5Z 2T4,556.00,Square feet,168,,"3,664.19590",kWh,,,,,,,,,,,,,,,,,,,,,146.60814,6.59028,0.00000,
STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,10 BECHER ST,LONDON,N6C 1B1,0.00,Square feet,168,64.20000,"10,007.97839",kWh,82.73818,Cubic Meter,,,,,,,,,,,,,,,,,,,556.85626,0.00000,169.58413,
STONEYBROOK RECREATION,Other,1207 ADELAIDE ST N,LONDON,N5X 1J9,"2,712.00",Square feet,168,,"70,532.46621",kWh,,,,,,,,,,,,,,,,,,,,,"2,822.07451",26.00755,0.00000,
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,LONDON,N5Y 2N4,"2,440.00",Square feet,70,,"17,260.67923",kWh,,,,,,,,,,,,,,,,,,,,,690.61704,7.07405,0.00000,
STORYBOOK -CONCESSION-PIECES OF 8,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,"1,050.00",Square feet,168,,"6,018.79347",kWh,,,,,,,,,,,,,,,,,,,,,240.81795,5.73218,0.00000,
STORYBOOK PLAYWORLD,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,"14,300.00",Square feet,168,,"1,545.07000",kWh,,,,,,,,,,,,,,,,,,,,,61.81980,0.10805,0.00000,
STRONACH - STADIUM/CONCESSION,Other,1221 SANDFORD ST,LONDON,N5V 2J8,"1,800.00",Square feet,168,,"36,067.49536",kWh,,,,,,,,,,,,,,,,,,,,,"1,443.09656",20.03750,0.00000,
STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,1221 SANDFORD,LONDON,N5V 2J8,"76,692.00",Square feet,126,,"1,542,879.27673",kWh,"138,495.76872",Cubic Meter,,,,,,,,,,,,,,,,,,,"323,575.98248",39.31025,0.00000,
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,LONDON,N6K 4M1,0.00,Square feet,168,326.27000,"41,856.74733",kWh,,,,,,,,,,,,,,,,,,,,,"1,674.73032",0.00000,128.28868,
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,LONDON,N6H 3L9,0.00,Square feet,168,158.44000,"25,505.36678",kWh,,,,,,,,,,,,,,,,,,,,,"1,020.49523",0.00000,160.97808,
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,LONDON,N6P 1M1,0.00,Square feet,168,141.67000,"74,220.77841",kWh,,,,,,,,,,,,,,,,,,,,,"2,969.64756",0.00000,523.89905,
T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",652 ELIZABETH ST,LONDON,N5Y 4T7,"16,320.00",Square feet,70,,"32,167.34475",kWh,"38,298.40848",Cubic Meter,,,,,,,,,,,,,,,,,,,"73,695.05276",26.91141,0.00000,
THAMES GC-SNK B 10TH/PARK LT,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,950.00,Square feet,168,,"20,827.46598",kWh,,,,,,,,,,,,,,,,,,,,,833.32774,21.92365,0.00000,
THAMES GOLF COURSE-IRRIGATION PUMP,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,950.00,Square feet,168,,"33,720.30000",kWh,,,,,,,,,,,,,,,,,,,,,"1,349.18292",35.49505,0.00000,
THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,"12,550.00",Square feet,168,,"235,452.10258",kWh,,,,,,,,,,,,,,,,,,,,,"9,420.67408",18.76112,0.00000,
THAMES GOLF COURSE-MTCE BLDG,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,"4,200.00",Square feet,168,,"22,944.30930",kWh,,,,,,,,,,,,,,,,,,,,,918.02476,5.46293,0.00000,
THAMES PARK - BALL DIAMOND LIGHT,Other,15 RIDOUT ST,LONDON,N6Z 4H6,"5,264.00",Square feet,168,,"34,946.60351",kWh,,,,,,,,,,,,,,,,,,,,,"1,398.24855",6.63879,0.00000,
THAMES PARK-FIELD HOUSE,Other,15 RIDOUT ST,LONDON,N6A 4H6,"1,133.00",Square feet,168,,"2,330.69802",kWh,,,,,,,,,,,,,,,,,,,,,93.25356,2.05710,0.00000,
THAMES PARK-POOL,Other,15 RIDOUT ST,LONDON,N6A 4H6,"5,264.00",Square feet,168,,"152,252.81500",kWh,"154,513.26100",Cubic Meter,,,,,,,,,,,,,,,,,,,"298,218.73049",340.87867,0.00000,
TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",696 WELLINGTON RD,LONDON,N6C 4R2,"3,400.00",Square feet,70,,"28,745.94095",kWh,"9,097.20236",Cubic Meter,,,,,,,,,,,,,,,,,,,"18,349.57025",36.89088,0.00000,
TRAFALGAR PUMP STN,Facilities related to the treatment of sewage,2264 TRAFALGAR ST,LONDON,N5V 4Z8,0.00,Square feet,168,604.03000,"94,644.00064",kWh,,,,,,,,,,,,,,,,,,,,,"3,786.80111",0.00000,156.68758,
TRAFFIC SIGNALS MTCE,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z2,394.00,Square feet,168,,"728,281.57161",kWh,,,,,,,,,,,,,,,,,,,,,"29,139.27396","1,848.43038",0.00000,
VAUXHALL PARK-FIELD HOUSE,Other,54 PRICE ST,LONDON,N5Z 2H9,"1,266.00",Square feet,168,,"27,378.91456",kWh,,,,,,,,,,,,,,,,,,,,,"1,095.45775",21.62631,0.00000,
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,LONDON,N5Z 2H9,0.00,Square feet,168,5456.75000,"2,722,834.37123",kWh,"46,415.47367",Cubic Meter,,,,,,,,,,,,,,,,,,,"196,697.67377",0.00000,589.38520,
VICTORIA PARK BANDSHELL-ELEC RM,Other,580 CLARENCE ST,LONDON,N6A 3N1,"8,145.00",Square feet,168,,"101,552.59937",kWh,"21,718.58409",Cubic Meter,,,,,,,,,,,,,,,,,,,"45,124.96254",40.80698,0.00000,
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,LONDON,N6A 2B3,0.00,Square feet,168,25.97000,"8,039.90691",kWh,,,,,,,,,,,,,,,,,,,,,321.68472,0.00000,309.58440,
WEATHER STATION,Other,1570 OXFORD ST W,LONDON,N6H 1W2,"1,000.00",Square feet,168,,"7,008.00000",kWh,,,,,,,,,,,,,,,,,,,,,280.39709,7.00800,0.00000,
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,LONDON,N6P 0B6,0.00,Square feet,168,39.95000,"31,076.32734",kWh,,,,,,,,,,,,,,,,,,,,,"1,243.39493",0.00000,777.88053,
WESTMINSTER OPT PK POOL,Other,650 OSGOODE DR,LONDON,N6E 2G2,"1,803.00",Square feet,168,,"29,738.26815",kWh,"26,783.10909",Cubic Meter,,,,,,,,,,,,,,,,,,,"51,826.72704",174.36671,0.00000,
WESTMOUNT LIONS PARK,Other,784 VISCOUNT RD,LONDON,N6J 4G1,"1,335.00",Square feet,168,,2.93944,kWh,,,,,,,,,,,,,,,,,,,,,0.11761,0.00220,0.00000,
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,LONDON,N6J 4G7,0.00,Square feet,168,330.13000,"86,712.82982",kWh,,,,,,,,,,,,,,,,,,,,,"3,469.46703",0.00000,262.66268,
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,LONDON,N6K 5C4,0.00,Square feet,168,294.50000,"112,636.28104",kWh,,,,,,,,,,,,,,,,,,,,,"4,506.69024",0.00000,382.46615,
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,LONDON,N6N 1M4,"21,900.00",Square feet,70,,"35,057.50930",kWh,"7,304.74500",Cubic Meter,,,,,,,,,,,,,,,,,,,"15,213.23413",5.14569,0.00000,
WINDERMERE FIELDS-SOCCER LIGHTIN,Other,745 WINDERMERE RD,LONDON,N5X 3P1,"9,330.00",Square feet,70,,"42,391.47000",kWh,,,,,,,,,,,,,,,,,,,,,"1,696.12511",4.54357,0.00000,
WINDERMERE RD BASEBALL & SOCCER,Other,745 WINDERMERE RD,LONDON,N5X 3P1,"9,330.00",Square feet,70,,"19,062.88439",kWh,,,,,,,,,,,,,,,,,,,,,762.72507,2.04318,0.00000,
WOLSELY OPS GARAGE(NG shared T-BLOCK),Other,654 ELIZABETH ST,LONDON,N5Y 6L3,"6,750.00",Square feet,168,,"36,686.68281",kWh,,,,,,,,,,,,,,,,,,,,,"1,467.87087",5.43506,0.00000,
WONDERLAND GARDENS,Other,285 WONDERLAND RD S,LONDON,N6K 3T3,"5,931.00",Square feet,168,,"27,957.21300",kWh,,,,,,,,,,,,,,,,,,,,,"1,118.59605",4.71374,0.00000,
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,LONDON,N6L 1H4,0.00,Square feet,168,8979.28000,"1,667,202.79588",kWh,,,,,,,,,,,,,,,,,,,,,"66,706.45107",0.00000,185.67221,
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,LONDON,N6H 3E5,0.00,Square feet,168,939.70000,"278,408.79560",kWh,,,,,,,,,,,,,,,,,,,,,"11,139.41432",0.00000,296.27413,
