Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
1045 WONDERLAND RD N,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CANADA GAMES AQUATIC CTR,Indoor swimming pools,N6G 2Y9,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,43.0028073343031,-81.30254588682091,2013
654 ELIZABETH ST,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,N5Y 6L3,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,42.9987718,-81.233576,2013
565 BRADLEY AVE,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9341639,-81.23625390000002,2013
663 BATHURST ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.21257,,AJ TYLER - UNIT QUONSE,Other,N5Z 1P8,0.0,0.0,0.0,157.94,Square meters,,,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
665 BATHURST ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER BLDG-GUARD SHED,Other,N5Z 1P8,0.0,0.0,0.0,7.43,Square meters,,kWh,,,,,,,,0.0,,,42.9833314,-81.2362615,2013
555 WHARNCLIFFE RD S,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BASIL GROVER PK,Other,N6J 2A1,0.0,0.0,0.0,93.0,Square meters,,kWh,,,,,,,,0.0,,,42.9549594,-81.2602432483871,2013
1308 NORMAN AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BYRON CC & POOL,Other,N6K 2A3,0.0,0.0,0.0,143.07,Square meters,,kWh,,,,,,,,0.0,,,42.9571509,-81.3361288,2013
1610 COMMISSIONERS RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CITY WIDE SPORTS PARK,Other,N6M 1E8,0.0,0.0,0.0,470.94,Square meters,,kWh,,,,,,,,0.0,,,42.9631478928486,-81.1694038627425,2013
75 HORTON ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,COAL TAR,Other,N6J 1E8,0.0,0.0,0.0,27.87,Square meters,,kWh,,,,,,,,0.0,,,,,2013
710 SOUTHDALE RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DEARNESS HOME,Other,N6E 1R8,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9438044,-81.225001,2013
1731 CHURCHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,34.962959999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,EAST LIONS PARK-POOL,Other,N5W 5P4,0.0,0.0,0.0,343.75,Square meters,,kWh,,,,,,,,0.0,,,42.9997093,-81.1765764,2013
449 BARKER ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ED BLAKE PK,Other,N5Y 5B2,0.0,0.0,0.0,97.09,Square meters,,kWh,,,,,,,,0.0,,,43.0129783,-81.2303172,2013
2835 SUNNINGDALE RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,N5X 3Y7,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,,,2013
2835 SUNNINGDALE RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FANSHAWE GOLF COURSE-MTCE BLDG,Other,N5X 3Y7,0.0,0.0,0.0,260.13,Square meters,,kWh,,,,,,,,0.0,,,,,2013
2835 SUNNINGDALE RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,N5X 3Y7,0.0,0.0,0.0,163.51,Square meters,,kWh,,,,,,,,0.0,,,,,2013
733 WINDERMERE RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FIDO PARK FIELD HOUSE,Other,N5X 3P1,0.0,0.0,0.0,60.11,Square meters,,kWh,,,,,,,,0.0,,,43.023127,-81.24921450000002,2013
1 DUNDAS ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FORKS OF THE THAMES MUSEUM & SPL P,Other,N6A 5L7,0.0,0.0,0.0,163.51,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.982082,-81.25583890000001,2013
2A GROSVENOR ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GIBBONS PARK-POOL-SPLASH PAD,Other,N6A 1Y4,0.0,0.0,0.0,348.02,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9985193,-81.2596977,2013
6536 BRADISH RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GLANWORTH PARK-FIELD HOUSE,Other,N6N 1N6,0.0,0.0,0.0,201.14,Square meters,,kWh,,,,,,,,0.0,,,42.8655369,-81.196602004878,2013
5 GREENSIDE AVE,0.0,168,LONDON,0.0,,0.0,0.0,61.57903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GREENWAY PARK #2,Other,N6J 2X5,0.0,0.0,0.0,93.0,Square meters,,kWh,,,,,,,,0.0,,,,,2013
101 DENNIS AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,HAMLYN PARK-EQUIPMENT BLDG,Other,N6P 1B5,0.0,0.0,0.0,117.62,Square meters,,kWh,,,,,,,,0.0,,,42.9076268,-81.2898129,2013
531 RIDOUT ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,HARRIS PARK,Other,N6A 2P9,0.0,0.0,0.0,74.32,Square meters,,kWh,,,,,,,,0.0,,,42.9862969411765,-81.2555986176471,2013
331 THAMES ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,IVEY PARK-PAVILLION,Other,N6A 5N8,0.0,0.0,0.0,125.42,Square meters,,kWh,,,,,,,,0.0,,,42.9789947,-81.25462840000002,2013
731 VISCOUNT RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,JESSE DAVIDSON PARK 1-2 SPL PAD,Other,N6J 4G9,0.0,0.0,0.0,46.45,Square meters,,kWh,,,,,,,,0.0,,,42.9471919692338,-81.278233156399,2013
612 HALE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,KIWANIS PARK PAVILLION SPL PAD,Other,N5W 1H4,0.0,0.0,0.0,116.41,Square meters,,kWh,,,,,,,,0.0,,,42.99521171428571,-81.19714152857141,2013
25 WILSON AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LABATT PARK-CLUB HOUSE,Other,N6H 1X2,0.0,0.0,0.0,132.39,Square meters,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2013
25 WILSON,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LABATT PARK-ENTRANCE SSTNDS,Other,N6H 1X2,0.0,0.0,0.0,264.78,Square meters,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2013
25 WILSON AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LABATT PARK-SSTND,Other,N6H 1X2,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2013
4200 CAMPBELL,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,N6P 1S7,0.0,0.0,0.0,59.65,Square meters,,kWh,,,,,,,,0.0,,,42.91331617899221,-81.2938043031979,2013
3502 MANNING DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LANDFILL-W12-A,Other,N6L 1K6,0.0,0.0,0.0,202.81,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.8783643,-81.1938193,2013
65 TWEED CRES,0.0,168,LONDON,0.0,,0.0,0.0,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LITTLE LEAGUE PARK,Other,N5X 1Z5,0.0,0.0,0.0,10.22,Square meters,,kWh,,,,,,,,0.0,,,43.0402672699558,-81.2336894283877,2013
640 ADELAIDE ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MCMAHEN PARK,Other,N6B 2G4,0.0,0.0,0.0,106.84,Square meters,,kWh,,,,,,,,0.0,,,42.99612345,-81.23497703333331,2013
450 NELSON AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MEREDITH PARK-FIELD HOUSE,Other,N6B 1A8,0.0,0.0,0.0,83.61,Square meters,,kWh,,,,,,,,0.0,,,,,2013
75 CLIFTONVALE AVE,0.0,168,LONDON,0.0,,0.0,0.0,647.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MURRAY PARK-FIELD HOUSE,Other,N6J 1J6,0.0,0.0,0.0,83.61,Square meters,,kWh,,,,,,,,0.0,,,42.967946968421096,-81.2676267631579,2013
1050 VICTORIA,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NORTHEAST RECREATION CENTRE-POOL,Other,N5Y 1L2,0.0,0.0,0.0,157.01,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,-38.255266,-72.110675,2013
15 MCLEAN DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NORTHRIDGE POOL,Other,N5X 1Y3,0.0,0.0,0.0,143.07,Square meters,,kWh,,,,,,,,0.0,,,43.037038875,-81.23634425,2013
825 VALETTA ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,OAKRDG PK-FLDHS-WADDING PL,Other,N6H 2Z2,0.0,0.0,0.0,131.93,Square meters,,kWh,,,,,,,,0.0,,,42.9753397401807,-81.30554407233409,2013
1450 OXFORD ST W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,OXFORD ENVIRO DEPOT,Other,N6H 1W2,0.0,0.0,0.0,92.91,Square meters,,kWh,,,,,,,,0.0,,,42.9632143,-81.3690278,2013
1570 OXFORD ST W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,OXFORD ST W SALT SHED,Other,N6H 1W2,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,42.971562,-81.3345411,2013
520 WELLINGTON ST UN 11 &12,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,PLANNING/DEV - RENTAL,Other,N6A 4L9,0.0,0.0,0.0,261.9,Square meters,,kWh,,,,,,,,0.0,,,,,2013
2115 RIVER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,N5W 6C4,0.0,0.0,0.0,418.07,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9786131,-81.1335514,2013
2115 RIVER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RIVER RD GOLF COURSE-MTCE BLDG,Other,N5W 6C4,0.0,0.0,0.0,222.97,Square meters,,kWh,,,,,,,,0.0,,,42.9786131,-81.1335514,2013
750 WHETTER AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ROWNTREE PARK SPLASH PAD,Other,N6C 2C3,0.0,0.0,0.0,83.24,Square meters,,kWh,,,,,,,,0.0,,,42.9659825,-81.22632109999998,2013
28 CLARKE RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SE 3,Other,N5W 5W5,0.0,0.0,0.0,91.05,Square meters,,kWh,,,,,,,,0.0,,,43.041672,-81.1945997,2013
50 SYCAMORE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SILVERWOOD BATH HOUSE-SNORKLE,Other,N5Z 1K8,0.0,0.0,0.0,345.61,Square meters,,kWh,,,,,,,,0.0,,,42.98324692,-81.20611992,2013
10 HAZELWOOD AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTHCREST POOL,Other,N6J 3K1,0.0,0.0,0.0,430.71,Square meters,,kWh,,,,,,,,0.0,,,,,2013
237 DEVERON CRES,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,N5Z 4J7,0.0,0.0,0.0,105.73,Square meters,,kWh,,,,,,,,0.0,,,42.9551455,-81.19437409999998,2013
682 SOUTHDALE RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTHWEST OPT PARK 1-2,Other,N6K 4W7,0.0,0.0,0.0,161.1,Square meters,,kWh,,,,,,,,0.0,,,42.9372429263158,-81.30735407368421,2013
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PARK WASHROOM,Other,N6K 1C5,0.0,0.0,0.0,93.0,Square meters,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2013
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-CONCESSION,Other,N6K 1C5,0.0,0.0,0.0,80.73,Square meters,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2013
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-FLINT SHELTER,Other,N6K 1C6,0.0,0.0,0.0,151.9,Square meters,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2013
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-PUMP HOUSE,Other,N6K 1C6,0.0,0.0,0.0,510.33,Square meters,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2013
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,499.88105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,N6K 1C7,0.0,0.0,0.0,151.9,Square meters,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2013
883 SPRINGBANK DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PMP HSE  FCV #8-12,Other,N6K 1A5,0.0,0.0,0.0,298.13,Square meters,,kWh,,,,,,,,0.0,,,42.955866512412214,-81.31311242554949,2013
15 TOMMY HUNTER WAY,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ST JULIEN PARK-FIELD HOUSE,Other,N5Z 2T4,0.0,0.0,0.0,51.66,Square meters,,kWh,,,,,,,,0.0,,,42.9774977,-81.1988527,2013
1207 ADELAIDE ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STONEYBROOK RECREATION,Other,N5X 1J9,0.0,0.0,0.0,251.96,Square meters,,kWh,,,,,,,,0.0,,,43.0114376,-81.24279609999998,2013
1958 STORYBOOK LN,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STORYBOOK -CONCESSION-PIECES OF 8,Other,N6K 4Y6,0.0,0.0,0.0,97.55,Square meters,,kWh,,,,,,,,0.0,,,42.9575299,-81.31975279999997,2013
1958 STORYBOOK LN,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STORYBOOK PLAYWORLD,Other,N6K 4Y6,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,42.9575299,-81.31975279999997,2013
1221 SANDFORD ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STRONACH - STADIUM/CONCESSION,Other,N5V 2J8,0.0,0.0,0.0,167.23,Square meters,,kWh,,,,,,,,0.0,,,43.020539,-81.203634,2013
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,THAMES GC-SNK B 10TH/PARK LT,Other,N6H 3L9,0.0,0.0,0.0,88.26,Square meters,,kWh,,,,,,,,0.0,,,,,2013
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,N6H 3L9,0.0,0.0,0.0,0.0,Square meters,,kWh,,,,,,,,0.0,,,,,2013
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,THAMES GOLF COURSE-MTCE BLDG,Other,N6H 3L9,0.0,0.0,0.0,390.2,Square meters,,kWh,,,,,,,,0.0,,,,,2013
15 RIDOUT ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,THAMES PARK-FIELD HOUSE,Other,N6A 4H6,0.0,0.0,0.0,105.26,Square meters,,kWh,,,,,,,,0.0,,,,,2013
15 RIDOUT ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,THAMES PARK-POOL,Other,N6A 4H6,0.0,0.0,0.0,489.05,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,,,2013
54 PRICE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,VAUXHALL PARK-FIELD HOUSE,Other,N5Z 2H9,0.0,0.0,0.0,117.62,Square meters,,kWh,,,,,,,,0.0,,,42.97567330844149,-81.2073481708143,2013
580 CLARENCE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,VICTORIA PARK BANDSHELL-ELEC RM,Other,N6A 3N1,0.0,0.0,0.0,756.71,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9887762,-81.24969240000001,2013
650 OSGOODE DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WESTMINSTER OPT PK POOL,Other,N6E 2G2,0.0,0.0,0.0,167.51,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.94222720000001,-81.2084565,2013
654 ELIZABETH ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WOLSELY OPS GARAGE(NG shared T-BLOCK),"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 6L3,0.0,0.0,0.0,627.11,Square meters,,kWh,,,,,,,,0.0,,,42.9987718,-81.233576,2013
285 WONDERLAND RD S,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WONDERLAND GARDENS,Other,N6K 3T3,0.0,0.0,0.0,551.02,Square meters,,kWh,,,,,,,,0.0,,,42.9665115486114,-81.2938829679256,2013
1153 ADELAIDE ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,43.023021,-81.248902,2013
3901 WEST GRAHAM PL,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6P 1G4,0.0,0.0,0.0,76.65,Square meters,,kWh,,,,,,,,0.0,,,42.9161701,-81.3205858,2013
663 BATHURST ST,0.0,50,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
663 BATHURST ST,0.0,50,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,0.0,0.0,576.01,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
663 BATHURST ST,0.0,50,LONDON,0.0,,0.0,0.0,216.53371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,0.0,0.0,152.64,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
663 BATHURST ST,0.0,50,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,0.0,0.0,576.01,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
663 BATHURST ST,0.0,50,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,0.0,0.0,557.43,Square meters,,,Cubic Meter,,,,,,,0.0,,,42.98485520000001,-81.2304173,2013
136 CAVENDISH CRES,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,0.0,0.0,0.0,78.97,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.980429724864294,-81.2671149869268,2013
707 EXETER RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6E 1L3,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9253976,-81.22104990000003,2013
199 WONDERLAND RD S,0.0,60,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,0.0,0.0,0.0,569.23,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9702105,-81.2925583,2013
1570 OXFORD ST W,0.0,80,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,0.0,0.0,0.0,628.5,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.971562,-81.3345411,2013
645 SPRINGBANK DR,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 4T1,0.0,0.0,0.0,579.73,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9619785428571,-81.2967508821429,2013
1220 ADELAIDE ST N,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,0.0,0.0,0.0,226.69,Square meters,,kWh,,,,,,,,0.0,,,43.0114376,-81.24279609999998,2013
1554 WILTON GROVE,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6N 1M4,0.0,0.0,0.0,0.0,Square meters,,kWh,Cubic Meter,,,,,,,0.0,,,42.9344818,-81.20823809999997,2013
