Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
3045 GORE RD,4.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,549.0775,0.0,0.0,0.0,175.7048,0.0,,GORE RD PUMP STN,Facilities related to the pumping of sewage,N5V 4T2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"3045 GORE RD, London Ontario","{""lat"": 42.9775374, ""lng"": -81.17515, ""boundingbox"": [""42.9775374"", ""42.9777578"", ""-81.17515"", ""-81.1743522""]}",42.9775374,-81.17515,2011
109 GREENSIDE AVE,51145.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,489.21398,695.9515200000003,0.0,0.0,0.0,0.0,,GREENWAY PCC,Facilities related to the treatment of sewage,N6J 2X5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"109 GREENSIDE AVE, London Ontario",,,,2011
1017 WESTERN RD,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.018479999999998,0.0,0.0,0.0,0.0,,GROSVENOR LODGE,Cultural facilities,N6G 1G5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1017 WESTERN RD, London Ontario","{""lat"": 42.9962746941887, ""lng"": -81.2741523885326, ""boundingbox"": [""42.996224694189"", ""42.996324694189"", ""-81.274202388533"", ""-81.274102388533""]}",42.9962746941887,-81.27415238853258,2011
898 TRAFALGAR ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.49655,0.0,0.0,0.0,0.0,,HAMILTON RD SENIORS CENTRE,Community centres,N5Z 1G2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"898 TRAFALGAR ST, London Ontario","{""lat"": 42.9796469, ""lng"": -81.2152746, ""boundingbox"": [""42.9795969"", ""42.9796969"", ""-81.2153246"", ""-81.2152246""]}",42.9796469,-81.21527459999999,2011
32 1/2 HAMPTON CRES,68.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,180.77971,0.0,0.0,0.0,983.4416,0.0,,HAZELDON PUMP STN,Facilities related to the pumping of sewage,N6H 2N8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"32 1/2 HAMPTON CRES, London Ontario","{""lat"": 42.9600916007257, ""lng"": -81.3149235909015, ""boundingbox"": [""42.960041600726"", ""42.960141600726"", ""-81.314973590902"", ""-81.314873590901""]}",42.9600916007257,-81.3149235909015,2011
104 FITZWILLIAM BLVD,876.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,101.52102,142.29186,0.0,0.0,0.0,0.0,,HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,N6H 5H4,0.0,0.0,0.0,625.0,Square feet,,kWh,,,,,,,,0.0,"104 FITZWILLIAM BLVD, London Ontario","{""lat"": 42.9797292815753, ""lng"": -81.3315213401691, ""boundingbox"": [""42.979679281575"", ""42.979779281575"", ""-81.331571340169"", ""-81.331471340169""]}",42.979729281575295,-81.33152134016909,2011
1099 WILLIAM ST,170.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,179.76341000000005,119.37414,0.0,0.0,0.0,0.0,,HURON PUMP STN,Facilities related to the pumping of sewage,N5Y 2V4,0.0,0.0,0.0,256.0,Square feet,,kWh,,,,,,,,0.0,"1099 WILLIAM ST, London Ontario","{""lat"": 43.0074384, ""lng"": -81.2440964, ""boundingbox"": [""43.0053774"", ""43.0094744"", ""-81.2451669"", ""-81.2430379""]}",43.0074384,-81.2440964,2011
1439 STAFFORDSHIRE RD,2583.38,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,97.98995,192.79914,0.0,0.0,0.0,7.78,Pumping Station Metered,HYDE PARK PUMP STN,Facilities related to the pumping of water,N6H 5P8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1439 STAFFORDSHIRE RD, London Ontario","{""lat"": 42.9852958, ""lng"": -81.3316486, ""boundingbox"": [""42.983784"", ""42.9870412"", ""-81.3323491"", ""-81.3282862""]}",42.9852958,-81.3316486,2011
500 HYDE PARK RD,0.57,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,223.05,0.0,0.0,0.0,0.0,"1 Well, 1 Pump that is metered",HYDE PARK WELL,Facilities related to the pumping of water,N6H 4Z9,0.0,0.0,0.0,70.0,Square feet,,kWh,,,,,,,,0.0,"500 HYDE PARK RD, London Ontario","{""lat"": 42.9689023, ""lng"": -81.3171159, ""boundingbox"": [""42.9688523"", ""42.9689523"", ""-81.3171659"", ""-81.3170659""]}",42.9689023,-81.3171159,2011
267 DUNDAS ST,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.66986,0.0,0.0,0.0,0.0,,J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,0.0,0.0,0.0,0.0,Square feet,Giga Joule - chilled water,kWh,Cubic meter,,,,,,Giga Joule - steam or hot water,0.0,"267 DUNDAS ST, London Ontario","{""lat"": 42.98471, ""lng"": -81.2454562, ""boundingbox"": [""42.98466"", ""42.98476"", ""-81.2455062"", ""-81.2454062""]}",42.98471,-81.2454562,2011
20 GRANVILLE ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,46.34081,0.0,0.0,0.0,0.0,,KINSMEN ARENA SPLASH PAD,Indoor ice rinks,N6H 1J3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"20 GRANVILLE ST, London Ontario","{""lat"": 42.9875432, ""lng"": -81.2646583, ""boundingbox"": [""42.9874932"", ""42.9875932"", ""-81.2647083"", ""-81.2646083""]}",42.98754320000001,-81.2646583,2011
78 RIVERSIDE DR,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.05313,0.0,0.0,0.0,0.0,,KIWANIS SENIOR CENTRE,Community centres,N6H 1B4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"78 RIVERSIDE DR, London Ontario","{""lat"": 42.9827141569511, ""lng"": -81.2612008102205, ""boundingbox"": [""42.982664156951"", ""42.982764156951"", ""-81.261250810221"", ""-81.26115081022""]}",42.982714156951104,-81.2612008102205,2011
7112 BEATTIE ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.96815,0.0,0.0,0.0,0.0,,LAMBETH ARENA,Indoor ice rinks,N6P 1A2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"7112 BEATTIE ST, London Ontario","{""lat"": 42.9097001068087, ""lng"": -81.3045035745406, ""boundingbox"": [""42.909650106809"", ""42.909750106809"", ""-81.304553574541"", ""-81.304453574541""]}",42.90970010680871,-81.30450357454059,2011
7109 WESTMINSTER DR,0.0,126,London,0.0,,0.0,0.0,934.64,0.0,0.0,0.0,43.25396,0.0,0.0,0.0,0.0,,LAMBETH CC,Community centres,N6P 1N4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"7109 WESTMINSTER DR, London Ontario","{""lat"": 42.8982734, ""lng"": -81.2387878, ""boundingbox"": [""42.8978019"", ""42.8982734"", ""-81.2387878"", ""-81.2377166""]}",42.8982734,-81.2387878,2011
80 TECUMSEH AVE W,7.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,301.26429,0.0,0.0,0.0,168.708,0.0,,MANOR PARK PUMP STN,Facilities related to the pumping of sewage,N6C 1S1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"80 TECUMSEH AVE W, London Ontario","{""lat"": 42.9695035, ""lng"": -81.2439573, ""boundingbox"": [""42.9692357"", ""42.9697198"", ""-81.2472182"", ""-81.2413206""]}",42.9695035,-81.24395729999998,2011
199 WONDERLAND RD S,0.0,60,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.7538,0.0,0.0,0.0,0.0,,MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"199 WONDERLAND RD S, London Ontario","{""lat"": 42.9702105, ""lng"": -81.2925583, ""boundingbox"": [""42.9701605"", ""42.9702605"", ""-81.2926083"", ""-81.2925083""]}",42.9702105,-81.2925583,2011
119 SHERWOOD FOREST SQ,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.13768,0.0,0.0,0.0,0.0,,MEDWAY ARENA,Indoor ice rinks,N6G 2C3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"119 SHERWOOD FOREST SQ, London Ontario","{""lat"": 43.0033943333333, ""lng"": -81.304071, ""boundingbox"": [""43.003344333333"", ""43.003444333333"", ""-81.304121"", ""-81.304021""]}",43.003394333333304,-81.304071,2011
1424 CORLEY DR,4851.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,186.55104,0.0,0.0,0.0,0.0,0.0,,MEDWAY PUMP STN,Facilities related to the pumping of sewage,N6G 2K4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"1424 CORLEY DR, London Ontario","{""lat"": 43.0104902633193, ""lng"": -81.2827210857311, ""boundingbox"": [""43.010440263319"", ""43.010540263319"", ""-81.282771085731"", ""-81.282671085731""]}",43.010490263319305,-81.2827210857311,2011
799 HOMEVIEW RD,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.36667,0.0,0.0,0.0,0.0,,NICHOLS ARENA,Indoor ice rinks,N6C 5S6,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"799 HOMEVIEW RD, London Ontario","{""lat"": 42.9428687, ""lng"": -81.2524955, ""boundingbox"": [""42.9428187"", ""42.9429187"", ""-81.2525455"", ""-81.2524455""]}",42.94286870000001,-81.2524955,2011
1345 CHEAPSIDE ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.62751,0.0,0.0,0.0,0.0,,NORTH LONDON OCC,Community centres,N5V 3N9,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1345 CHEAPSIDE ST, London Ontario","{""lat"": 43.015113, ""lng"": -81.208542, ""boundingbox"": [""43.015063"", ""43.015163"", ""-81.208592"", ""-81.208492""]}",43.015113,-81.20854200000002,2011
19 1/2 BENSON CRES,261.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,136.93613,119.13443,0.0,0.0,0.0,0.0,,NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,N5X 2B1,0.0,0.0,0.0,300.0,Square feet,,kWh,,,,,,,,0.0,"19 1/2 BENSON CRES, London Ontario","{""lat"": 43.0374822339056, ""lng"": -81.2296749004293, ""boundingbox"": [""43.037432233906"", ""43.037532233906"", ""-81.229724900429"", ""-81.229624900429""]}",43.0374822339056,-81.2296749004293,2011
221 SUNNINGDALE RD E,656.1,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,159.92515,77.72362,0.0,0.0,0.0,0.0,Uplands Pumping Station - Water Pumping Station - metered,NS SUN-DALE E/O RICHMOND(CH1&1A),Facilities related to the pumping of water,N5X 0A6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"221 SUNNINGDALE RD E, London Ontario",,,,2011
825 VALETTA ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.41899,0.0,0.0,0.0,0.0,,OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,N6H 2Z2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"825 VALETTA ST, London Ontario","{""lat"": 42.9753397401807, ""lng"": -81.3055440723341, ""boundingbox"": [""42.975289740181"", ""42.975389740181"", ""-81.305594072334"", ""-81.305494072334""]}",42.9753397401807,-81.30554407233409,2011
1420 OXFORD ST W,0.0,80,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.23955,0.0,0.0,0.0,0.0,Administration Area,OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1420 OXFORD ST W, London Ontario","{""lat"": 42.9632143, ""lng"": -81.3690278, ""boundingbox"": [""42.9632143"", ""42.963339"", ""-81.3690278"", ""-81.3683784""]}",42.9632143,-81.3690278,2011
1420 OXFORD ST W,0.0,80,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.23956,0.0,0.0,0.0,0.0,Garage Area,OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1420 OXFORD ST W, London Ontario","{""lat"": 42.9632143, ""lng"": -81.3690278, ""boundingbox"": [""42.9632143"", ""42.963339"", ""-81.3690278"", ""-81.3683784""]}",42.9632143,-81.3690278,2011
1570 OXFORD ST W,3735.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,821.11423,0.0,0.0,0.0,0.0,0.0,,OXFORD PCP,Facilities related to the treatment of sewage,N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"1570 OXFORD ST W, London Ontario","{""lat"": 42.971562, ""lng"": -81.3345411, ""boundingbox"": [""42.971512"", ""42.971612"", ""-81.3345911"", ""-81.3344911""]}",42.971562,-81.3345411,2011
31 1/2 PAARDEBURG CRES,88.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,175.53364,154.4696,0.0,0.0,0.0,0.0,,PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,N5Y 1B9,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,"31 1/2 PAARDEBURG CRES, London Ontario","{""lat"": 43.0096572, ""lng"": -81.210976, ""boundingbox"": [""43.0085621"", ""43.010092"", ""-81.2122147"", ""-81.2105727""]}",43.00965720000001,-81.210976,2011
58 PITCARNIE CRES - LAWSON ESTAT,13.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,253.5,32.955,0.0,0.0,263.64,0.0,,PITCARNIE PUMP STN,Facilities related to the pumping of sewage,N6G 4N3,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,"58 PITCARNIE CRES - LAWSON ESTAT, London Ontario",,,,2011
1121 OMMISSIONERS RD E,7579.356,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,49.87008,370.57165,0.0,0.0,0.0,0.0,Water Pumping Station - Metered,POND MILLS PUMP STN,Facilities related to the pumping of water,N5Z 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"1121 OMMISSIONERS RD E, London Ontario",,,,2011
1139 HAMILTON RD,10656.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,439.75093,392.7901,0.0,0.0,0.0,0.0,,POTTERSBURG PCP,Facilities related to the treatment of sewage,N5W 1B1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1139 HAMILTON RD, London Ontario","{""lat"": 42.96536, ""lng"": -81.1441235, ""boundingbox"": [""42.9639102"", ""42.9683807"", ""-81.1499604"", ""-81.1406169""]}",42.96536,-81.14412349999998,2011
824 DUNDAS ST,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.62111,0.0,0.0,0.0,0.0,,PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"824 DUNDAS ST, London Ontario","{""lat"": 42.9911735352941, ""lng"": -81.2240402705882, ""boundingbox"": [""42.991123535294"", ""42.991223535294"", ""-81.224090270588"", ""-81.223990270588""]}",42.9911735352941,-81.2240402705882,2011
2120 KAINS RD,246.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,965.75211,62.51974000000001,0.0,0.0,0.0,0.0,,RIVER BEND PUMP STN,Facilities related to the pumping of sewage,N6K 0C1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"2120 KAINS RD, London Ontario","{""lat"": 42.9694926, ""lng"": -81.3702385, ""boundingbox"": [""42.9686776"", ""42.9702685"", ""-81.3708518"", ""-81.3695281""]}",42.9694926,-81.3702385,2011
645 SPRINGBANK DR (605),0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.40338,0.0,0.0,0.0,0.0,,ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 4T1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"645 SPRINGBANK DR (605), London Ontario","{""lat"": 42.9619785428571, ""lng"": -81.2967508821429, ""boundingbox"": [""42.961928542857"", ""42.962028542857"", ""-81.296800882143"", ""-81.296700882143""]}",42.9619785428571,-81.2967508821429,2011
1251 SANDFORD ST,187.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,169.27133999999995,316.5374,0.0,0.0,0.0,0.0,,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,"1251 SANDFORD ST, London Ontario","{""lat"": 43.023127, ""lng"": -81.204989, ""boundingbox"": [""43.023077"", ""43.023177"", ""-81.205039"", ""-81.204939""]}",43.023127,-81.204989,2011
50 SYCAMORE ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.7424,0.0,0.0,0.0,0.0,,SILVERWOOD ARENA,Indoor ice rinks,N5Z 1K8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"50 SYCAMORE ST, London Ontario","{""lat"": 42.98324692, ""lng"": -81.20611992, ""boundingbox"": [""42.98319692"", ""42.98329692"", ""-81.20616992"", ""-81.20606992""]}",42.98324692,-81.20611992,2011
1119 JALNA BLVD,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.796879999999998,0.0,0.0,0.0,0.0,,SOUTH LONDON CC,Community centres,N6E 3B3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1119 JALNA BLVD, London Ontario","{""lat"": 42.9306748, ""lng"": -81.2273092, ""boundingbox"": [""42.9306248"", ""42.9307248"", ""-81.2273592"", ""-81.2272592""]}",42.9306748,-81.22730920000002,2011
100 DENNIS AVE,112619.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,1.58822,279.47481,0.0,0.0,0.0,0.0,,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,0.0,0.0,0.0,640.0,Square feet,,kWh,,,,,,,,0.0,"100 DENNIS AVE, London Ontario","{""lat"": 42.9076268, ""lng"": -81.2898129, ""boundingbox"": [""42.90635"", ""42.9082446"", ""-81.2948354"", ""-81.2872188""]}",42.9076268,-81.2898129,2011
3938 WEST GRAHAM PL,101.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,290.18595,0.0,0.0,0.0,0.0,,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,0.0,0.0,0.0,430.0,Square feet,,kWh,,,,,,,,0.0,"3938 WEST GRAHAM PL, London Ontario","{""lat"": 42.9162442664427, ""lng"": -81.3204768112991, ""boundingbox"": [""42.916194266443"", ""42.916294266443"", ""-81.320526811299"", ""-81.320426811299""]}",42.9162442664427,-81.3204768112991,2011
205 WONDERLAND RD S,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.70874,0.0,0.0,0.0,0.0,,SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"205 WONDERLAND RD S, London Ontario","{""lat"": 42.9613026, ""lng"": -81.2933324, ""boundingbox"": [""42.9591668"", ""42.9635958"", ""-81.29361"", ""-81.2929561""]}",42.9613026,-81.2933324,2011
1097 COMMISSIONERS RD W,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.81404,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1097 COMMISSIONERS RD W, London Ontario","{""lat"": 42.9568748571429, ""lng"": -81.3221416857143, ""boundingbox"": [""42.956824857143"", ""42.956924857143"", ""-81.322191685714"", ""-81.322091685714""]}",42.9568748571429,-81.32214168571429,2011
844 COMMISSIONERS RD W,4471.8,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,165.4714,414.54062000000016,0.0,0.0,0.0,0.0,Pumping Station Metered,SPRINGBANK RES #3,Facilities related to the pumping of water,N6K 1C2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"844 COMMISSIONERS RD W, London Ontario","{""lat"": 42.9531075043478, ""lng"": -81.3094974652174, ""boundingbox"": [""42.953057504348"", ""42.953157504348"", ""-81.309547465217"", ""-81.309447465217""]}",42.9531075043478,-81.3094974652174,2011
1220 ADELAIDE ST N,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.58555,0.0,0.0,699.9,0.0,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"1220 ADELAIDE ST N, London Ontario","{""lat"": 43.0114376, ""lng"": -81.2427961, ""boundingbox"": [""43.0110358"", ""43.0115278"", ""-81.2428645"", ""-81.2425302""]}",43.0114376,-81.24279609999998,2011
1221 SANDFORD ST,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.88542,0.0,0.0,0.0,0.0,,STRONACH ARENA & POOL,Indoor recreational facilities ,N5V 2J8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"1221 SANDFORD ST, London Ontario","{""lat"": 43.020539, ""lng"": -81.203634, ""boundingbox"": [""43.020489"", ""43.020589"", ""-81.203684"", ""-81.203584""]}",43.020539,-81.203634,2011
135 OPTIMIST PARK DR,138.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,271.8258,60.01914,0.0,0.0,0.0,0.0,,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,0.0,0.0,0.0,625.0,Square feet,,kWh,,,,,,,,0.0,"135 OPTIMIST PARK DR, London Ontario","{""lat"": 42.9386549979543, ""lng"": -81.3360206596018, ""boundingbox"": [""42.938604997954"", ""42.938704997954"", ""-81.336070659602"", ""-81.335970659602""]}",42.938654997954295,-81.3360206596018,2011
18 MACKELLAR AVE,168.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,209.74131,0.0,0.0,0.0,0.0,0.0,,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"18 MACKELLAR AVE, London Ontario","{""lat"": 42.9658544, ""lng"": -81.2987181, ""boundingbox"": [""42.9656291"", ""42.9660484"", ""-81.2989568"", ""-81.2980891""]}",42.9658544,-81.2987181,2011
6664 PACK RD,181.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,430.62199,397.66622,0.0,0.0,0.0,0.0,,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,0.0,0.0,0.0,196.0,Square feet,,kWh,,,,,,,,0.0,"6664 PACK RD, London Ontario","{""lat"": 42.9256433, ""lng"": -81.3147283, ""boundingbox"": [""42.9256433"", ""42.9266047"", ""-81.3147283"", ""-81.31088""]}",42.9256433,-81.3147283,2011
652 ELIZABETH ST,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.85686,0.0,0.0,0.0,0.0,,T-BLOCK,"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"652 ELIZABETH ST, London Ontario","{""lat"": 42.9987718, ""lng"": -81.233576, ""boundingbox"": [""42.9968781"", ""43.0009149"", ""-81.2346405"", ""-81.2326457""]}",42.9987718,-81.233576,2011
565 BRADLEY AVE,0.0,126,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,103.63678,0.0,0.0,0.0,0.0,,THAMES VALLEY-SOUTHLDN POOL,Indoor swimming pools,N6E 3Z8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"565 BRADLEY AVE, London Ontario","{""lat"": 42.9341639, ""lng"": -81.2362539, ""boundingbox"": [""42.9341139"", ""42.9342139"", ""-81.2363039"", ""-81.2362039""]}",42.9341639,-81.23625390000002,2011
696 WELLINGTON RD,0.0,70,London,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.51839,0.0,0.0,0.0,0.0,,TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"696 WELLINGTON RD, London Ontario","{""lat"": 42.94773575, ""lng"": -81.2269444506159, ""boundingbox"": [""42.9476002"", ""42.9478323"", ""-81.2271111"", ""-81.2267434""]}",42.94773575,-81.2269444506159,2011
2264 TRAFALGAR ST,802.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,156.52436,78.45784,0.0,0.0,0.0,0.0,,TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,N5V 4Z8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"2264 TRAFALGAR ST, London Ontario","{""lat"": 42.9829737, ""lng"": -81.2031709, ""boundingbox"": [""42.9819521"", ""42.9841859"", ""-81.2068133"", ""-81.1990368""]}",42.9829737,-81.2031709,2011
54 PRICE ST,8742.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,392.09711,0.0,0.0,0.0,0.0,0.0,,VAUXHALL PCP,Facilities related to the treatment of sewage,N5Z 2H9,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic meter,,,,,,,0.0,"54 PRICE ST, London Ontario","{""lat"": 42.9756733084415, ""lng"": -81.2073481708143, ""boundingbox"": [""42.975623308441"", ""42.975723308442"", ""-81.207398170814"", ""-81.207298170814""]}",42.97567330844149,-81.2073481708143,2011
27 VICTORIA ST,28.0,168,London,0.0,,0.0,0.0,0.0,0.0,0.0,304.46321,0.0,0.0,0.0,681.9976,0.0,,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,"27 VICTORIA ST, London Ontario","{""lat"": 43.0010093, ""lng"": -81.2672495, ""boundingbox"": [""43.0004336"", ""43.0016519"", ""-81.269253"", ""-81.264919""]}",43.0010093,-81.2672495,2011
