Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Notes,full_address,geocode,lat,lng
ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1153 ADELAIDE ST N,London,N5Y 2N4,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,58.69149,,,"1153 ADELAIDE ST N, London Ontario","{""lat"": 43.023021, ""lng"": -81.248902, ""boundingbox"": [""43.022971"", ""43.023071"", ""-81.248952"", ""-81.248852""]}",43.023021,-81.248902
ADELAIDE PCP,Facilities related to the treatment of sewage,1201 ADELAIDE ST N,London,N5Y 2N4,,Square feet,168,10402.0,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,586.72555,727.62542,,"1201 ADELAIDE ST N, London Ontario","{""lat"": 43.0114376, ""lng"": -81.2427961, ""boundingbox"": [""43.0110358"", ""43.0115278"", ""-81.2428645"", ""-81.2425302""]}",43.0114376,-81.24279609999999
ADMIN-PCC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3901 WEST GRAHAM PL,London,N6P 1G4,825.0,Square feet,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,66.24219000000001,,,"3901 WEST GRAHAM PL, London Ontario","{""lat"": 42.9161701, ""lng"": -81.3205858, ""boundingbox"": [""42.9157206"", ""42.9173251"", ""-81.3227709"", ""-81.3165567""]}",42.9161701,-81.3205858
AJ TYLER - MAIN BUILDING,"Administrative offices and related facilities, including municipal council chambers",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,98.38929,,Administration,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
AJ TYLER - MAIN BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,98.38928,,Garage Area,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,9.323739999999999,,,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,44.75,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,182.83891,,,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,11.68263,,,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,,Square feet,50,,,kWh,446.26,Cubic meter,,,,,,,,,,,,,,,,,,,,2.92326,,,"663 BATHURST ST, London Ontario","{""lat"": 42.9848552, ""lng"": -81.2304173, ""boundingbox"": [""42.9848052"", ""42.9849052"", ""-81.2304673"", ""-81.2303673""]}",42.984855200000005,-81.2304173
ARGYLE ARENA,Indoor recreational facilities ,1948 WAVELL ST,London,N5V 1P4,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,44.41753,,,"1948 WAVELL ST, London Ontario","{""lat"": 43.0002089499258, ""lng"": -81.1685502451732, ""boundingbox"": [""43.000158949926"", ""43.000258949926"", ""-81.168600245173"", ""-81.168500245173""]}",43.00020894992579,-81.16855024517321
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,Arva,N0M 1C0,,Square feet,168,40385.793,,kWh,,,,,,,,,,,,,,,,,,,,,,786.24331,151.85285,6 Pumps at this location,"13966 MEDWAY RD, Arva Ontario",,,
BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,201 WONDERLAND RD S,London,N6K 3T3,,Square feet,168,2988.0,,kWh,,,,,,,,,,,,,,,,,,,,,,236.07066,94.80749,,"201 WONDERLAND RD S, London Ontario","{""lat"": 42.9613026, ""lng"": -81.2933324, ""boundingbox"": [""42.9591668"", ""42.9635958"", ""-81.29361"", ""-81.2929561""]}",42.9613026,-81.2933324
BOSTWICK PUMP STN,Facilities related to the pumping of sewage,1451 WHARNCLIFFE RD S,London,N6L 1J9,375.0,Square feet,168,142.0,,kWh,,,,,,,,,,,,,,,,,,,,,,104.08723,274.87824,,"1451 WHARNCLIFFE RD S, London Ontario","{""lat"": 42.9293558617346, ""lng"": -81.2706747389808, ""boundingbox"": [""42.929305861735"", ""42.929405861735"", ""-81.270724738981"", ""-81.270624738981""]}",42.9293558617346,-81.2706747389808
BOYLE CC,Community centres,530 CHARLOTTE ST,London,N5W 4A4,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,13.517370000000001,,,"530 CHARLOTTE ST, London Ontario","{""lat"": 42.9966771347937, ""lng"": -81.2186794443261, ""boundingbox"": [""42.996627134794"", ""42.996727134794"", ""-81.218729444326"", ""-81.218629444326""]}",42.9966771347937,-81.2186794443261
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,London,N6J 2W4 ,0.0,Square feet,168,36.0,,kWh,,,,,,,,,,,,,,,,,,,,,593.6456,,206.12694,,"24 BROOKDALE AVE, London Ontario","{""lat"": 42.9745474, ""lng"": -81.2673897, ""boundingbox"": [""42.9744974"", ""42.9745974"", ""-81.2674397"", ""-81.2673397""]}",42.9745474,-81.2673897
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LANE,London,N6A 3L1,280.0,Square feet,168,163.0,,kWh,,,,,,,,,,,,,,,,,,,,,,100.05279,171.86982,,"37 TOWER LANE, London Ontario","{""lat"": 43.00869665, ""lng"": -81.2648525560892, ""boundingbox"": [""43.0086719"", ""43.0087213"", ""-81.2648908"", ""-81.2648143""]}",43.00869665,-81.2648525560892
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,London,N6K 2A3,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,39.00962,,,"1308 NORMAN AVE, London Ontario","{""lat"": 42.9571509, ""lng"": -81.3361288, ""boundingbox"": [""42.9571009"", ""42.9572009"", ""-81.3361788"", ""-81.3360788""]}",42.957150899999995,-81.3361288
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,London,N6K 1Y2,540.0,Square feet,168,1923.0,,kWh,,,,,,,,,,,,,,,,,,,,,,330.85582999999997,92.90803000000001,,"1322 OLD BRIDGE RD, London Ontario",,,
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,London,N6G 2Y9,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,66.5467,,,"1045 WONDERLAND RD N, London Ontario","{""lat"": 43.0028073343031, ""lng"": -81.3025458868209, ""boundingbox"": [""43.002757334303"", ""43.002857334303"", ""-81.302595886821"", ""-81.302495886821""]}",43.0028073343031,-81.30254588682091
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,London,N5Y 3T5,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,39.75224,,,"675 GROSVENOR ST, London Ontario","{""lat"": 43.005562, ""lng"": -81.234056, ""boundingbox"": [""43.005512"", ""43.005612"", ""-81.234106"", ""-81.234006""]}",43.005562,-81.23405600000001
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,London,N5Y 6L3,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,34.021359999999994,,,"654 ELIZABETH ST, London Ontario","{""lat"": 42.9987718, ""lng"": -81.233576, ""boundingbox"": [""42.9968781"", ""43.0009149"", ""-81.2346405"", ""-81.2326457""]}",42.9987718,-81.233576
CARLING HEIGHTS OCC-POOL,Indoor swimming pools,656 ELIZABETH ST,London,N5Y 6L3,,Square feet,126,,,kWh,,,,,,,,,,,,,,,,,,,,,,113.33235,,,"656 ELIZABETH ST, London Ontario","{""lat"": 42.9987718, ""lng"": -81.233576, ""boundingbox"": [""42.9968781"", ""43.0009149"", ""-81.2346405"", ""-81.2326457""]}",42.9987718,-81.233576
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,London,N6H 1A6,850.0,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,65.14997,,,"136 CAVENDISH CRES, London Ontario","{""lat"": 42.9804297248643, ""lng"": -81.2671149869268, ""boundingbox"": [""42.980379724864"", ""42.980479724864"", ""-81.267164986927"", ""-81.267064986927""]}",42.980429724864294,-81.2671149869268
CENTENNIAL HALL,Auditoriums,550 WELLINGTON ST,London,N6A 3P9,,Square feet,70,,,kWh,,,,,,,,,,,,,,Giga Joule - steam or hot water,,,,Giga Joule - chilled water,,,,28.0983,,,"550 WELLINGTON ST, London Ontario","{""lat"": 42.9892119, ""lng"": -81.2466055416328, ""boundingbox"": [""42.9889443"", ""42.9894859"", ""-81.2470292"", ""-81.2461804""]}",42.9892119,-81.24660554163279
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,London,N5Z 3K2,100.0,Square feet,168,1339.931,,kWh,,,,,,,,,,,,,,,,,,,,,,597.3727,44.58235,,"1 ADELAIDE ST S, London Ontario","{""lat"": 42.974344, ""lng"": -81.2255029, ""boundingbox"": [""42.974294"", ""42.974394"", ""-81.2255529"", ""-81.2254529""]}",42.974344,-81.22550290000001
CITY HALL,"Administrative offices and related facilities, including municipal council chambers",300 DUFFERIN AVE,London,N6B 1Z2,,Square feet,126,,,kWh,,,,,,,,,,,,,,Giga Joule - steam or hot water,,,,Giga Joule - chilled water,,,,29.02714000000001,,,"300 DUFFERIN AVE, London Ontario","{""lat"": 42.9877504, ""lng"": -81.2464214, ""boundingbox"": [""42.9877004"", ""42.9878004"", ""-81.2464714"", ""-81.2463714""]}",42.987750399999996,-81.2464214
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,London,N6K 4T1,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,59.79923,,,"625 SPRINGBANK DR, London Ontario","{""lat"": 42.9625799714286, ""lng"": -81.2954907035714, ""boundingbox"": [""42.962529971429"", ""42.962629971429"", ""-81.295540703571"", ""-81.295440703571""]}",42.9625799714286,-81.2954907035714
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,London,N5W 6H1,,Square feet,168,1808.0,,kWh,,,,,,,,,,,,,,,,,,,,,,71.73992,120.62465,,"479 CLARKE RD, London Ontario","{""lat"": 43.041672, ""lng"": -81.1945997, ""boundingbox"": [""43.0412473"", ""43.0422883"", ""-81.1949156"", ""-81.1943904""]}",43.041672,-81.1945997
CRESTWOOD PUMP STN,Facilities related to the pumping of sewage,999 GABOR ST,London,N6K 4V5,0.0,Square feet,168,73.0,,kWh,,,,,,,,,,,,,,,,,,,,,,,274.35562000000004,,"999 GABOR ST, London Ontario","{""lat"": 42.9424868346154, ""lng"": -81.3113104961539, ""boundingbox"": [""42.942436834615"", ""42.942536834615"", ""-81.311360496154"", ""-81.311260496154""]}",42.942486834615394,-81.31131049615391
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,London,N6E 3X1,,Square feet,168,174.491,,kWh,,,,,,,,,,,,,,,,,,,,,,57.61554,,Bypass Pumps,"3506 DINGMAN DR, London Ontario","{""lat"": 42.9127292472928, ""lng"": -81.2268277997608, ""boundingbox"": [""42.912679247293"", ""42.912779247293"", ""-81.226877799761"", ""-81.226777799761""]}",42.912729247292795,-81.2268277997608
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,London,N5W 5P4,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,66.71439000000001,,,"1731 CHURCHILL AVE, London Ontario","{""lat"": 42.9997093, ""lng"": -81.1765764, ""boundingbox"": [""42.9993866"", ""43.0005438"", ""-81.1776924"", ""-81.1736652""]}",42.9997093,-81.1765764
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,London,N5W 1B1,,Square feet,168,570.62,,kWh,,,,,,,,,,,,,,,,,,,,,,36.99198,151.69682,,"1313 HAMILTON RD, London Ontario","{""lat"": 42.96536, ""lng"": -81.1441235, ""boundingbox"": [""42.9639102"", ""42.9683807"", ""-81.1499604"", ""-81.1406169""]}",42.96536,-81.14412349999999
ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",520 WELLINGTON ST 11/12,London,N6A 4L9,,Square feet,60,,,kWh,,,,,,,,,,,,,,,,,,,,,,11.87601,,,"520 WELLINGTON ST 11/12, London Ontario",,,
EP WILLIAMS ESATE,Cultural facilities,101 WINDERMERE RD,London,N6G 2J4,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,17.61494,,,"101 WINDERMERE RD, London Ontario","{""lat"": 43.012026, ""lng"": -81.291877, ""boundingbox"": [""43.011976"", ""43.012076"", ""-81.291927"", ""-81.291827""]}",43.012026,-81.291877
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,London,N6E 1L3,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,24.79557,,,"707 EXETER RD, London Ontario","{""lat"": 42.9253976, ""lng"": -81.2210499, ""boundingbox"": [""42.9253476"", ""42.9254476"", ""-81.2210999"", ""-81.2209999""]}",42.925397600000004,-81.22104990000001
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,London,N5X 3Y7,0.0,Square feet,168,2.612,,kWh,,,,,,,,,,,,,,,,,,,,,,,,"6 Wells, 6 Pumps each individually metered","2835 CLARKE RD, London Ontario","{""lat"": 43.041672, ""lng"": -81.1945997, ""boundingbox"": [""43.0412473"", ""43.0422883"", ""-81.1949156"", ""-81.1943904""]}",43.041672,-81.1945997
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,London,N6C 1T4,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,32.14472,,,"411 TECUMSEH AVE E, London Ontario","{""lat"": 42.96961294, ""lng"": -81.241548645, ""boundingbox"": [""42.96956294"", ""42.96966294"", ""-81.241598645"", ""-81.241498645""]}",42.96961294,-81.241548645
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,London,N6B 1L7,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,29.89715,,,"400 HORTON ST E, London Ontario","{""lat"": 42.9817872, ""lng"": -81.2375347, ""boundingbox"": [""42.9817372"", ""42.9818372"", ""-81.2375847"", ""-81.2374847""]}",42.98178720000001,-81.23753470000001
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,London,N5W 2M7,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,36.30814,,,"1103 FLORENCE ST, London Ontario","{""lat"": 42.9906552, ""lng"": -81.212471, ""boundingbox"": [""42.9906052"", ""42.9907052"", ""-81.212521"", ""-81.212421""]}",42.9906552,-81.212471
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,London,N6K 1B7,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,35.10387,,,"550 COMMISSIONERS RD W, London Ontario","{""lat"": 42.9538022285714, ""lng"": -81.2918504857143, ""boundingbox"": [""42.953752228571"", ""42.953852228571"", ""-81.291900485714"", ""-81.291800485714""]}",42.9538022285714,-81.29185048571429
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,London,N6A 3Z8,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,32.41238,,,"807 COLBORNE ST, London Ontario","{""lat"": 42.999574, ""lng"": -81.2466024, ""boundingbox"": [""42.999524"", ""42.999624"", ""-81.2466524"", ""-81.2465524""]}",42.999573999999996,-81.24660240000001
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,London,N5Z 5E6,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,29.557879999999997,,,"751 DEVERON CRES, London Ontario","{""lat"": 42.9630559, ""lng"": -81.19554, ""boundingbox"": [""42.9630059"", ""42.9631059"", ""-81.19559"", ""-81.19549""]}",42.9630559,-81.19554000000001
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,London,N6H 1T9,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,25.32263,,,"590 OXFORD ST W, London Ontario","{""lat"": 42.9834988, ""lng"": -81.2933117666667, ""boundingbox"": [""42.9834488"", ""42.9835488"", ""-81.293361766667"", ""-81.293261766667""]}",42.98349879999999,-81.2933117666667
FIRE HALL # 07,Fire stations and associated offices and facilities,1192 HIGHBURY AVE,London,N5Y 1A7,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,30.514870000000002,,,"1192 HIGHBURY AVE, London Ontario","{""lat"": 42.9721995, ""lng"": -81.1918055, ""boundingbox"": [""42.9721995"", ""42.9729133"", ""-81.1919623"", ""-81.1918055""]}",42.9721995,-81.1918055
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,London,N6G 1H5,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,34.137809999999995,,,"1565 WESTERN RD, London Ontario","{""lat"": 43.020373, ""lng"": -81.279351, ""boundingbox"": [""43.020323"", ""43.020423"", ""-81.279401"", ""-81.279301""]}",43.020373,-81.279351
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,London,N6C 4R2,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,24.90934,,,"746 WELLINGTON RD, London Ontario","{""lat"": 42.9480627811452, ""lng"": -81.2276573037506, ""boundingbox"": [""42.948012781145"", ""42.948112781145"", ""-81.227707303751"", ""-81.227607303751""]}",42.948062781145204,-81.22765730375059
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,London,N5V 4Z7,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,31.606559999999998,,,"2125 TRAFALGAR ST, London Ontario","{""lat"": 42.9829737, ""lng"": -81.2031709, ""boundingbox"": [""42.9819521"", ""42.9841859"", ""-81.2068133"", ""-81.1990368""]}",42.9829737,-81.2031709
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,London,N6P 1N4,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,31.39047,,,"7109 WESTMINSTER DR, London Ontario","{""lat"": 42.8982734, ""lng"": -81.2387878, ""boundingbox"": [""42.8978019"", ""42.8982734"", ""-81.2387878"", ""-81.2377166""]}",42.8982734,-81.2387878
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER ROAD,London,N6K 2J9,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,57.20836,,,"275 BOLER ROAD, London Ontario","{""lat"": 42.9616615030818, ""lng"": -81.333220045932, ""boundingbox"": [""42.961611503082"", ""42.961711503082"", ""-81.333270045932"", ""-81.333170045932""]}",42.9616615030818,-81.333220045932
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER ROAD,London,N6K 2J9,100.0,Square feet,168,,541.26,kWh,,,,,,,,,,,,,,,,,,,,,43.3008,5.4126,,,"275 BOLER ROAD, London Ontario","{""lat"": 42.9616615030818, ""lng"": -81.333220045932, ""boundingbox"": [""42.961611503082"", ""42.961711503082"", ""-81.333270045932"", ""-81.333170045932""]}",42.9616615030818,-81.333220045932
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,London,N5X 1L5,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,19.2246,,,"790 FANSHAWE PK RD E, London Ontario","{""lat"": 43.037236, ""lng"": -81.247369, ""boundingbox"": [""43.037186"", ""43.037286"", ""-81.247419"", ""-81.247319""]}",43.037236,-81.24736899999999
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK,London,N6H 5K2,,Square feet,168,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,13.643070000000002,,,"2225 HYDE PARK, London Ontario",,,
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,London,N5Z 3G2,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,32.13203,,,"370 CHIPPENDALE CRES, London Ontario","{""lat"": 42.9633598730562, ""lng"": -81.2112648623454, ""boundingbox"": [""42.963309873056"", ""42.963409873056"", ""-81.211314862345"", ""-81.211214862345""]}",42.9633598730562,-81.21126486234542
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,London,N5V 4T2,0.0,Square feet,168,4.0,,kWh,,,,,,,,,,,,,,,,,,,,,175.7048,,549.0775,,"3045 GORE RD, London Ontario","{""lat"": 42.9775374, ""lng"": -81.17515, ""boundingbox"": [""42.9775374"", ""42.9777578"", ""-81.17515"", ""-81.1743522""]}",42.9775374,-81.17515
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,London,N6J 2X5,,Square feet,168,51145.0,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,695.9515200000003,489.21398,,"109 GREENSIDE AVE, London Ontario",,,
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,London,N6G 1G5,,Square feet,70,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,15.018479999999998,,,"1017 WESTERN RD, London Ontario","{""lat"": 42.9962746941887, ""lng"": -81.2741523885326, ""boundingbox"": [""42.996224694189"", ""42.996324694189"", ""-81.274202388533"", ""-81.274102388533""]}",42.9962746941887,-81.27415238853258
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,London,N5Z 1G2,,Square feet,126,,,kWh,,Cubic meter,,,,,,,,,,,,,,,,,,,,26.49655,,,"898 TRAFALGAR ST, London Ontario","{""lat"": 42.9796469, ""lng"": -81.2152746, ""boundingbox"": [""42.9795969"", ""42.9796969"", ""-81.2153246"", ""-81.2152246""]}",42.9796469,-81.21527459999999
HAZELDON PUMP STN,Facilities related to the pumping of sewage,32 1/2 HAMPTON CRES,London,N6H 2N8,0.0,Square feet,168,68.0,,kWh,,,,,,,,,,,,,,,,,,,,,983.4416,,180.77971000000002,,"32 1/2 HAMPTON CRES, London Ontario","{""lat"": 42.9600916007257, ""lng"": -81.3149235909015, ""boundingbox"": [""42.960041600726"", ""42.960141600726"", ""-81.314973590902"", ""-81.314873590901""]}",42.9600916007257,-81.3149235909015
