Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,LONDON,N6K 2A3,770.18,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.957150899999995,-81.3361288
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,LONDON,N5Y 6L3,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9987718,-81.233576
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,LONDON,N6K 4T1,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9625799714286,-81.2954907035714
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,LONDON,N5W 5P4,620.79,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9997093,-81.1765764
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,LONDON,N5Z 1G2,801.03,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9796469,-81.21527459999999
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,LONDON,N6H 1B4,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.982714156951104,-81.2612008102205
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,LONDON,N6P 1A2,,Square meters,126,,912.54936,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.90970010680871,-81.30450357454059
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,LONDON,N5V 3N9,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.015113,-81.20854200000001
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,LONDON,N6E 3B3,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9306748,-81.22730920000001
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,LONDON,N6K 3T3,224.83,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9613026,-81.2933324
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 SPRINGBANK DR,LONDON,N6K 1C5,164.72,Square meters,70,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.95466210000001,-81.31569590000001
EP WILLIAMS ESTATE,Cultural facilities,101 WINDERMERE RD,LONDON,N6G 2J4,866.81,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.012026,-81.291877
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,LONDON,N6G 1G5,856.59,Square meters,70,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9962746941887,-81.27415238853258
ADELAIDE PUMP STN,Facilities related to the pumping of sewage,1201 ADELAIDE ST N,LONDON,N5Y 2N4,0.0,Square meters,168,8787.74100,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0114376,-81.24279609999999
BEACHWOOD,Facilities related to the pumping of sewage,326 BEACHWOOD AVE,LONDON,N6J 1K4,0.0,Square meters,168,3016.57500,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9662951,-81.2773
BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,201 WONDERLAND RD S,LONDON,N6K 3T3,111.49,Square meters,168,113.91866,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9613026,-81.2933324
BOSTWICK PUMP STN,Facilities related to the pumping of sewage,1451 WHARNCLIFFE RD S,LONDON,N6L 1J9,34.84,Square meters,168,50.44982,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9293558617346,-81.2706747389808
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,LONDON,N6J 2W4,0.0,Square meters,168,291.87575,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9745474,-81.2673897
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LN,LONDON,N6A 3L1,26.01,Square meters,168,1630.12600,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.00869665,-81.2648525560892
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,LONDON,N6K 1Y2,50.17,Square meters,168,51.45284,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,LONDON,N5Z 3K2,9.29,Square meters,168,124.15400,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.974344,-81.22550290000001
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,LONDON,N5W 6H1,282.43,Square meters,168,1553.04100,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.041672,-81.1945997
CRESTWOOD PUMP STN,Facilities related to the pumping of sewage,999 GABOR ST,LONDON,N6K4V5,0.0,Square meters,168,69.73900,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.942486834615394,-81.31131049615391
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,LONDON,N6E 3X1,291.72,Square meters,168,0.14900,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.912729247292795,-81.2268277997608
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,LONDON,N5W 1B1,217.4,Square meters,168,598.02100,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.96536,-81.14412349999999
EUSTON ST FAN HOUSE PUMP STN,Facilities related to the pumping of sewage,157 WINSTON AVE,LONDON,N6J 1R7,48.31,Square meters,168,4.32503,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9630901,-81.2673179
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,LONDON,N5V 4T2,0.0,Square meters,168,52.30706,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9775374,-81.17515
HAZELDON PUMP STN,Facilities related to the pumping of sewage,32 1/2 HAMPTON CRES,LONDON,N6H 2N8,0.0,Square meters,168,849.25100,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9600916007257,-81.3149235909015
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,LONDON,N6H 5H4,58.07,Square meters,168,167.28628,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.979729281575295,-81.33152134016909
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,LONDON,N5Y 2V4,23.78,Square meters,168,695.54600,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0074384,-81.2440964
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,121.98,Square meters,168,12.02166,,kWh,29.526,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.985295799999996,-81.3316486
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,LONDON,N6C 1S1,0.0,Square meters,168,4823.46400,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.969503499999995,-81.24395729999999
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,LONDON,N6G 2K4,0.0,Square meters,168,274.96825,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.010490263319305,-81.2827210857311
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,LONDON,N5X 2B1,27.87,Square meters,168,77.70930,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0374822339056,-81.2296749004293
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,LONDON,N5Y 1B9,9.29,Square meters,168,19.58007,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.00965720000001,-81.210976
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,LONDON,N6G 4N3,9.29,Square meters,168,424.89200,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0112179,-81.3042094
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,94.76,Square meters,168,224.78338,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9617456,-81.1979785
RIVER BEND PUMP STN,Facilities related to the pumping of sewage,2120 KAINS RD,LONDON,N6K 0C1,353.04,Square meters,168,158.55128,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9694926,-81.3702385
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,LONDON,N5V 3Y1,9.29,Square meters,168,98.82700,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.023127,-81.204989
SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,100 DENNIS AVE,LONDON,N6P 1B5,59.46,Square meters,168,58.25286,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.907626799999996,-81.2898129
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,LONDON,N6P 1G3,39.95,Square meters,168,0.19374,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9162442664427,-81.3204768112991
STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,10 BECHER ST,LONDON,N6C 1B1,0.0,Square meters,168,6.53131,,kWh,114.7531,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9792895,-81.2593287
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,LONDON,N6K 4M1,58.07,Square meters,168,129.18900,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.938654997954295,-81.3360206596018
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,LONDON,N6H 3L9,0.0,Square meters,168,174.59167,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9658544,-81.2987181
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,LONDON,N6P 1M1,18.21,Square meters,168,141.36600,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9256433,-81.3147283
TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,2264 TRAFALGAR ST,LONDON,N5V 4Z8,148.65,Square meters,168,690.63300,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9829737,-81.2031709
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,LONDON,N6A 2B3,0.0,Square meters,168,30.43278,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0010093,-81.2672495
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,LONDON,N6P 0B6,0.0,Square meters,168,26.52790,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.936817,-81.3114316
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,LONDON,N6J 4G7,124.03,Square meters,168,375.43800,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538612727273,-81.2908736948052
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,LONDON,N6L 1H4,0.0,Square meters,168,9277.25200,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9092062899543,-81.2643052471073
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,LONDON,N0M 1C0,724.66,Square meters,168,"37,641.20",,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,LONDON,N5X 3Y7,0.0,Square meters,168,735.9,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.041672,-81.1945997
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,121.98,Square meters,168,"1,822.00",,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.985295799999996,-81.3316486
POND MILLS PUMP STN,Facilities related to the pumping of water,1121 COMMISSIONERS RD E,LONDON,N5Z 4L9,94.76,Square meters,168,"1,598.30",,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9617456,-81.1979785
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,LONDON,N6K 1C2,0.0,Square meters,168,"4,284.90",,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9531075043478,-81.3094974652174
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,LONDON,N6K 5C4,104.05,Square meters,168,259.9,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9491795080899,-81.35030685887591
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,LONDON,N6H 3E5,113.72,Square meters,168,589.2,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538612727273,-81.2908736948052
ADELAIDE PCP,Facilities related to the treatment of sewage,1201 ADELAIDE ST N,LONDON,N5Y 2N4,,Square meters,168,9422.00000,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0114376,-81.24279609999999
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,LONDON,N6J 2X5,,Square meters,168,47407.00000,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,LONDON,N6H 1W2,581.12,Square meters,168,3610.00000,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.971562,-81.3345411
POTTERSBURG PCP,Facilities related to the treatment of sewage,1139 HAMILTON RD,LONDON,N5W 1B1,,Square meters,168,9861.00000,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.96536,-81.14412349999999
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,LONDON,N5Z 2H9,0.0,Square meters,168,5756.00000,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.97567330844149,-81.2073481708143
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,LONDON,N6B 1L7,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.98178720000001,-81.23753470000001
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,LONDON,N5W 2M7,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9906552,-81.212471
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,LONDON,N6K 1B7,748.07,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9538022285714,-81.29185048571429
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,LONDON,N6A 3Z8,410.46,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.999573999999996,-81.24660240000001
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,LONDON,N5Z 5E6,754.39,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9630559,-81.19554000000001
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,LONDON,N6H 1T9,898.02,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.98349879999999,-81.2933117666667
FIRE HALL # 07,Fire stations and associated offices and facilities,1295 WEBSTER ST,LONDON,N5V 3P8,612.62,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.023386,-81.212058
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,LONDON,N6G 1H5,612.62,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.020373,-81.279351
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,LONDON,N6C 4R2,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.948062781145204,-81.22765730375059
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,LONDON,N5V 4Z7,842.0,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9829737,-81.2031709
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,LONDON,N6P 1N4,946.43,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.8982734,-81.2387878
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9616615030818,-81.333220045932
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,9.29,Square meters,168,,13.38909,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9616615030818,-81.333220045932
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,LONDON,N5X 1L5,408.78,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.037236,-81.24736899999999
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK RD,LONDON,N6H 5K2,783.1,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0150149747001,-81.3404012587838
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,LONDON,N5Y 3T5,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.005562,-81.23405600000001
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,LONDON,N6C 1T4,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.96961294,-81.241548645
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,LONDON,N5Z 3G2,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9633598730562,-81.21126486234542
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.987543200000005,-81.2646583
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,,Square meters,126,,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.90970010680871,-81.30450357454059
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,LONDON,N6G 2C3,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.003394333333304,-81.304071
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,LONDON,N6C 5S6,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.942868700000005,-81.2524955
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA,LONDON,N6H 2Z2,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9753397401807,-81.30554407233409
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,LONDON,N5Z 1K8,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.98324692,-81.20611992
ARGYLE ARENA,Indoor recreational facilities,1948 WAVELL ST,LONDON,N5V 1P4,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.00020894992579,-81.16855024517321
STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,1221 SANDFORD,LONDON,N5V 2J8,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.020539,-81.203634
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,LONDON,N6G 2Y9,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,43.0028073343031,-81.30254588682091
CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,654 ELIZABETH ST,LONDON,N5Y 6L3,,Square meters,126,,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9987718,-81.233576
SOUTH LONDON POOL - TVDSB,Indoor swimming pools,565 BRADLEY AVE,LONDON,N63 3Z8,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.934163899999994,-81.23625390000001
AJ TYLER - UNIT QUONSE,Other,663 BATHURST ST,LONDON,N5Z 1P8,157.94,Square meters,168,,,,158.21257,Cubic Meter,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.984855200000005,-81.2304173
AJ TYLER BLDG-GUARD SHED,Other,665 BATHURST ST,LONDON,N5Z 1P8,7.43,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.983331400000004,-81.2362615
BASIL GROVER PK,Other,555 WHARNCLIFFE RD S,LONDON,N6J 2A1,93.0,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.9549594,-81.2602432483871
BYRON CC & POOL,Other,1308 NORMAN AVE,LONDON,N6K 2A3,143.07,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,42.957150899999995,-81.3361288
CITY WIDE SPORTS PARK,Other,1610 COMMISSIONERS RD E,LONDON,N6M 1E8,470.94,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9631478928486,-81.1694038627425
COAL TAR,Other,75 HORTON ST,LONDON,N6J 1E8,27.87,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
DEARNESS HOME,Other,710 SOUTHDALE RD E,LONDON,N6E 1R8,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9438044,-81.225001
EAST LIONS PARK-POOL,Other,1731 CHURCHILL AVE,LONDON,N5W 5P4,343.75,Square meters,168,,34.962959999999995,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9997093,-81.1765764
ED BLAKE PK,Other,449 BARKER ST,LONDON,N5Y 5B2,97.09,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.0129783,-81.2303172
FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
