Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
FANSHAWE GOLF COURSE-MTCE BLDG,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,260.13,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,163.51,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
FIDO PARK FIELD HOUSE,Other,733 WINDERMERE RD,LONDON,N5X 3P1,60.11,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.023127,-81.24921450000001
FORKS OF THE THAMES MUSEUM & SPL P,Other,1 DUNDAS ST,LONDON,N6A 5L7,163.51,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.982082,-81.25583890000001
GIBBONS PARK-POOL-SPLASH PAD,Other,2A GROSVENOR ST,LONDON,N6A 1Y4,348.02,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9985193,-81.2596977
GLANWORTH PARK-FIELD HOUSE,Other,6536 BRADISH RD,LONDON,N6N 1N6,201.14,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.8655369,-81.196602004878
GREENWAY PARK #2,Other,5 GREENSIDE AVE,LONDON,N6J 2X5,93.0,Square meters,168,,61.57903,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMLYN PARK-EQUIPMENT BLDG,Other,101 DENNIS AVE,LONDON,N6P 1B5,117.62,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.907626799999996,-81.2898129
HARRIS PARK,Other,531 RIDOUT ST N,LONDON,N6A 2P9,74.32,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9862969411765,-81.2555986176471
IVEY PARK-PAVILLION,Other,331 THAMES ST,LONDON,N6A 5N8,125.42,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9789947,-81.25462840000002
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,46.45,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9471919692338,-81.278233156399
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,116.41,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.99521171428571,-81.19714152857141
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,132.39,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.983504646666695,-81.2600277133333
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,264.78,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.983504646666695,-81.2600277133333
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.983504646666695,-81.2600277133333
LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,4200 CAMPBELL,LONDON,N6P 1S7,59.65,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.913316178992204,-81.2938043031979
LANDFILL-W12-A,Other,3502 MANNING DR,LONDON,N6L 1K6,202.81,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.8783643,-81.1938193
LITTLE LEAGUE PARK,Other,65 TWEED CRES,LONDON,N5X 1Z5,10.22,Square meters,168,,13.51,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.0402672699558,-81.2336894283877
MCMAHEN PARK,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,106.84,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.99612345,-81.23497703333331
MEREDITH PARK-FIELD HOUSE,Other,450 NELSON AVE,LONDON,N6B 1A8,83.61,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY PARK-FIELD HOUSE,Other,75 CLIFTONVALE AVE,LONDON,N6J 1J6,83.61,Square meters,168,,647.96,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.967946968421096,-81.2676267631579
NORTHEAST RECREATION CENTRE-POOL,Other,1050 VICTORIA,LONDON,N5Y 1L2,157.01,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,-38.255266,-72.110675
NORTHRIDGE POOL,Other,15 MCLEAN DR,LONDON,N5X 1Y3,143.07,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.037038875,-81.23634425
OAKRDG PK-FLDHS-WADDING PL,Other,825 VALETTA ST,LONDON,N6H 2Z2,131.93,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9753397401807,-81.30554407233409
OXFORD ENVIRO DEPOT,Other,1450 OXFORD ST W,LONDON,N6H 1W2,92.91,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9632143,-81.3690278
OXFORD ST W SALT SHED,Other,1570 OXFORD ST W,LONDON,N6H 1W2,,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.971562,-81.3345411
PLANNING/DEV - RENTAL,Other,520 WELLINGTON ST UN 11 &12,LONDON,N6A 4L9,261.9,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,2115 RIVER RD,LONDON,N5W 6C4,418.07,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9786131,-81.1335514
RIVER RD GOLF COURSE-MTCE BLDG,Other,2115 RIVER RD,LONDON,N5W 6C4,222.97,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9786131,-81.1335514
ROWNTREE PARK SPLASH PAD,Other,750 WHETTER AVE,LONDON,N6C 2C3,83.24,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9659825,-81.22632109999999
SE 3,Other,28 CLARKE RD,LONDON,N5W 5W5,91.05,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.041672,-81.1945997
SILVERWOOD BATH HOUSE-SNORKLE,Other,50 SYCAMORE ST,LONDON,N5Z 1K8,345.61,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.98324692,-81.20611992
SOUTHCREST POOL,Other,10 HAZELWOOD AVE,LONDON,N6J 3K1,430.71,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,237 DEVERON CRES,LONDON,N5Z 4J7,105.73,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9551455,-81.19437409999999
SOUTHWEST OPT PARK 1-2,Other,682 SOUTHDALE RD W,LONDON,N6K 4W7,161.1,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9372429263158,-81.30735407368421
SPRINGBANK PARK WASHROOM,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,93.0,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95669144576139,-81.3214651924432
SPRINGBANK PARK-CONCESSION,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C5,80.73,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95669144576139,-81.3214651924432
SPRINGBANK PARK-FLINT SHELTER,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,151.9,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95669144576139,-81.3214651924432
SPRINGBANK PARK-PUMP HOUSE,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C6,510.33,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95669144576139,-81.3214651924432
SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,1085 COMMISSIONERS RD W,LONDON,N6K 1C7,151.9,Square meters,168,,499.88105,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95669144576139,-81.3214651924432
SPRINGBANK PMP HSE  FCV #8-12,Other,883 SPRINGBANK DR,LONDON,N6K 1A5,298.13,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.95586651241221,-81.31311242554949
ST JULIEN PARK-FIELD HOUSE,Other,15 TOMMY HUNTER WAY,LONDON,N5Z 2T4,51.66,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9774977,-81.1988527
STONEYBROOK RECREATION,Other,1207 ADELAIDE ST N,LONDON,N5X 1J9,251.96,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.0114376,-81.24279609999999
STORYBOOK -CONCESSION-PIECES OF 8,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,97.55,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9575299,-81.31975279999999
STORYBOOK PLAYWORLD,Other,1958 STORYBOOK LN,LONDON,N6K 4Y6,,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9575299,-81.31975279999999
STRONACH - STADIUM/CONCESSION,Other,1221 SANDFORD ST,LONDON,N5V 2J8,167.23,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.020539,-81.203634
THAMES GC-SNK B 10TH/PARK LT,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,88.26,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
THAMES GOLF COURSE-MTCE BLDG,Other,850 SUNNINGHILL AVE,LONDON,N6H 3L9,390.2,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
THAMES PARK-FIELD HOUSE,Other,15 RIDOUT ST,LONDON,N6A 4H6,105.26,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,
THAMES PARK-POOL,Other,15 RIDOUT ST,LONDON,N6A 4H6,489.05,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,,
VAUXHALL PARK-FIELD HOUSE,Other,54 PRICE ST,LONDON,N5Z 2H9,117.62,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.97567330844149,-81.2073481708143
VICTORIA PARK BANDSHELL-ELEC RM,Other,580 CLARENCE ST,LONDON,N6A 3N1,756.71,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.988776200000004,-81.24969240000001
WESTMINSTER OPT PK POOL,Other,650 OSGOODE DR,LONDON,N6E 2G2,167.51,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.942227200000005,-81.2084565
WOLSELY OPS GARAGE(NG shared T-BLOCK),"Storage facilities where equipment or vehicles are maintained, repaired or stored",654 ELIZABETH ST,LONDON,N5Y 6L3,627.11,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9987718,-81.233576
WONDERLAND GARDENS,Other,285 WONDERLAND RD S,LONDON,N6K 3T3,551.02,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9665115486114,-81.2938829679256
ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1153 ADELAIDE ST N,LONDON,N5Y 2N4,,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,43.023021,-81.248902
ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3901 WEST GRAHAM PL,LONDON,N6P 1G4,76.65,Square meters,168,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,42.9161701,-81.3205858
AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,,Square meters,50,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.984855200000005,-81.2304173
AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,576.01,Square meters,50,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.984855200000005,-81.2304173
AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,152.64,Square meters,50,,216.53371,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.984855200000005,-81.2304173
AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,576.01,Square meters,50,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.984855200000005,-81.2304173
AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,557.43,Square meters,50,,,,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.984855200000005,-81.2304173
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,LONDON,N6H 1A6,78.97,Square meters,168,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.980429724864294,-81.2671149869268
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,LONDON,N6E 1L3,,Square meters,126,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.925397600000004,-81.22104990000001
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,LONDON,N6K 3T3,569.23,Square meters,60,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9702105,-81.2925583
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1570 OXFORD ST W,LONDON,N6H 1W2,628.5,Square meters,80,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.971562,-81.3345411
ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",645 SPRINGBANK DR,LONDON,N6K 4T1,579.73,Square meters,70,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9619785428571,-81.2967508821429
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,LONDON,N5Y 2N4,226.69,Square meters,70,,,kWh,,,,,,,,,,,,,,,,,,,,,,,,,43.0114376,-81.24279609999999
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,LONDON,N6N 1M4,,Square meters,70,,,kWh,,Cubic Meter,,,,,,,,,,,,,,,,,,,,,,,42.9344818,-81.20823809999999
