Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,London,N6K 2A3,8290,Square feet,126,0,101916,kWh,"  23,517 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  54,251 ",  42 ,  -   ,
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,London,N5Y 6L3,38090,Square feet,126,0,42603.21,kWh,"  145,646 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  279,454 ",  42 ,  -   ,
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,London,N6K 4T1,19312,Square feet,126,0,173939.88,kWh,"  109,942 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  224,565 ",  70 ,  -   ,
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,London,N5W 5P4,6682,Square feet,126,0,112597.82,kWh,"  30,761 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  68,972 ",  66 ,  -   ,
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,London,N5Z 1G2,8622,Square feet,126,0,87038.51,kWh,"  16,107 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  38,811 ",  30 ,  -   ,
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,London,N6H 1B4,17200,Square feet,126,0,257311.08,kWh,"  21,029 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  64,471 ",  28 ,  -   ,
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,London,N6P 1A2,17600,Square feet,126,0,912.55,kWh,"  73,750 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  139,521 ",  45 ,  -   ,
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,London,N5V 3N9,55200,Square feet,126,0,677587.72,kWh,"  70,799 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  198,930 ",  26 ,  -   ,
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,London,N6E 3B3,29460,Square feet,126,0,185254.3,kWh,"  33,010 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  80,201 ",  18 ,  -   ,
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,London,N6K 3T3,2420,Square feet,126,0,28658.6,kWh,"  5,923 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  13,950 ",  38 ,  -   ,
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 SPRINGBANK DR,London,N6K 1C5,1773,Square feet,70,0,1672.77,kWh,"  1,208 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,444 ",  8 ,  -   ,
EP WILLIAMS ESTATE,Cultural facilities,101 WINDERMERE RD,London,N6G 2J4,9330,Square feet,126,0,16110.51,kWh,"  12,479 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  25,141 ",  16 ,  -   ,
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,London,N6G 1G5,9220,Square feet,70,0,45250.22,kWh,"  12,896 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  28,728 ",  20 ,  -   ,
ADELAIDE PUMP STN,Facilities related to the pumping of sewage,1201 ADELAIDE ST N,London,N5Y 2N4,0,Square feet,168,8557,1047291.53,kWh,"  116,532 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  320,901 ",  -   ,  267 ,
BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,201 WONDERLAND RD S,London,N6K 3T3,1200,Square feet,168,2537.445,234557.11,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  22,527 ",  195 ,  92 ,
BOSTWICK PUMP STN,Facilities related to the pumping of sewage,1451 WHARNCLIFFE RD S,London,N6L 1J9,375,Square feet,168,111.117,42134.09,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  4,047 ",  112 ,  379 ,
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,London,N6J 2W4,0,Square feet,168,33.924,7871.92,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  756 ,  -   ,  232 ,
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LN,London,N6A 3L1,280,Square feet,168,226.395,27209.3,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,613 ",  97 ,  120 ,
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,London,N6K 1Y2,540,Square feet,168,1534.001,206773.12,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  19,858 ",  383 ,  135 ,
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,London,N5Z 3K2,100,Square feet,168,1162.408,51767.89,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  4,972 ",  518 ,  45 ,
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,London,N5W 6H1,3040,Square feet,168,1475.257,267436.87,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  25,685 ",  88 ,  181 ,
CRESTWOOD PUMP STN,Facilities related to the pumping of sewage,999 GABOR ST,London,N6K4V5,0,Square feet,168,60.109,20646.6,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  1,983 ",  -   ,  343 ,
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,London,N6E 3X1,3140,Square feet,168,175,172331.97,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  16,551 ",  55 ,  985 ,
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,London,N5W 1B1,2340,Square feet,168,444.049,88794.45,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  8,528 ",  38 ,  200 ,
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,London,N5V 4T2,0,Square feet,168,3.695,1716.35,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  165 ,  -   ,  465 ,
HAZELDON PUMP STN,Facilities related to the pumping of sewage,32 1/2 HAMPTON CRES,London,N6H 2N8,0,Square feet,168,52.075,10878.74,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  1,045 ",  -   ,  209 ,
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,London,N6H 5H4,625,Square feet,168,724.959,85771.67,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  8,238 ",  137 ,  118 ,
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,London,N5Y 2V4,256,Square feet,168,151.348,24274.17,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,331 ",  95 ,  160 ,
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,London,N6H 5P8,1313,Square feet,168,2461.611,85064.72,kWh,  30 ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  8,225 ",  65 ,  35 ,
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,London,N6C 1S1,0,Square feet,168,6.288,1894.2,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  182 ,  -   ,  301 ,
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,London,N6G 2K4,0,Square feet,168,4047.548,796173.05,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  76,464 ",  -   ,  197 ,
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,London,N5X 2B1,300,Square feet,168,218.998,34344.02,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  3,298 ",  114 ,  157 ,
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,London,N5Y 1B9,100,Square feet,168,74.992,15610.52,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  1,499 ",  156 ,  208 ,
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES,London,N6G 4N3,100,Square feet,168,9.565,7476.17,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  718 ,  75 ,  782 ,
POND MILLS PUMP STN,Facilities related to the pumping of sewage,1121 COMMISSIONERS RD E,London,N5Z 4L9,1020,Square feet,168,7731.631,58201.25,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  5,590 ",  57 ,  8 ,
RIVER BEND PUMP STN,Facilities related to the pumping of sewage,2120 KAINS RD,London,N6K 0C1,3800,Square feet,168,176.675,215294.69,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  20,677 ",  57 ,"  1,219 ",
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD,London,N5V 3Y1,100,Square feet,168,151.413,26926.34,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,586 ",  269 ,  178 ,
SOUTHLAND POLLUTION PLANT,Facilities related to the treatment of sewage,100 DENNIS AVE,London,N6P 1B5,640,Square feet,168,94942,185315.32,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  17,798 ",  290 ,  2 ,
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,London,N6P 1G3,430,Square feet,168,89.774,100718.28,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  9,673 ",  234 ,"  1,122 ",
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PK DR,London,N6K 4M1,625,Square feet,168,105.676,38159.05,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  3,665 ",  61 ,  361 ,
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,London,N6H 3L9,0,Square feet,168,143.397,28482.4,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,735 ",  -   ,  199 ,
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,London,N6P 1M1,196,Square feet,168,135.571,72772.38,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  6,989 ",  371 ,  537 ,
TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,2264 TRAFALGAR ST,London,N5V 4Z8,1600,Square feet,168,623.973,102968.62,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  9,889 ",  64 ,  165 ,
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,London,N6A 2B3,0,Square feet,168,25.985,7933.52,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  762 ,  -   ,  305 ,
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,London,N6P 0B6,0,Square feet,168,21.486,25270.92,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  2,427 ",  -   ,"  1,176 ",
WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,603 WONDERLAND RD S,London,N6J 4G7,1335,Square feet,168,1304.647,90693.14,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  8,710 ",  68 ,  70 ,
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,London,N6L 1H4,0,Square feet,168,1430,1738366.4,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  166,953 ",  -   ,"  1,216 ",
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,Arva,N0M 1C0,7800,Square feet,168,40074,5708001.73,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  548,196 ",  732 ,  142 ,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,London,N5X 3Y7,0,Square feet,168,2.562,79891.75,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  7,673 ",  -   ,"  31,183 ",
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,London,N6H 5P8,1313,Square feet,168,1916,174207.38,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  16,731 ",  133 ,  91 ,
HYDE PARK WELL,Facilities related to the pumping of water,500 HYDE PARK RD,London,N6H 4Z9,70,Square feet,168,1,13042.59,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  1,253 ",  186 ,"  13,043 ",
POND MILLS PUMP STN,Facilities related to the pumping of water,1121 COMMISSIONERS RD E,London,N5Z 4L9,0,,168,7731.631,372039.95,kWh,"  7,395,540 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  14,017,938 ",  -   ,"  10,214 ",
SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,844 COMMISSIONERS RD W,London,N6K 1C2,0,Square feet,168,4358.016,831318.14,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  79,840 ",  -   ,  191 ,
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,London,N6K 5C4,1120,Square feet,168,259.914,109033.81,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  10,472 ",  97 ,  419 ,
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,London,N6H 3E5,1224,Square feet,168,7900.464,207330.87,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  19,912 ",  169 ,  26 ,
ADELAIDE PCP,Facilities related to the treatment of sewage,1201 ADELAIDE ST N,London,N5Y 2N4,12900,Square feet,168,8557,4030935.21,kWh,"  107,390 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  590,165 ",  401 ,  604 ,
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,London,N6J 2X5,35952,Square feet,168,42025,22818456.87,kWh,"  644,847 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  3,410,649 ",  825 ,  706 ,
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,London,N6H 1W2,6255,Square feet,168,3302,3376665.36,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  324,295 ",  540 ,"  1,023 ",
POTTERSBURG PCP,Facilities related to the treatment of sewage,1139 HAMILTON RD,London,N5W 1B1,11930,Square feet,168,8556,4747488.91,kWh,"  71,089 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  590,351 ",  461 ,  643 ,
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,London,N5Z 2H9,0,Square feet,168,5330,2858783.07,kWh,"  36,372 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  343,323 ",  -   ,  609 ,
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,London,N6B 1L7,32937,Square feet,168,0,382985.1,kWh,"  49,576 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  130,512 ",  28 ,  -   ,
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,London,N5W 2M7,24700,Square feet,168,0,403673,kWh,"  44,244 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  122,418 ",  35 ,  -   ,
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,London,N6K 1B7,8052,Square feet,168,0,70782.7,kWh,"  21,653 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  47,735 ",  37 ,  -   ,
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,London,N6A 3Z8,4418,Square feet,168,0,76110.99,kWh,"  7,580 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  21,641 ",  35 ,  -   ,
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,London,N5Z 5E6,8120,Square feet,168,0,82130.57,kWh,"  13,155 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  32,759 ",  27 ,  -   ,
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,London,N6H 1T9,9666,Square feet,168,0,90304.24,kWh,"  20,190 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  46,844 ",  32 ,  -   ,
FIRE HALL # 07,Fire stations and associated offices and facilities,1295 WEBSTER ST,London,N5V 3P8,6594,Square feet,168,0,49471.9,kWh,"  14,589 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  32,334 ",  31 ,  -   ,
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,London,N6G 1H5,6594,Square feet,168,0,61395.17,kWh,"  16,918 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  37,881 ",  37 ,  -   ,
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,London,N6C 4R2,15388,Square feet,168,0,125673.19,kWh,"  23,416 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  56,341 ",  24 ,  -   ,
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,London,N5V 4Z7,9063,Square feet,168,0,116282.66,kWh,"  19,165 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  47,402 ",  35 ,  -   ,
