Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,London,N6P 1N4,10187,Square feet,168,0,88559.97,kWh,"  21,864 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  49,842 ",  32 ,  -   ,
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER RD,London,N6K 2J9,12000,Square feet,168,0,252605.83,kWh,"  38,444 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  96,944 ",  55 ,  -   ,
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER RD,London,N6K 2J9,100,Square feet,168,0,13.39,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,  1 ,  0 ,  -   ,
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,London,N5X 1L5,4400,Square feet,168,0,35700.48,kWh,"  4,615 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  12,154 ",  19 ,  -   ,
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK RD,London,N6H 5K2,8429,Square feet,168,0,71243.43,kWh,"  8,384 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  22,693 ",  19 ,  -   ,
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,London,N5Y 3T5,52390,Square feet,126,0,991494.71,kWh,"  94,736 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  274,334 ",  38 ,  -   ,
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,London,N6C 1T4,38573,Square feet,126,0,686768.45,kWh,"  33,690 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  129,653 ",  27 ,  -   ,
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,London,N5Z 3G2,29370,Square feet,126,0,469494.68,kWh,"  41,883 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  124,276 ",  31 ,  -   ,
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,London,N6H 1J3,56520,Square feet,126,0,1039617.68,kWh,"  124,062 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  334,400 ",  42 ,  -   ,
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,London,N6P 1A2,38519,Square feet,126,0,690525.78,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  66,318 ",  18 ,  -   ,
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,London,N6G 2C3,25022,Square feet,126,0,469131.93,kWh,"  85,153 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  206,049 ",  55 ,  -   ,
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,London,N6C 5S6,75560,Square feet,126,0,2002974.42,kWh,"  122,921 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  424,763 ",  44 ,  -   ,
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA,London,N6H 2Z2,29989,Square feet,126,0,392108.46,kWh,"  51,272 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  134,594 ",  31 ,  -   ,
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,London,N5Z 1K8,25032,Square feet,126,0,270271.9,kWh,"  26,432 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  75,930 ",  22 ,  -   ,
ARGYLE ARENA,Indoor recreational facilities,1948 WAVELL ST,London,N5V 1P4,49260,Square feet,126,0,1065479.68,kWh,"  108,425 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  307,320 ",  45 ,  -   ,
STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,1221 SANDFORD,London,N5V 2J8,76692,Square feet,126,0,1640024.43,kWh,"  132,889 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  408,752 ",  40 ,  -   ,
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,London,N6G 2Y9,51248,Square feet,126,0,2005738.44,kWh,"  142,327 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  461,719 ",  69 ,  -   ,
CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,654 ELIZABETH ST,London,N5Y 6L3,11690,Square feet,126,0,1014182.69,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  97,402 ",  87 ,  -   ,
SOUTH LONDON POOL - TVDSB,Indoor swimming pools,565 BRADLEY AVE,London,N63 3Z8,18116,Square feet,126,0,669354.61,kWh,"  65,273 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  187,691 ",  75 ,  -   ,
ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1153 ADELAIDE ST N,London,N5Y 2N4,25685,Square feet,168,0,371534.77,kWh,"  126,123 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  274,134 ",  67 ,  -   ,
ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3901 WEST GRAHAM PL,London,N6P 1G4,825,Square feet,168,0,57694.78,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  5,541 ",  70 ,  -   ,
AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,10068,Square feet,50,0,760000.94,kWh,"  65,979 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  197,731 ",  145 ,  -   ,
AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,6200,Square feet,50,0,21742.31,kWh,"  13,296 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  27,225 ",  26 ,  -   ,
AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,1643,Square feet,50,0,216.53,kWh,"  115,962 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  219,263 ",  750 ,  -   ,
AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,6200,Square feet,50,0,39422.91,kWh,"  17,648 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  37,152 ",  37 ,  -   ,
AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,London,N5Z 1P8,6000,Square feet,50,0,0,kWh,"  7,943 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  15,017 ",  14 ,  -   ,
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,London,N6H 1A6,850,Square feet,168,0,11044.51,kWh,"  2,134 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  5,096 ",  40 ,  -   ,
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,London,N6E 1L3,57100,Square feet,126,0,680431.75,kWh,"  74,531 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  206,259 ",  26 ,  -   ,
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,London,N6K 3T3,6127,Square feet,60,0,25580.18,kWh,"  8,931 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  19,342 ",  20 ,  -   ,
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1570 OXFORD ST W,London,N6H 1W2,4065,Square feet,80,0,8050.045987,kWh,"  14,507 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  28,200 ",  40 ,  -   ,
ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",645 SPRINGBANK DR,London,N6K 4T1,6240,Square feet,70,0,53504.7,kWh,"  7,024 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  18,418 ",  21 ,  -   ,
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,London,N5Y 2N4,2440,Square feet,70,0,17022.3,kWh,  -   ,Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  1,635 ",  7 ,  -   ,
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,London,N6N 1M4,21900,Square feet,70,0,23814.73,kWh,"  6,014 ",Cubic Meter,0,Litre,0,Litre,0,Litre,0,Metric Tonne,0,Metric Tonne,0,Giga Joule,,,0,Giga Joule,,,"  13,657 ",  4 ,  -   ,
