Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments,lat,lng
AJ TYLER BLDG-PKG LOT,Parking garages,663 BATHURST ST,LONDON,N5Z 1P8,"6,200.00",Square feet,168,,"36,360.88095",kWh,,,,,,,,,,,,,,,,,,,,,"1,454.83521",5.86466,0.00000,,42.9848552,-81.2304173
AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",663 BATHURST ST,LONDON,N5Z 1P8,"6,000.00",Square feet,50,,,,"10,267.56167",Cubic Meter,,,,,,,,,,,,,,,,,,,"19,412.12932",18.18689,0.00000,,42.9848552,-81.2304173
ARGYLE ARENA,Indoor recreational facilities,1948 WAVELL ST,LONDON,N5V 1P4,"49,260.00",Square feet,126,,"1,206,713.22931",kWh,"156,656.42631",Cubic Meter,,,,,,,,,,,,,,,,,,,"344,460.67233",58.29523,0.00000,,43.0002089499258,-81.1685502451732
ARVA PUMPING,Facilities related to the pumping of water,13966 MEDWAY RD,LONDON,N0M 1C0,0.00,Square feet,168,36183.5,"5,435,496.62490",kWh,,,,,,,,,,,,,,,,,,,,,"217,479.65546",0.00000,150.22031,,,
BASIL GROVER PK,Other,555 WHARNCLIFFE RD S,LONDON,N6J 2A1,"1,001.00",Square feet,168,,"1,847.27282",kWh,,,,,,,,,,,,,,,,,,,,,73.91123,1.84543,0.00000,,42.9549594,-81.2602432483871
BEACHWOOD,Facilities related to the pumping of sewage,326 BEACHWOOD AVE,LONDON,N6J 1K4,0.00,Square feet,168,200.0,"1,314.00000",kWh,,,,,,,,,,,,,,,,,,,,,52.57445,0.00000,6.57000,,42.9662951,-81.2773
BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,201 WONDERLAND RD S,LONDON,N6K 3T3,0.00,Square feet,168,2772.41,"195,569.09410",kWh,,,,,,,,,,,,,,,,,,,,,"7,824.91502",0.00000,70.54119,,42.9613026,-81.2933324
BLACKBURN FOUNTAIN-THAMES RIVER,Other,78 RIVERSIDE DR,LONDON,N6H 1B4,"17,200.00",Square feet,168,,"95,606.76710",kWh,,,,,,,,,,,,,,,,,,,,,"3,825.32236",5.55853,0.00000,,42.9827141569511,-81.2612008102205
BONAVENTURE MEADOWS-SPLASH PAD,Other,141 BONAVENTURE DR,LONDON,N5V 4S6,"7,000.00",Square feet,168,,515.31226,kWh,,,,,,,,,,,,,,,,,,,,,20.61816,0.07362,0.00000,,43.006627,-81.155763
BOSTWICK PUMP STN,Facilities related to the pumping of sewage,1451 WHARNCLIFFE RD S,LONDON,N6L 1J9,0.00,Square feet,168,98.89,"40,935.86702",kWh,,,,,,,,,,,,,,,,,,,,,"1,637.88498",0.00000,413.95355,,42.9293558617346,-81.2706747389808
BOYLE CC,Community centres,530 CHARLOTTE ST,LONDON,N5W 4A4,"8,522.00",Square feet,126,,"79,639.40813",kWh,"11,140.64117",Cubic Meter,,,,,,,,,,,,,,,,,,,"24,249.24936",23.23864,0.00000,,42.9966771347937,-81.2186794443261
BROOKDALE PUMP STN,Facilities related to the pumping of sewage,24 BROOKDALE AVE,LONDON,N6J 2W4,0.00,Square feet,168,47.45,"6,969.89175",kWh,,,,,,,,,,,,,,,,,,,,,278.87234,0.00000,146.88918,,42.9745474,-81.2673897
BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,37 TOWER LN,LONDON,N6A 3L1,0.00,Square feet,168,269.63,"23,997.95958",kWh,,,,,,,,,,,,,,,,,,,,,960.18236,0.00000,89.00330,,43.00869665,-81.2648525560892
BULK WATER DISPENSING STNS,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z2,200.00,Square feet,168,,"11,910.18577",kWh,,,,,,,,,,,,,,,,,,,,,476.53844,59.55093,0.00000,,,
BYRON CC - POLE BASE,Community centres,1308 NORMAN AVE,LONDON,N6K 2A3,"8,290.00",Square feet,126,,"98,509.88182",kWh,"22,060.37841",Cubic Meter,,,,,,,,,,,,,,,,,,,"45,649.42594",40.16437,0.00000,,42.9571509,-81.3361288
BYRON CC & POOL,Indoor swimming pools,1308 NORMAN AVE,LONDON,N6K 2A3,"1,540.00",Square feet,168,,"20,940.19466",kWh,,,,,,,,,,,,,,,,,,,,,837.83813,13.59753,0.00000,,42.9571509,-81.3361288
BYRON CC-TENNIS COURTS,Community centres,1308 NORMAN AVE,LONDON,N6K 2A3,"1,540.00",Square feet,168,,"1,992.90000",kWh,,,,,,,,,,,,,,,,,,,,,79.73792,1.29409,0.00000,,42.9571509,-81.3361288
BYRON PUMP STN,Facilities related to the pumping of sewage,1322 OLD BRIDGE RD,LONDON,N6K 1Y2,0.00,Square feet,168,1596.31,"201,747.74068",kWh,,,,,,,,,,,,,,,,,,,,,"8,072.12885",0.00000,126.38381,,,
CAMPBELL MEMORIAL PARK,Other,380 DUNDAS ST,LONDON,N6B 1V7,"2,000.00",Square feet,168,,"1,257.63482",kWh,,,,,,,,,,,,,,,,,,,,,50.31923,0.62882,0.00000,,42.9863589580645,-81.2407877451613
CANADA GAMES AQUATIC CTR,Indoor swimming pools,1045 WONDERLAND RD N,LONDON,N6G 2Y9,"51,248.00",Square feet,126,,"1,012,288.13516",kWh,"152,581.31186",Cubic Meter,,,,,,,,,,,,,,,,,,,"328,977.00848",51.39495,0.00000,,43.0028073343031,-81.3025458868209
CARLING ARENA,Indoor ice rinks,675 GROSVENOR ST,LONDON,N5Y 3T5,"52,390.00",Square feet,126,,"919,235.01557",kWh,"112,190.08199",Cubic Meter,,,,,,,,,,,,,,,,,,,"248,889.11036",40.30476,0.00000,,43.005562,-81.234056
CARLING HEIGHTS OCC - SHED,Other,656 ELIZABETH ST,LONDON,N5Y 6L3,"2,000.00",Square feet,126,,"4,631.26797",kWh,"6,512.30740",Cubic Meter,,,,,,,,,,,,,,,,,,,"12,497.64587",36.92131,0.00000,,42.9987718,-81.233576
CARLING HEIGHTS OCC,Community centres,654 ELIZABETH ST,LONDON,N5Y 6L3,"38,090.00",Square feet,126,,"905,744.29371",kWh,"129,079.42495",Cubic Meter,,,,,,,,,,,,,,,,,,,"280,280.78089",59.79448,0.00000,,42.9987718,-81.233576
CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,654 ELIZABETH ST,LONDON,N5Y 6L3,"11,690.00",Square feet,126,,"43,322.13290",kWh,,,,,,,,,,,,,,,,,,,,,"1,733.36186",3.70591,0.00000,,42.9987718,-81.233576
CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",136 CAVENDISH CRES,LONDON,N6H 1A6,850.00,Square feet,168,,"2,562.66968",kWh,,,,,,,,,,,,,,,,,,,,,102.53498,3.01491,0.00000,,42.9804297248643,-81.2671149869268
CENTENNIAL HALL District Cooling,Auditoriums,550 WELLINGTON ST,LONDON,N6A 3P9,"50,050.00",Square feet,70,0.0,,,,,,,,,,,,,,,,,,,40.00000,Giga Joule,No,,134.71700,0.06727,0.00000,,42.9892119,-81.2466055416328
CENTENNIAL HALL,Auditoriums,550 WELLINGTON ST,LONDON,N6A 3P9,"50,050.00",Square feet,70,,"703,995.42796",kWh,"3,408.18413",Cubic Meter,,,,,,,,,,,"2,839.00000",Giga Joule,No,,,,,,"202,958.99202",30.54601,0.00000,,42.9892119,-81.2466055416328
CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,1 ADELAIDE ST S,LONDON,N5Z 3K2,0.00,Square feet,168,43.83,"50,691.62863",kWh,,,,,,,,,,,,,,,,,,,,,"2,028.22275",0.00000,"1,156.55096",,42.974344,-81.2255029
CITY HALL,"Administrative offices and related facilities, including municipal council chambers",300 DUFFERIN AVE,LONDON,N6B 1Z2,"174,990.00",Square feet,126,,"2,313,755.59105",kWh,,,,,,,,,,,,,"7,857.35000",Giga Joule,No,,"2,517.00000",Giga Joule,No,,"566,980.10768",26.90566,0.00000,,42.9877504,-81.2464214
CITY OWNED PROPERTIES,Other,SEVERAL LOCATIONS,LONDON,N6B 1Z3,"5,000.00",Square feet,126,,"4,863.94947",kWh,,,,,,,,,,,,,,,,,,,,,194.61148,0.97279,0.00000,,,
CITY WIDE SPORTS PARK,Other,1610 COMMISSIONERS RD E,LONDON,N6M 1E8,"5,069.00",Square feet,168,,"160,800.14395",kWh,,,,,,,,,,,,,,,,,,,,,"6,433.77456",31.72226,0.00000,,42.9631478928486,-81.1694038627425
CIVIC GARDEN COMPLEX,Community centres,625 SPRINGBANK DR,LONDON,N6K 4T1,"19,312.00",Square feet,126,,"159,334.73727",kWh,"111,318.85509",Cubic Meter,,,,,,,,,,,,,,,,,,,"216,837.57521",69.51153,0.00000,,42.9625799714286,-81.2954907035714
CLARKE RD PUMP STN,Facilities related to the pumping of sewage,479 CLARKE RD,LONDON,N5W 6H1,0.00,Square feet,168,1594.66,"270,914.00444",kWh,,,,,,,,,,,,,,,,,,,,,"10,839.54023",0.00000,169.88825,,43.041672,-81.1945997
COAL TAR,Other,75 HORTON ST,LONDON,N6J 1E8,300.00,Square feet,168,,"25,334.01151",kWh,,,,,,,,,,,,,,,,,,,,,"1,013.63913",84.44671,0.00000,,,
COLBORNE BUILDING (OLD SOUTH ST HOSPITAL),Other,391 SOUTH STREET,LONDON,N6B 1B8,"26,225.00",Square feet,168,,"24,280.24000",kWh,,,,,,,,,,,,,"6,964.32000",Giga Joule,No,,,,,,"413,943.69634",74.69261,0.00000,,42.9767577363636,-81.2352473181818
CRESTWOOD PUMP STN,Facilities related to the pumping of water,999 GABOR ST,LONDON,N6K4V5,0.00,Square feet,168,69.22,"19,187.46483",kWh,,,,,,,,,,,,,,,,,,,,,767.70966,0.00000,277.19539,,42.9424868346154,-81.3113104961539
DEARNESS HOME,Other,710 SOUTHDALE RD E,LONDON,N6E 1R8,"186,664.00",Square feet,168,,"3,840,337.57500",kWh,,,,,,,,,,,,,,,,,,,,,"153,655.74671",20.57353,0.00000,,42.9438044,-81.225001
DEARNESS NG TRANSP,Other,710 SOUTHDALE RD E,LONDON,N6E 1R8,"186,664.00",Square feet,168,,,,"685,755.71674",Cubic Meter,,,,,,,,,,,,,,,,,,,"1,296,508.27348",39.04373,0.00000,,42.9438044,-81.225001
DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,3506 DINGMAN DR,LONDON,N6E 3X1,0.00,Square feet,168,0.12,"183,627.81161",kWh,,,,,,,,,,,,,,,,,,,,,"7,347.13237",0.00000,"1,530,231.76342",,42.9127292472928,-81.2268277997608
EAST LIONS ARTISANS CC  & POOL,Community centres,1731 CHURCHILL AVE,LONDON,N5W 5P4,"6,682.00",Square feet,126,0.0,"106,399.36064",kWh,"23,572.07587",Cubic Meter,,,,,,,,,,,,,,,,,,,"48,823.14791",53.41486,0.00000,,42.9997093,-81.1765764
EAST LIONS PARK-POOL,Other,1731 CHURCHILL AVE,LONDON,N5W 5P4,"3,700.00",Square feet,126,,34.28040,kWh,,,,,,,,,,,,,,,,,,,,,1.37159,0.00926,0.00000,,42.9997093,-81.1765764
EAST PARK PUMP STN,Facilities related to the pumping of sewage,1313 HAMILTON RD,LONDON,N5W 1B1,0.00,Square feet,168,527.92,"88,974.08257",kWh,,,,,,,,,,,,,,,,,,,,,"3,559.94202",0.00000,168.53706,,42.96536,-81.1441235
ED BLAKE PK,Other,449 BARKER ST,LONDON,N5Y 5B2,"1,045.00",Square feet,168,,"5,228.15352",kWh,,,,,,,,,,,,,,,,,,,,,209.18365,5.00302,0.00000,,43.0129783,-81.2303172
ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers","520 WELLINGTON ST UN 1,2,3",LONDON,N6A 3R2,"2,819.00",Square feet,60,,"25,844.93435",kWh,,,,,,,,,,,,,,,,,,,,,"1,034.08167",9.16812,0.00000,,,
EP WILLIAMS ESTATE,Cultural facilities,101 WINDERMERE RD,LONDON,N6G 2J4,"9,330.00",Square feet,126,,"20,160.04562",kWh,"15,848.97996",Cubic Meter,,,,,,,,,,,,,,,,,,,"30,771.13301",20.21431,0.00000,,43.012026,-81.291877
EUSTON ST FAN HOUSE PUMP STN,Facilities related to the pumping of sewage,157 WINSTON AVE,LONDON,N6J 1R7,0.00,Square feet,168,4.32,"53,116.81581",kWh,,,,,,,,,,,,,,,,,,,,,"2,125.25692",0.00000,"12,295.55921",,42.9630901,-81.2673179
EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",707 EXETER RD,LONDON,N6E 1L3,"57,100.00",Square feet,126,,"702,357.46012",kWh,"83,911.41603",Cubic Meter,,,,,,,,,,,,,,,,,,,"186,747.21309",27.91855,0.00000,,42.9253976,-81.2210499
FANSHAWE GOLF COURSE-MAIN CLUBHOUSE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"11,335.00",Square feet,168,,"226,929.67448",kWh,,,,,,,,,,,,,,,,,,,,,"9,079.68321",20.02026,0.00000,,,
FANSHAWE GOLF COURSE-MTCE BLDG,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"2,800.00",Square feet,168,,"44,284.98880",kWh,,,,,,,,,,,,,,,,,,,,,"1,771.88669",15.81607,0.00000,,,
FANSHAWE GOLF COURSE-PARKSIDE NINE,Other,2835 SUNNINGDALE RD E,LONDON,N5X 3Y7,"1,760.00",Square feet,168,,"1,821.01074",kWh,,,,,,,,,,,,,,,,,,,,,72.86046,1.03467,0.00000,,,
FANSHAWE WELLS,Facilities related to the pumping of water,2835 CLARKE RD,LONDON,N5X 3Y7,0.00,Square feet,168,1.377,"78,538.31004",kWh,,,,,,,,,,,,,,,,,,,,,"3,142.39632",0.00000,"57,035.80976",,43.041672,-81.1945997
FARQUHARSON ARENA,Indoor ice rinks,411 TECUMSEH AVE E,LONDON,N6C 1T4,"38,573.00",Square feet,126,,"626,344.06659",kWh,"32,414.19408",Cubic Meter,,,,,,,,,,,,,,,,,,,"86,343.80296",25.16877,0.00000,,42.96961294,-81.241548645
FIDO PARK FIELD HOUSE,Other,733 WINDERMERE RD,LONDON,N5X 3P1,647.00,Square feet,168,,"3,128.59933",kWh,,,,,,,,,,,,,,,,,,,,,125.17839,4.83555,0.00000,,43.023127,-81.2492145
FIRE HALL # 01,Fire stations and associated offices and facilities,400 HORTON ST E,LONDON,N6B 1L7,"32,937.00",Square feet,168,,"378,165.70743",kWh,"50,995.27122",Cubic Meter,,,,,,,,,,,,,,,,,,,"111,543.82476",27.93612,0.00000,,42.9817872,-81.2375347
FIRE HALL # 02,Fire stations and associated offices and facilities,1103 FLORENCE ST,LONDON,N5W 2M7,"24,700.00",Square feet,168,,"391,320.00000",kWh,"48,923.84634",Cubic Meter,,,,,,,,,,,,,,,,,,,"108,153.84936",36.89359,0.00000,,42.9906552,-81.212471
FIRE HALL # 03,Fire stations and associated offices and facilities,550 COMMISSIONERS RD W,LONDON,N6K 1B7,"8,052.00",Square feet,168,,"88,513.42556",kWh,"19,933.79896",Cubic Meter,,,,,,,,,,,,,,,,,,,"41,228.88919",37.30320,0.00000,,42.9538022285714,-81.2918504857143
FIRE HALL # 04,Fire stations and associated offices and facilities,807 COLBORNE ST,LONDON,N6A 3Z8,"4,418.00",Square feet,168,,"70,294.47366",kWh,"8,204.30207",Cubic Meter,,,,,,,,,,,,,,,,,,,"18,323.82719",35.64689,0.00000,,42.999574,-81.2466024
FIRE HALL # 05,Fire stations and associated offices and facilities,751 DEVERON CRES,LONDON,N5Z 5E6,"8,120.00",Square feet,168,,"92,414.94548",kWh,"14,171.03515",Cubic Meter,,,,,,,,,,,,,,,,,,,"30,489.75605",29.92876,0.00000,,42.9630559,-81.19554
FIRE HALL # 06,Fire stations and associated offices and facilities,590 OXFORD ST W,LONDON,N6H 1T9,"9,666.00",Square feet,168,,"84,813.27009",kWh,"18,910.94515",Cubic Meter,,,,,,,,,,,,,,,,,,,"39,147.00725",29.56700,0.00000,,42.9834988,-81.2933117666667
FIRE HALL # 07,Fire stations and associated offices and facilities,1295 WEBSTER ST,LONDON,N5V 3P8,"6,594.00",Square feet,168,,"79,533.72080",kWh,"18,241.41494",Cubic Meter,,,,,,,,,,,,,,,,,,,"37,669.93531",41.46185,0.00000,,43.023386,-81.212058
FIRE HALL # 08,Fire stations and associated offices and facilities,1565 WESTERN RD,LONDON,N6G 1H5,"6,594.00",Square feet,168,,"64,875.34532",kWh,"18,236.51417",Cubic Meter,,,,,,,,,,,,,,,,,,,"37,074.17351",39.23096,0.00000,,43.020373,-81.279351
FIRE HALL # 09,Fire stations and associated offices and facilities,746 WELLINGTON RD,LONDON,N6C 4R2,"15,388.00",Square feet,168,,"143,365.12213",kWh,"21,936.31727",Cubic Meter,,,,,,,,,,,,,,,,,,,"47,209.57562",24.46708,0.00000,,42.9480627811452,-81.2276573037506
FIRE HALL # 10,Fire stations and associated offices and facilities,2125 TRAFALGAR ST,LONDON,N5V 4Z7,"9,063.00",Square feet,168,,"113,589.75379",kWh,"24,002.26621",Cubic Meter,,,,,,,,,,,,,,,,,,,"49,924.17219",40.67974,0.00000,,42.9829737,-81.2031709
FIRE HALL # 11,Fire stations and associated offices and facilities,7109 WESTMINSTER DR,LONDON,N6P 1N4,"10,187.00",Square feet,168,,"88,567.13320",kWh,"23,568.92526",Cubic Meter,,,,,,,,,,,,,,,,,,,"48,103.70603",33.28285,0.00000,,42.8982734,-81.2387878
FIRE HALL # 12,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,"12,000.00",Square feet,168,,"262,563.89888",kWh,"45,054.85538",Cubic Meter,,,,,,,,,,,,,,,,,,,"95,687.37022",61.78307,0.00000,,42.9616615030818,-81.333220045932
FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,275 BOLER RD,LONDON,N6K 2J9,100.00,Square feet,168,,137.96006,kWh,,,,,,,,,,,,,,,,,,,,,5.51992,1.37960,0.00000,,42.9616615030818,-81.333220045932
FIRE HALL # 13,Fire stations and associated offices and facilities,790 FANSHAWE PK RD E,LONDON,N5X 1L5,"4,400.00",Square feet,168,,"32,637.56600",kWh,"6,168.69898",Cubic Meter,,,,,,,,,,,,,,,,,,,"12,968.57049",22.31753,0.00000,,43.037236,-81.247369
FIRE HALL # 14,Fire stations and associated offices and facilities,2225 HYDE PARK RD,LONDON,N6H 5K2,"8,429.00",Square feet,168,,"66,567.84736",kWh,"9,426.84212",Cubic Meter,,,,,,,,,,,,,,,,,,,"20,486.08838",19.78339,0.00000,,43.0150149747001,-81.3404012587838
FORKS OF THE THAMES MUSEUM & SPL P,Other,1 DUNDAS ST,LONDON,N6A 5L7,"1,760.00",Square feet,168,,"45,486.10604",kWh,"2,659.70181",Cubic Meter,,,,,,,,,,,,,,,,,,,"6,848.44864",41.90501,0.00000,,42.982082,-81.2558389
GIBBONS PARK-POOL-SPLASH PAD,Other,2A GROSVENOR ST,LONDON,N6A 1Y4,"3,746.00",Square feet,168,,"63,972.01074",kWh,"19,295.91000",Cubic Meter,,,,,,,,,,,,,,,,,,,"39,040.95256",71.82185,0.00000,,42.9985193,-81.2596977
GLANWORTH PARK-FIELD HOUSE,Other,6536 BRADISH RD,LONDON,N6N 1N6,"2,165.00",Square feet,168,,"2,858.61807",kWh,,,,,,,,,,,,,,,,,,,,,114.37617,1.32038,0.00000,,42.8655369,-81.196602004878
GLEN CAIRN ARENA & POOL,Indoor ice rinks,370 CHIPPENDALE CRES,LONDON,N5Z 3G2,"29,370.00",Square feet,126,,"448,029.58089",kWh,"48,740.97860",Cubic Meter,,,,,,,,,,,,,,,,,,,"110,077.12170",32.89199,0.00000,,42.9633598730562,-81.2112648623454
GORE RD PUMP STN,Facilities related to the pumping of sewage,3045 GORE RD,LONDON,N5V 4T2,0.00,Square feet,168,4.15,"1,726.94724",kWh,,,,,,,,,,,,,,,,,,,,,69.09689,0.00000,416.13187,,42.9775374,-81.17515
GREENWAY NG TRANSP,Other,109 GREENSIDE AVE,LONDON,N6J 2X5,"35,952.00",Square feet,168,,,,"164,749.65290",Cubic Meter,,,,,,,,,,,,,,,,,,,"311,480.14202",48.70167,0.00000,,,
GREENWAY PARK #2,Other,5 GREENSIDE AVE,LONDON,N6J 2X5,"1,001.00",Square feet,168,,284.17273,kWh,,,,,,,,,,,,,,,,,,,,,11.37003,0.28389,0.00000,,,
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,LONDON,N6J 2X5,0.00,Square feet,168,44785.5,"23,324,320.58807",kWh,"326,538.13788",Cubic Meter,,,,,,,,,,,,,,,,,,,"1,550,591.21105",0.00000,598.28952,,,
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,LONDON,N6G 1G5,"9,220.00",Square feet,70,,"54,895.19441",kWh,"12,839.00071",Cubic Meter,,,,,,,,,,,,,,,,,,,"26,470.17302",20.75328,0.00000,,42.9962746941887,-81.2741523885326
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,LONDON,N5Z 1G2,"8,622.00",Square feet,126,,"86,758.44982",kWh,"21,519.01276",Cubic Meter,,,,,,,,,,,,,,,,,,,"44,155.71886",36.58753,0.00000,,42.9796469,-81.2152746
HAMLYN PARK-EQUIPMENT BLDG,Other,101 DENNIS AVE,LONDON,N6P 1B5,"1,266.00",Square feet,168,,"1,704.04207",kWh,,,,,,,,,,,,,,,,,,,,,68.18043,1.34600,0.00000,,42.9076268,-81.2898129
HARRIS PARK,Other,531 RIDOUT ST N,LONDON,N6A 2P9,800.00,Square feet,168,,"26,250.15483",kWh,,,,,,,,,,,,,,,,,,,,,"1,050.29494",32.81269,0.00000,,42.9862969411765,-81.2555986176471
HAZELDON PUMP STN,Facilities related to the treatment of sewage,32 1/2 HAMPTON CRES,LONDON,N6H 2N8,0.00,Square feet,168,51.85,"10,972.76220",kWh,,,,,,,,,,,,,,,,,,,,,439.03119,0.00000,211.62511,,42.9600916007257,-81.3149235909015
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,LONDON,N6H 5H4,0.00,Square feet,168,708.69,"79,510.61045",kWh,,,,,,,,,,,,,,,,,,,,,"3,181.29903",0.00000,112.19378,,42.9797292815753,-81.3315213401691
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,LONDON,N5Y 2V4,0.00,Square feet,168,139.89,"25,986.97833",kWh,,,,,,,,,,,,,,,,,,,,,"1,039.76499",0.00000,185.76723,,43.0074384,-81.2440964
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,0.00,Square feet,168,689.03,"83,994.04459",kWh,65.18600,Cubic Meter,,,,,,,,,,,,,,,,,,,"3,483.92813",0.00000,122.90731,,42.9852958,-81.3316486
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,0.00,Square feet,168,1985.6,"181,499.91758",kWh,,,,,,,,,,,,,,,,,,,,,"7,261.99320",0.00000,91.40810,,42.9852958,-81.3316486
IVEY PARK-PAVILLION,Other,331 THAMES ST,LONDON,N6A 5N8,"1,350.00",Square feet,168,,"10,141.27637",kWh,,,,,,,,,,,,,,,,,,,,,405.76261,7.51206,0.00000,,42.9789947,-81.2546284
J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",267 DUNDAS ST,LONDON,N6A 1H2,"26,110.00",Square feet,70,,"273,187.39561",kWh,"17,413.78685",Cubic Meter,,,,,,,,,,,"1,039.07000",Giga Joule,No,,"1,374.43000",Giga Joule,No,,"110,097.52075",33.03640,0.00000,,42.98471,-81.2454562
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,500.00,Square feet,168,,"2,442.25961",kWh,,,,,,,,,,,,,,,,,,,,,97.71725,4.88452,0.00000,,42.9471919692338,-81.278233156399
