_geojson,Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
"{""type"":""Feature"",""id"":245,""geometry"":{""type"":""Point"",""coordinates"":[-81.210976,43.00965720000001]},""properties"":{""Address"":""31 1/2 PAARDEBURG CRES"",""Annual Flow"":19.580070000000006,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""PAARDEBURG PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N5Y 1B9"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":9.29,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.00965720000001,""lng"":-81.210976,""year"":2013,""index"":219}}",31 1/2 PAARDEBURG CRES,19.580070000000006,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,N5Y 1B9,0,0,0,9.29,Square meters,,kWh,,,,,,,,0,,,43.00965720000001,-81.210976,2013
"{""type"":""Feature"",""id"":246,""geometry"":{""type"":""Point"",""coordinates"":[-81.3042094,43.0112179]},""properties"":{""Address"":""58 PITCARNIE CRES"",""Annual Flow"":424.892,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""PITCARNIE PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6G 4N3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":9.29,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.0112179,""lng"":-81.3042094,""year"":2013,""index"":220}}",58 PITCARNIE CRES,424.892,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,PITCARNIE PUMP STN,Facilities related to the pumping of sewage,N6G 4N3,0,0,0,9.29,Square meters,,kWh,,,,,,,,0,,,43.0112179,-81.3042094,2013
"{""type"":""Feature"",""id"":247,""geometry"":{""type"":""Point"",""coordinates"":[-81.1979785,42.9617456]},""properties"":{""Address"":""1121 COMMISSIONERS RD E"",""Annual Flow"":224.78338,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""POND MILLS PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N5Z 4L9"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":94.76,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9617456,""lng"":-81.1979785,""year"":2013,""index"":221}}",1121 COMMISSIONERS RD E,224.78338,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,POND MILLS PUMP STN,Facilities related to the pumping of sewage,N5Z 4L9,0,0,0,94.76,Square meters,,kWh,,,,,,,,0,,,42.9617456,-81.1979785,2013
"{""type"":""Feature"",""id"":248,""geometry"":{""type"":""Point"",""coordinates"":[-81.3702385,42.9694926]},""properties"":{""Address"":""2120 KAINS RD"",""Annual Flow"":158.55128,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""RIVER BEND PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6K 0C1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":353.04,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9694926,""lng"":-81.3702385,""year"":2013,""index"":222}}",2120 KAINS RD,158.55128,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,RIVER BEND PUMP STN,Facilities related to the pumping of sewage,N6K 0C1,0,0,0,353.04,Square meters,,kWh,,,,,,,,0,,,42.9694926,-81.3702385,2013
"{""type"":""Feature"",""id"":249,""geometry"":{""type"":""Point"",""coordinates"":[-81.204989,43.023127]},""properties"":{""Address"":""1251 SANDFORD"",""Annual Flow"":98.82700000000001,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SANDFORD PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N5V 3Y1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":9.29,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.023127,""lng"":-81.204989,""year"":2013,""index"":223}}",1251 SANDFORD,98.82700000000001,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,0,0,0,9.29,Square meters,,kWh,,,,,,,,0,,,43.023127,-81.204989,2013
"{""type"":""Feature"",""id"":250,""geometry"":{""type"":""Point"",""coordinates"":[-81.2898129,42.907626799999996]},""properties"":{""Address"":""100 DENNIS AVE"",""Annual Flow"":58.25286,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SOUTHLAND POLLUTION PLANT"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6P 1B5"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":59.46,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.907626799999996,""lng"":-81.2898129,""year"":2013,""index"":224}}",100 DENNIS AVE,58.25286,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,0,0,0,59.46,Square meters,,kWh,,,,,,,,0,,,42.907626799999996,-81.2898129,2013
"{""type"":""Feature"",""id"":251,""geometry"":{""type"":""Point"",""coordinates"":[-81.3204768112991,42.9162442664427]},""properties"":{""Address"":""3938 WEST GRAHAM PL"",""Annual Flow"":0.19374,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SOUTHWINDS PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6P 1G3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":39.95,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9162442664427,""lng"":-81.3204768112991,""year"":2013,""index"":225}}",3938 WEST GRAHAM PL,0.19374,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,0,0,0,39.95,Square meters,,kWh,,,,,,,,0,,,42.9162442664427,-81.3204768112991,2013
"{""type"":""Feature"",""id"":252,""geometry"":{""type"":""Point"",""coordinates"":[-81.2593287,42.9792895]},""properties"":{""Address"":""10 BECHER ST"",""Annual Flow"":6.53131,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":114.7531,""Notes"":"""",""Operation Name"":""STANLEY STREET PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6C 1B1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9792895,""lng"":-81.2593287,""year"":2013,""index"":226}}",10 BECHER ST,6.53131,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,114.7531,,STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,N6C 1B1,0,0,0,0,Square meters,,kWh,Cubic Meter,,,,,,,0,,,42.9792895,-81.2593287,2013
"{""type"":""Feature"",""id"":253,""geometry"":{""type"":""Point"",""coordinates"":[-81.3360206596018,42.938654997954295]},""properties"":{""Address"":""135 OPTIMIST PK DR"",""Annual Flow"":129.189,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SUMMERCREST PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6K 4M1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":58.07,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.938654997954295,""lng"":-81.3360206596018,""year"":2013,""index"":227}}",135 OPTIMIST PK DR,129.189,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,0,0,0,58.07,Square meters,,kWh,,,,,,,,0,,,42.938654997954295,-81.3360206596018,2013
"{""type"":""Feature"",""id"":254,""geometry"":{""type"":""Point"",""coordinates"":[-81.2987181,42.9658544]},""properties"":{""Address"":""18 MACKELLAR AVE"",""Annual Flow"":174.59167,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SUNNINGHILL PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6H 3L9"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9658544,""lng"":-81.2987181,""year"":2013,""index"":228}}",18 MACKELLAR AVE,174.59167,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,0,0,0,0,Square meters,,kWh,,,,,,,,0,,,42.9658544,-81.2987181,2013
"{""type"":""Feature"",""id"":255,""geometry"":{""type"":""Point"",""coordinates"":[-81.3147283,42.9256433]},""properties"":{""Address"":""6664 PACK RD"",""Annual Flow"":141.366,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""TALBOT VILLAGE PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6P 1M1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":18.21,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9256433,""lng"":-81.3147283,""year"":2013,""index"":229}}",6664 PACK RD,141.366,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,0,0,0,18.21,Square meters,,kWh,,,,,,,,0,,,42.9256433,-81.3147283,2013
"{""type"":""Feature"",""id"":256,""geometry"":{""type"":""Point"",""coordinates"":[-81.2031709,42.9829737]},""properties"":{""Address"":""2264 TRAFALGAR ST"",""Annual Flow"":690.633,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""TRAFALGAR PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N5V 4Z8"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":148.65,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9829737,""lng"":-81.2031709,""year"":2013,""index"":230}}",2264 TRAFALGAR ST,690.633,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,N5V 4Z8,0,0,0,148.65,Square meters,,kWh,,,,,,,,0,,,42.9829737,-81.2031709,2013
"{""type"":""Feature"",""id"":257,""geometry"":{""type"":""Point"",""coordinates"":[-81.2672495,43.0010093]},""properties"":{""Address"":""27 VICTORIA ST"",""Annual Flow"":30.43278,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""VICTORIA PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6A 2B3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.0010093,""lng"":-81.2672495,""year"":2013,""index"":231}}",27 VICTORIA ST,30.43278,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,0,0,0,0,Square meters,,kWh,,,,,,,,0,,,43.0010093,-81.2672495,2013
"{""type"":""Feature"",""id"":258,""geometry"":{""type"":""Point"",""coordinates"":[-81.3114316,42.936817]},""properties"":{""Address"":""3129 POMEROY LN"",""Annual Flow"":26.5279,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""WESTFIELD VILLAGE PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6P 0B6"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.936817,""lng"":-81.3114316,""year"":2013,""index"":232}}",3129 POMEROY LN,26.5279,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 0B6,0,0,0,0,Square meters,,kWh,,,,,,,,0,,,42.936817,-81.3114316,2013
"{""type"":""Feature"",""id"":259,""geometry"":{""type"":""Point"",""coordinates"":[-81.2908736948052,42.9538612727273]},""properties"":{""Address"":""603 WONDERLAND RD S"",""Annual Flow"":375.43800000000016,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""WESTMOUNT PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6J 4G7"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":124.03,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9538612727273,""lng"":-81.2908736948052,""year"":2013,""index"":233}}",603 WONDERLAND RD S,375.43800000000016,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,N6J 4G7,0,0,0,124.03,Square meters,,kWh,,,,,,,,0,,,42.9538612727273,-81.2908736948052,2013
"{""type"":""Feature"",""id"":260,""geometry"":{""type"":""Point"",""coordinates"":[-81.2643052471073,42.9092062899543]},""properties"":{""Address"":""4695 DINGMAN DR"",""Annual Flow"":9277.252,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""WONDERLAND PUMP STN"",""Operation Type"":""Facilities related to the pumping of sewage"",""Postal Code"":""N6L 1H4"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9092062899543,""lng"":-81.2643052471073,""year"":2013,""index"":234}}",4695 DINGMAN DR,9277.252,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,WONDERLAND PUMP STN,Facilities related to the pumping of sewage,N6L 1H4,0,0,0,0,Square meters,,kWh,,,,,,,,0,,,42.9092062899543,-81.2643052471073,2013
"{""type"":""Feature"",""id"":262,""geometry"":{""type"":""Point"",""coordinates"":[-81.1945997,43.041672]},""properties"":{""Address"":""2835 CLARKE RD"",""Annual Flow"":735.9,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""FANSHAWE WELLS"",""Operation Type"":""Facilities related to the pumping of water"",""Postal Code"":""N5X 3Y7"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":0,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.041672,""lng"":-81.1945997,""year"":2013,""index"":235}}",2835 CLARKE RD,735.9,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,FANSHAWE WELLS,Facilities related to the pumping of water,N5X 3Y7,0,0,0,0,Square meters,,kWh,,,,,,,,0,,,43.041672,-81.1945997,2013
"{""type"":""Feature"",""id"":263,""geometry"":{""type"":""Point"",""coordinates"":[-81.3316486,42.985295799999996]},""properties"":{""Address"":""1439 STAFFORDSHIRE RD"",""Annual Flow"":0,""Average Hours Per Week"":168,""City"":""LONDON"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":0,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":0,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""HYDE PARK PUMP STN"",""Operation Type"":""Facilities related to the pumping of water"",""Postal Code"":""N6H 5P8"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":121.98,""Unit1"":""Square meters"",""Unit10"":"""",""Unit2"":""kWh"",""Unit3"":"""",""Unit4"":"""",""Unit5"":"""",""Unit6"":"""",""Unit7"":"""",""Unit8"":"""",""Unit9"":"""",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.985295799999996,""lng"":-81.3316486,""year"":2013,""index"":236}}",1439 STAFFORDSHIRE RD,0,168,LONDON,0,,0,0,0,0,0,0,0,0,0,0,0,,HYDE PARK PUMP STN,Facilities related to the pumping of water,N6H 5P8,0,0,0,121.98,Square meters,,kWh,,,,,,,,0,,,42.985295799999996,-81.3316486,2013
